Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,7:25:21,0.005
12/4/2022,7:25:22,0.006
12/4/2022,7:25:23,0.01
12/4/2022,7:25:24,0.012
12/4/2022,7:25:25,0.009
12/4/2022,7:25:26,0.021
12/4/2022,7:25:27,0.015
12/4/2022,7:25:28,0.011
12/4/2022,7:25:29,0.021
12/4/2022,7:25:30,0.019
12/4/2022,7:25:31,0.014
12/4/2022,7:25:32,0.016
12/4/2022,7:25:33,0.021
12/4/2022,7:25:34,0.016
12/4/2022,7:25:35,0.013
12/4/2022,7:25:36,0.014
12/4/2022,7:25:37,0.016
12/4/2022,7:25:38,0.014
12/4/2022,7:25:39,0.014
12/4/2022,7:25:40,0.021
12/4/2022,7:25:41,0.012
12/4/2022,7:25:42,0.026
12/4/2022,7:25:43,0.023
12/4/2022,7:25:44,0.01
12/4/2022,7:25:45,0.015
12/4/2022,7:25:46,0.01
12/4/2022,7:25:47,0.013
12/4/2022,7:25:48,0.02
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,8:24:49,0.029
12/4/2022,8:24:50,0.025
12/4/2022,8:24:51,0.03
12/4/2022,8:24:52,0.029
12/4/2022,8:24:53,0.031
12/4/2022,8:24:54,0.019
12/4/2022,8:24:55,0.017
12/4/2022,8:24:56,0.016
12/4/2022,8:24:57,0.014
12/4/2022,8:24:58,0.01
12/4/2022,8:24:59,0.007
12/4/2022,8:25:00,0.009
12/4/2022,8:25:01,0.003
12/4/2022,8:25:02,0.007
12/4/2022,8:25:03,0.005
12/4/2022,8:25:04,0.008
12/4/2022,8:25:05,0.016
12/4/2022,8:25:06,0.012
12/4/2022,8:25:07,0.015
12/4/2022,8:25:08,0.022
12/4/2022,8:25:09,0.078
12/4/2022,8:25:10,0.032
12/4/2022,8:25:11,0.028
12/4/2022,8:25:12,0.032
12/4/2022,8:25:13,0.039
12/4/2022,8:25:14,0.03
12/4/2022,8:25:15,0.027
12/4/2022,8:25:16,0.035
12/4/2022,8:25:17,0.029
12/4/2022,8:25:18,0.028
12/4/2022,8:25:19,0.026
12/4/2022,8:25:20,0.022
12/4/2022,8:25:21,0.026
12/4/2022,8:25:22,0.048
12/4/2022,8:25:23,0.015
12/4/2022,8:25:24,0.006
12/4/2022,8:25:25,0.012
12/4/2022,8:25:26,0.005
12/4/2022,8:25:27,0.013
12/4/2022,8:25:28,0.013
12/4/2022,8:25:29,0.004
12/4/2022,8:25:30,0.008
12/4/2022,8:25:31,0.017
12/4/2022,8:25:32,0.017
12/4/2022,8:25:33,0.023
12/4/2022,8:25:34,0.018
12/4/2022,8:25:35,0.023
12/4/2022,8:25:36,0.026
12/4/2022,8:25:37,0.024
12/4/2022,8:25:38,0.027
12/4/2022,8:25:39,0.028
12/4/2022,8:25:40,0.044
12/4/2022,8:25:41,0.036
12/4/2022,8:25:42,0.041
12/4/2022,8:25:43,0.033
12/4/2022,8:25:44,0.032
12/4/2022,8:25:45,0.028
12/4/2022,8:25:46,0.041
12/4/2022,8:25:47,0.029
12/4/2022,8:25:48,0.033
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,9:24:49,0.031
12/4/2022,9:24:50,0.042
12/4/2022,9:24:51,0.043
12/4/2022,9:24:52,0.029
12/4/2022,9:24:53,0.03
12/4/2022,9:24:54,0.032
12/4/2022,9:24:55,0.03
12/4/2022,9:24:56,0.035
12/4/2022,9:24:57,0.03
12/4/2022,9:24:58,0.03
12/4/2022,9:24:59,0.037
12/4/2022,9:25:00,0.032
12/4/2022,9:25:01,0.035
12/4/2022,9:25:02,0.059
12/4/2022,9:25:03,0.029
12/4/2022,9:25:04,0.03
12/4/2022,9:25:05,0.037
12/4/2022,9:25:06,0.034
12/4/2022,9:25:07,0.043
12/4/2022,9:25:08,0.036
12/4/2022,9:25:09,0.034
12/4/2022,9:25:10,0.028
12/4/2022,9:25:11,0.031
12/4/2022,9:25:12,0.036
12/4/2022,9:25:13,0.04
12/4/2022,9:25:14,0.036
12/4/2022,9:25:15,0.032
12/4/2022,9:25:16,0.031
12/4/2022,9:25:17,0.035
12/4/2022,9:25:18,0.04
12/4/2022,9:25:19,0.029
12/4/2022,9:25:20,0.04
12/4/2022,9:25:21,0.031
12/4/2022,9:25:22,0.046
12/4/2022,9:25:23,0.036
12/4/2022,9:25:24,0.04
12/4/2022,9:25:25,0.035
12/4/2022,9:25:26,0.036
12/4/2022,9:25:27,0.032
12/4/2022,9:25:28,0.031
12/4/2022,9:25:29,0.042
12/4/2022,9:25:30,0.029
12/4/2022,9:25:31,0.034
12/4/2022,9:25:32,0.032
12/4/2022,9:25:33,0.035
12/4/2022,9:25:34,0.028
12/4/2022,9:25:35,0.039
12/4/2022,9:25:36,0.045
12/4/2022,9:25:37,0.04
12/4/2022,9:25:38,0.032
12/4/2022,9:25:39,0.034
12/4/2022,9:25:40,0.037
12/4/2022,9:25:41,0.037
12/4/2022,9:25:42,0.037
12/4/2022,9:25:43,0.03
12/4/2022,9:25:44,0.035
12/4/2022,9:25:45,0.033
12/4/2022,9:25:46,0.043
12/4/2022,9:25:47,0.033
12/4/2022,9:25:48,0.034
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,10:24:49,0.067
12/4/2022,10:24:50,0.047
12/4/2022,10:24:51,0.045
12/4/2022,10:24:52,0.056
12/4/2022,10:24:53,0.04
12/4/2022,10:24:54,0.061
12/4/2022,10:24:55,0.04
12/4/2022,10:24:56,0.043
12/4/2022,10:24:57,0.043
12/4/2022,10:24:58,0.033
12/4/2022,10:24:59,0.084
12/4/2022,10:25:00,0.033
12/4/2022,10:25:01,0.023
12/4/2022,10:25:02,0.024
12/4/2022,10:25:03,0.025
12/4/2022,10:25:04,0.023
12/4/2022,10:25:05,0.024
12/4/2022,10:25:06,0.032
12/4/2022,10:25:07,0.028
12/4/2022,10:25:08,0.035
12/4/2022,10:25:09,0.038
12/4/2022,10:25:10,0.06
12/4/2022,10:25:11,0.042
12/4/2022,10:25:12,0.038
12/4/2022,10:25:13,0.051
12/4/2022,10:25:14,0.047
12/4/2022,10:25:15,0.06
12/4/2022,10:25:16,0.051
12/4/2022,10:25:17,0.056
12/4/2022,10:25:18,0.05
12/4/2022,10:25:19,0.054
12/4/2022,10:25:20,0.044
12/4/2022,10:25:21,0.05
12/4/2022,10:25:22,0.08
12/4/2022,10:25:23,0.058
12/4/2022,10:25:24,0.043
12/4/2022,10:25:25,0.043
12/4/2022,10:25:26,0.039
12/4/2022,10:25:27,0.035
12/4/2022,10:25:28,0.021
12/4/2022,10:25:29,0.027
12/4/2022,10:25:30,0.026
12/4/2022,10:25:31,0.026
12/4/2022,10:25:32,0.031
12/4/2022,10:25:33,0.047
12/4/2022,10:25:34,0.036
12/4/2022,10:25:35,0.037
12/4/2022,10:25:36,0.037
12/4/2022,10:25:37,0.033
12/4/2022,10:25:38,0.039
12/4/2022,10:25:39,0.033
12/4/2022,10:25:40,0.045
12/4/2022,10:25:41,0.046
12/4/2022,10:25:42,0.067
12/4/2022,10:25:43,0.056
12/4/2022,10:25:44,0.065
12/4/2022,10:25:45,0.055
12/4/2022,10:25:46,0.05
12/4/2022,10:25:47,0.049
12/4/2022,10:25:48,0.045
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,11:24:50,0.109
12/4/2022,11:24:51,0.133
12/4/2022,11:24:52,0.112
12/4/2022,11:24:53,0.119
12/4/2022,11:24:54,0.118
12/4/2022,11:24:55,0.132
12/4/2022,11:24:56,0.126
12/4/2022,11:24:57,0.106
12/4/2022,11:24:58,0.133
12/4/2022,11:24:59,0.139
12/4/2022,11:25:00,0.139
12/4/2022,11:25:01,0.131
12/4/2022,11:25:02,0.118
12/4/2022,11:25:03,0.141
12/4/2022,11:25:04,0.147
12/4/2022,11:25:05,0.146
12/4/2022,11:25:06,0.143
12/4/2022,11:25:07,0.147
12/4/2022,11:25:08,0.18
12/4/2022,11:25:09,0.158
12/4/2022,11:25:10,0.129
12/4/2022,11:25:11,0.152
12/4/2022,11:25:12,0.171
12/4/2022,11:25:13,0.144
12/4/2022,11:25:14,0.193
12/4/2022,11:25:15,0.138
12/4/2022,11:25:16,0.147
12/4/2022,11:25:17,0.15
12/4/2022,11:25:18,0.159
12/4/2022,11:25:19,0.131
12/4/2022,11:25:20,0.149
12/4/2022,11:25:21,0.175
12/4/2022,11:25:22,0.139
12/4/2022,11:25:23,0.151
12/4/2022,11:25:24,0.13
12/4/2022,11:25:25,0.097
12/4/2022,11:25:26,0.125
12/4/2022,11:25:27,0.142
12/4/2022,11:25:28,0.103
12/4/2022,11:25:29,0.105
12/4/2022,11:25:30,0.131
12/4/2022,11:25:31,0.13
12/4/2022,11:25:32,0.125
12/4/2022,11:25:33,0.115
12/4/2022,11:25:34,0.159
12/4/2022,11:25:35,0.132
12/4/2022,11:25:36,0.167
12/4/2022,11:25:37,0.131
12/4/2022,11:25:38,0.136
12/4/2022,11:25:39,0.148
12/4/2022,11:25:40,0.14
12/4/2022,11:25:41,0.195
12/4/2022,11:25:42,0.163
12/4/2022,11:25:43,0.154
12/4/2022,11:25:44,0.153
12/4/2022,11:25:45,0.175
12/4/2022,11:25:46,0.16
12/4/2022,11:25:47,0.183
12/4/2022,11:25:48,0.177
12/4/2022,11:25:49,0.132
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,12:24:50,0.074
12/4/2022,12:24:51,0.075
12/4/2022,12:24:52,0.076
12/4/2022,12:24:53,0.073
12/4/2022,12:24:54,0.072
12/4/2022,12:24:55,0.096
12/4/2022,12:24:56,0.06
12/4/2022,12:24:57,0.07
12/4/2022,12:24:58,0.07
12/4/2022,12:24:59,0.062
12/4/2022,12:25:00,0.057
12/4/2022,12:25:01,0.087
12/4/2022,12:25:02,0.053
12/4/2022,12:25:03,0.051
12/4/2022,12:25:04,0.05
12/4/2022,12:25:05,0.055
12/4/2022,12:25:06,0.055
12/4/2022,12:25:07,0.052
12/4/2022,12:25:08,0.044
12/4/2022,12:25:09,0.07
12/4/2022,12:25:10,0.044
12/4/2022,12:25:11,0.051
12/4/2022,12:25:12,0.068
12/4/2022,12:25:13,0.066
12/4/2022,12:25:14,0.068
12/4/2022,12:25:15,0.051
12/4/2022,12:25:16,0.075
12/4/2022,12:25:17,0.067
12/4/2022,12:25:18,0.066
12/4/2022,12:25:19,0.064
12/4/2022,12:25:20,0.075
12/4/2022,12:25:21,0.069
12/4/2022,12:25:22,0.063
12/4/2022,12:25:23,0.066
12/4/2022,12:25:24,0.084
12/4/2022,12:25:25,0.068
12/4/2022,12:25:26,0.079
12/4/2022,12:25:27,0.092
12/4/2022,12:25:28,0.069
12/4/2022,12:25:29,0.091
12/4/2022,12:25:30,0.062
12/4/2022,12:25:31,0.054
12/4/2022,12:25:32,0.06
12/4/2022,12:25:33,0.056
12/4/2022,12:25:34,0.05
12/4/2022,12:25:35,0.053
12/4/2022,12:25:36,0.062
12/4/2022,12:25:37,0.043
12/4/2022,12:25:38,0.053
12/4/2022,12:25:39,0.041
12/4/2022,12:25:40,0.067
12/4/2022,12:25:41,0.047
12/4/2022,12:25:42,0.058
12/4/2022,12:25:43,0.049
12/4/2022,12:25:44,0.048
12/4/2022,12:25:45,0.048
12/4/2022,12:25:46,0.052
12/4/2022,12:25:47,0.045
12/4/2022,12:25:48,0.059
12/4/2022,12:25:49,0.055
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,13:24:50,0.021
12/4/2022,13:24:51,0.015
12/4/2022,13:24:52,0.026
12/4/2022,13:24:53,0.016
12/4/2022,13:24:54,0.021
12/4/2022,13:24:55,0.035
12/4/2022,13:24:56,0.031
12/4/2022,13:24:57,0.03
12/4/2022,13:24:58,0.033
12/4/2022,13:24:59,0.034
12/4/2022,13:25:00,0.035
12/4/2022,13:25:01,0.037
12/4/2022,13:25:02,0.036
12/4/2022,13:25:03,0.044
12/4/2022,13:25:04,0.039
12/4/2022,13:25:05,0.04
12/4/2022,13:25:06,0.055
12/4/2022,13:25:07,0.057
12/4/2022,13:25:08,0.043
12/4/2022,13:25:09,0.042
12/4/2022,13:25:10,0.048
12/4/2022,13:25:11,0.036
12/4/2022,13:25:12,0.032
12/4/2022,13:25:13,0.051
12/4/2022,13:25:14,0.035
12/4/2022,13:25:15,0.034
12/4/2022,13:25:16,0.06
12/4/2022,13:25:17,0.025
12/4/2022,13:25:18,0.023
12/4/2022,13:25:19,0.061
12/4/2022,13:25:20,0.027
12/4/2022,13:25:21,0.021
12/4/2022,13:25:22,0.028
12/4/2022,13:25:23,0.02
12/4/2022,13:25:24,0.022
12/4/2022,13:25:25,0.024
12/4/2022,13:25:26,0.025
12/4/2022,13:25:27,0.018
12/4/2022,13:25:28,0.015
12/4/2022,13:25:29,0.041
12/4/2022,13:25:30,0.024
12/4/2022,13:25:31,0.022
12/4/2022,13:25:32,0.027
12/4/2022,13:25:33,0.028
12/4/2022,13:25:34,0.022
12/4/2022,13:25:35,0.017
12/4/2022,13:25:36,0.021
12/4/2022,13:25:37,0.022
12/4/2022,13:25:38,0.029
12/4/2022,13:25:39,0.034
12/4/2022,13:25:40,0.056
12/4/2022,13:25:41,0.032
12/4/2022,13:25:42,0.04
12/4/2022,13:25:43,0.039
12/4/2022,13:25:44,0.044
12/4/2022,13:25:45,0.042
12/4/2022,13:25:46,0.045
12/4/2022,13:25:47,0.041
12/4/2022,13:25:48,0.052
12/4/2022,13:25:49,0.047
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,14:24:50,0.049
12/4/2022,14:24:51,0.053
12/4/2022,14:24:52,0.045
12/4/2022,14:24:53,0.086
12/4/2022,14:24:54,0.065
12/4/2022,14:24:55,0.051
12/4/2022,14:24:56,0.068
12/4/2022,14:24:57,0.066
12/4/2022,14:24:58,0.064
12/4/2022,14:24:59,0.082
12/4/2022,14:25:00,0.057
12/4/2022,14:25:01,0.065
12/4/2022,14:25:02,0.062
12/4/2022,14:25:03,0.099
12/4/2022,14:25:04,0.056
12/4/2022,14:25:05,0.057
12/4/2022,14:25:06,0.06
12/4/2022,14:25:07,0.054
12/4/2022,14:25:08,0.064
12/4/2022,14:25:09,0.046
12/4/2022,14:25:10,0.05
12/4/2022,14:25:11,0.044
12/4/2022,14:25:12,0.045
12/4/2022,14:25:13,0.072
12/4/2022,14:25:14,0.042
12/4/2022,14:25:15,0.036
12/4/2022,14:25:16,0.039
12/4/2022,14:25:17,0.036
12/4/2022,14:25:18,0.031
12/4/2022,14:25:19,0.038
12/4/2022,14:25:20,0.039
12/4/2022,14:25:21,0.04
12/4/2022,14:25:22,0.037
12/4/2022,14:25:23,0.04
12/4/2022,14:25:24,0.049
12/4/2022,14:25:25,0.068
12/4/2022,14:25:26,0.055
12/4/2022,14:25:27,0.065
12/4/2022,14:25:28,0.062
12/4/2022,14:25:29,0.07
12/4/2022,14:25:30,0.055
12/4/2022,14:25:31,0.049
12/4/2022,14:25:32,0.077
12/4/2022,14:25:33,0.058
12/4/2022,14:25:34,0.057
12/4/2022,14:25:35,0.058
12/4/2022,14:25:36,0.056
12/4/2022,14:25:37,0.068
12/4/2022,14:25:38,0.048
12/4/2022,14:25:39,0.063
12/4/2022,14:25:40,0.054
12/4/2022,14:25:41,0.049
12/4/2022,14:25:42,0.045
12/4/2022,14:25:43,0.044
12/4/2022,14:25:44,0.038
12/4/2022,14:25:45,0.038
12/4/2022,14:25:46,0.053
12/4/2022,14:25:47,0.027
12/4/2022,14:25:48,0.035
12/4/2022,14:25:49,0.041
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,15:24:50,0.024
12/4/2022,15:24:51,0.022
12/4/2022,15:24:52,0.019
12/4/2022,15:24:53,0.029
12/4/2022,15:24:54,0.017
12/4/2022,15:24:55,0.02
12/4/2022,15:24:56,0.023
12/4/2022,15:24:57,0.031
12/4/2022,15:24:58,0.028
12/4/2022,15:24:59,0.039
12/4/2022,15:25:00,0.045
12/4/2022,15:25:01,0.036
12/4/2022,15:25:02,0.054
12/4/2022,15:25:03,0.037
12/4/2022,15:25:04,0.033
12/4/2022,15:25:05,0.025
12/4/2022,15:25:06,0.027
12/4/2022,15:25:07,0.025
12/4/2022,15:25:08,0.022
12/4/2022,15:25:09,0.018
12/4/2022,15:25:10,0.03
12/4/2022,15:25:11,0.029
12/4/2022,15:25:12,0.031
12/4/2022,15:25:13,0.032
12/4/2022,15:25:14,0.035
12/4/2022,15:25:15,0.033
12/4/2022,15:25:16,0.042
12/4/2022,15:25:17,0.044
12/4/2022,15:25:18,0.033
12/4/2022,15:25:19,0.029
12/4/2022,15:25:20,0.028
12/4/2022,15:25:21,0.031
12/4/2022,15:25:22,0.028
12/4/2022,15:25:23,0.025
12/4/2022,15:25:24,0.02
12/4/2022,15:25:25,0.025
12/4/2022,15:25:26,0.017
12/4/2022,15:25:27,0.025
12/4/2022,15:25:28,0.028
12/4/2022,15:25:29,0.039
12/4/2022,15:25:30,0.033
12/4/2022,15:25:31,0.045
12/4/2022,15:25:32,0.038
12/4/2022,15:25:33,0.04
12/4/2022,15:25:34,0.042
12/4/2022,15:25:35,0.035
12/4/2022,15:25:36,0.03
12/4/2022,15:25:37,0.026
12/4/2022,15:25:38,0.024
12/4/2022,15:25:39,0.025
12/4/2022,15:25:40,0.025
12/4/2022,15:25:41,0.013
12/4/2022,15:25:42,0.017
12/4/2022,15:25:43,0.026
12/4/2022,15:25:44,0.028
12/4/2022,15:25:45,0.057
12/4/2022,15:25:46,0.027
12/4/2022,15:25:47,0.037
12/4/2022,15:25:48,0.044
12/4/2022,15:25:49,0.047
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,16:24:50,0.044
12/4/2022,16:24:51,0.034
12/4/2022,16:24:52,0.029
12/4/2022,16:24:53,0.029
12/4/2022,16:24:54,0.046
12/4/2022,16:24:55,0.029
12/4/2022,16:24:56,0.024
12/4/2022,16:24:57,0.04
12/4/2022,16:24:58,0.025
12/4/2022,16:24:59,0.033
12/4/2022,16:25:00,0.03
12/4/2022,16:25:01,0.022
12/4/2022,16:25:02,0.039
12/4/2022,16:25:03,0.033
12/4/2022,16:25:04,0.027
12/4/2022,16:25:05,0.028
12/4/2022,16:25:06,0.029
12/4/2022,16:25:07,0.024
12/4/2022,16:25:08,0.03
12/4/2022,16:25:09,0.035
12/4/2022,16:25:10,0.033
12/4/2022,16:25:11,0.04
12/4/2022,16:25:12,0.051
12/4/2022,16:25:13,0.039
12/4/2022,16:25:14,0.052
12/4/2022,16:25:15,0.054
12/4/2022,16:25:16,0.048
12/4/2022,16:25:17,0.06
12/4/2022,16:25:18,0.056
12/4/2022,16:25:19,0.064
12/4/2022,16:25:20,0.051
12/4/2022,16:25:21,0.046
12/4/2022,16:25:22,0.046
12/4/2022,16:25:23,0.061
12/4/2022,16:25:24,0.06
12/4/2022,16:25:25,0.047
12/4/2022,16:25:26,0.055
12/4/2022,16:25:27,0.044
12/4/2022,16:25:28,0.034
12/4/2022,16:25:29,0.038
12/4/2022,16:25:30,0.044
12/4/2022,16:25:31,0.032
12/4/2022,16:25:32,0.044
12/4/2022,16:25:33,0.067
12/4/2022,16:25:34,0.048
12/4/2022,16:25:35,0.031
12/4/2022,16:25:36,0.034
12/4/2022,16:25:37,0.038
12/4/2022,16:25:38,0.044
12/4/2022,16:25:39,0.041
12/4/2022,16:25:40,0.074
12/4/2022,16:25:41,0.05
12/4/2022,16:25:42,0.053
12/4/2022,16:25:43,0.048
12/4/2022,16:25:44,0.076
12/4/2022,16:25:45,0.067
12/4/2022,16:25:46,0.053
12/4/2022,16:25:47,0.068
12/4/2022,16:25:48,0.055
12/4/2022,16:25:49,0.059
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,17:24:50,0.303
12/4/2022,17:24:51,0.299
12/4/2022,17:24:52,0.367
12/4/2022,17:24:53,0.318
12/4/2022,17:24:54,0.28
12/4/2022,17:24:55,0.405
12/4/2022,17:24:56,0.317
12/4/2022,17:24:57,0.361
12/4/2022,17:24:58,0.415
12/4/2022,17:24:59,0.371
12/4/2022,17:25:00,0.341
12/4/2022,17:25:01,0.446
12/4/2022,17:25:02,0.413
12/4/2022,17:25:03,0.403
12/4/2022,17:25:04,0.476
12/4/2022,17:25:05,0.415
12/4/2022,17:25:06,0.408
12/4/2022,17:25:07,0.407
12/4/2022,17:25:08,0.402
12/4/2022,17:25:09,0.403
12/4/2022,17:25:10,0.339
12/4/2022,17:25:11,0.413
12/4/2022,17:25:12,0.433
12/4/2022,17:25:13,0.455
12/4/2022,17:25:14,0.431
12/4/2022,17:25:15,0.409
12/4/2022,17:25:16,0.389
12/4/2022,17:25:17,0.411
12/4/2022,17:25:18,0.359
12/4/2022,17:25:19,0.32
12/4/2022,17:25:20,0.358
12/4/2022,17:25:21,0.386
12/4/2022,17:25:22,0.366
12/4/2022,17:25:23,0.303
12/4/2022,17:25:24,0.331
12/4/2022,17:25:25,0.348
12/4/2022,17:25:26,0.333
12/4/2022,17:25:27,0.363
12/4/2022,17:25:28,0.369
12/4/2022,17:25:29,0.38
12/4/2022,17:25:30,0.362
12/4/2022,17:25:31,0.376
12/4/2022,17:25:32,0.376
12/4/2022,17:25:33,0.37
12/4/2022,17:25:34,0.44
12/4/2022,17:25:35,0.351
12/4/2022,17:25:36,0.258
12/4/2022,17:25:37,0.262
12/4/2022,17:25:38,0.229
12/4/2022,17:25:39,0.212
12/4/2022,17:25:40,0.239
12/4/2022,17:25:41,0.209
12/4/2022,17:25:42,0.196
12/4/2022,17:25:43,0.217
12/4/2022,17:25:44,0.253
12/4/2022,17:25:45,0.202
12/4/2022,17:25:46,0.204
12/4/2022,17:25:47,0.205
12/4/2022,17:25:48,0.204
12/4/2022,17:25:49,0.206
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,18:24:51,0.04
12/4/2022,18:24:52,0.057
12/4/2022,18:24:53,0.052
12/4/2022,18:24:54,0.049
12/4/2022,18:24:55,0.055
12/4/2022,18:24:56,0.055
12/4/2022,18:24:57,0.041
12/4/2022,18:24:58,0.038
12/4/2022,18:24:59,0.037
12/4/2022,18:25:00,0.025
12/4/2022,18:25:01,0.023
12/4/2022,18:25:02,0.034
12/4/2022,18:25:03,0.032
12/4/2022,18:25:04,0.037
12/4/2022,18:25:05,0.039
12/4/2022,18:25:06,0.065
12/4/2022,18:25:07,0.059
12/4/2022,18:25:08,0.071
12/4/2022,18:25:09,0.066
12/4/2022,18:25:10,0.062
12/4/2022,18:25:11,0.052
12/4/2022,18:25:12,0.044
12/4/2022,18:25:13,0.054
12/4/2022,18:25:14,0.061
12/4/2022,18:25:15,0.047
12/4/2022,18:25:16,0.04
12/4/2022,18:25:17,0.035
12/4/2022,18:25:18,0.042
12/4/2022,18:25:19,0.067
12/4/2022,18:25:20,0.045
12/4/2022,18:25:21,0.053
12/4/2022,18:25:22,0.105
12/4/2022,18:25:23,0.056
12/4/2022,18:25:24,0.061
12/4/2022,18:25:25,0.057
12/4/2022,18:25:26,0.037
12/4/2022,18:25:27,0.044
12/4/2022,18:25:28,0.037
12/4/2022,18:25:29,0.045
12/4/2022,18:25:30,0.03
12/4/2022,18:25:31,0.029
12/4/2022,18:25:32,0.03
12/4/2022,18:25:33,0.026
12/4/2022,18:25:34,0.034
12/4/2022,18:25:35,0.041
12/4/2022,18:25:36,0.041
12/4/2022,18:25:37,0.074
12/4/2022,18:25:38,0.046
12/4/2022,18:25:39,0.047
12/4/2022,18:25:40,0.049
12/4/2022,18:25:41,0.059
12/4/2022,18:25:42,0.055
12/4/2022,18:25:43,0.048
12/4/2022,18:25:44,0.082
12/4/2022,18:25:45,0.071
12/4/2022,18:25:46,0.056
12/4/2022,18:25:47,0.053
12/4/2022,18:25:48,0.062
12/4/2022,18:25:49,0.062
12/4/2022,18:25:50,0.048
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,19:24:51,0.111
12/4/2022,19:24:52,0.104
12/4/2022,19:24:53,0.102
12/4/2022,19:24:54,0.127
12/4/2022,19:24:55,0.088
12/4/2022,19:24:56,0.108
12/4/2022,19:24:57,0.119
12/4/2022,19:24:58,0.102
12/4/2022,19:24:59,0.099
12/4/2022,19:25:00,0.108
12/4/2022,19:25:01,0.151
12/4/2022,19:25:02,0.112
12/4/2022,19:25:03,0.096
12/4/2022,19:25:04,0.132
12/4/2022,19:25:05,0.115
12/4/2022,19:25:06,0.11
12/4/2022,19:25:07,0.108
12/4/2022,19:25:08,0.106
12/4/2022,19:25:09,0.101
12/4/2022,19:25:10,0.086
12/4/2022,19:25:11,0.09
12/4/2022,19:25:12,0.13
12/4/2022,19:25:13,0.112
12/4/2022,19:25:14,0.107
12/4/2022,19:25:15,0.108
12/4/2022,19:25:16,0.112
12/4/2022,19:25:17,0.106
12/4/2022,19:25:18,0.108
12/4/2022,19:25:19,0.131
12/4/2022,19:25:20,0.134
12/4/2022,19:25:21,0.116
12/4/2022,19:25:22,0.165
12/4/2022,19:25:23,0.152
12/4/2022,19:25:24,0.145
12/4/2022,19:25:25,0.135
12/4/2022,19:25:26,0.133
12/4/2022,19:25:27,0.129
12/4/2022,19:25:28,0.136
12/4/2022,19:25:29,0.139
12/4/2022,19:25:30,0.12
12/4/2022,19:25:31,0.133
12/4/2022,19:25:32,0.136
12/4/2022,19:25:33,0.142
12/4/2022,19:25:34,0.128
12/4/2022,19:25:35,0.134
12/4/2022,19:25:36,0.13
12/4/2022,19:25:37,0.148
12/4/2022,19:25:38,0.156
12/4/2022,19:25:39,0.147
12/4/2022,19:25:40,0.133
12/4/2022,19:25:41,0.133
12/4/2022,19:25:42,0.161
12/4/2022,19:25:43,0.147
12/4/2022,19:25:44,0.126
12/4/2022,19:25:45,0.129
12/4/2022,19:25:46,0.126
12/4/2022,19:25:47,0.123
12/4/2022,19:25:48,0.107
12/4/2022,19:25:49,0.103
12/4/2022,19:25:50,0.112
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,20:24:51,0.146
12/4/2022,20:24:52,0.136
12/4/2022,20:24:53,0.178
12/4/2022,20:24:54,0.15
12/4/2022,20:24:55,0.173
12/4/2022,20:24:56,0.161
12/4/2022,20:24:57,0.133
12/4/2022,20:24:58,0.122
12/4/2022,20:24:59,0.141
12/4/2022,20:25:00,0.14
12/4/2022,20:25:01,0.127
12/4/2022,20:25:02,0.134
12/4/2022,20:25:03,0.153
12/4/2022,20:25:04,0.154
12/4/2022,20:25:05,0.132
12/4/2022,20:25:06,0.137
12/4/2022,20:25:07,0.146
12/4/2022,20:25:08,0.151
12/4/2022,20:25:09,0.158
12/4/2022,20:25:10,0.232
12/4/2022,20:25:11,0.163
12/4/2022,20:25:12,0.15
12/4/2022,20:25:13,0.177
12/4/2022,20:25:14,0.148
12/4/2022,20:25:15,0.157
12/4/2022,20:25:16,0.16
12/4/2022,20:25:17,0.159
12/4/2022,20:25:18,0.154
12/4/2022,20:25:19,0.165
12/4/2022,20:25:20,0.161
12/4/2022,20:25:21,0.149
12/4/2022,20:25:22,0.135
12/4/2022,20:25:23,0.146
12/4/2022,20:25:24,0.232
12/4/2022,20:25:25,0.156
12/4/2022,20:25:26,0.141
12/4/2022,20:25:27,0.128
12/4/2022,20:25:28,0.135
12/4/2022,20:25:29,0.15
12/4/2022,20:25:30,0.173
12/4/2022,20:25:31,0.16
12/4/2022,20:25:32,0.141
12/4/2022,20:25:33,0.164
12/4/2022,20:25:34,0.152
12/4/2022,20:25:35,0.154
12/4/2022,20:25:36,0.173
