Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,5:24:49,0.019
12/3/2022,5:24:50,0.027
12/3/2022,5:24:51,0.029
12/3/2022,5:24:52,0.039
12/3/2022,5:24:53,0.043
12/3/2022,5:24:54,0.046
12/3/2022,5:24:55,0.054
12/3/2022,5:24:56,0.037
12/3/2022,5:24:57,0.058
12/3/2022,5:24:58,0.048
12/3/2022,5:24:59,0.035
12/3/2022,5:25:00,0.023
12/3/2022,5:25:01,0.028
12/3/2022,5:25:02,0.016
12/3/2022,5:25:03,0.018
12/3/2022,5:25:04,0.023
12/3/2022,5:25:05,0.02
12/3/2022,5:25:06,0.018
12/3/2022,5:25:07,0.016
12/3/2022,5:25:08,0.018
12/3/2022,5:25:09,0.03
12/3/2022,5:25:10,0.035
12/3/2022,5:25:11,0.036
12/3/2022,5:25:12,0.045
12/3/2022,5:25:13,0.043
12/3/2022,5:25:14,0.041
12/3/2022,5:25:15,0.052
12/3/2022,5:25:16,0.04
12/3/2022,5:25:17,0.037
12/3/2022,5:25:18,0.033
12/3/2022,5:25:19,0.03
12/3/2022,5:25:20,0.023
12/3/2022,5:25:21,0.025
12/3/2022,5:25:22,0.029
12/3/2022,5:25:23,0.023
12/3/2022,5:25:24,0.032
12/3/2022,5:25:25,0.023
12/3/2022,5:25:26,0.016
12/3/2022,5:25:27,0.022
12/3/2022,5:25:28,0.02
12/3/2022,5:25:29,0.026
12/3/2022,5:25:30,0.028
12/3/2022,5:25:31,0.031
12/3/2022,5:25:32,0.044
12/3/2022,5:25:33,0.034
12/3/2022,5:25:34,0.036
12/3/2022,5:25:35,0.04
12/3/2022,5:25:36,0.041
12/3/2022,5:25:37,0.044
12/3/2022,5:25:38,0.039
12/3/2022,5:25:39,0.042
12/3/2022,5:25:40,0.046
12/3/2022,5:25:41,0.045
12/3/2022,5:25:42,0.025
12/3/2022,5:25:43,0.027
12/3/2022,5:25:44,0.024
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,6:24:45,0.012
12/3/2022,6:24:46,0.015
12/3/2022,6:24:47,0.011
12/3/2022,6:24:48,0.032
12/3/2022,6:24:49,0.021
12/3/2022,6:24:50,0.031
12/3/2022,6:24:51,0.028
12/3/2022,6:24:52,0.031
12/3/2022,6:24:53,0.029
12/3/2022,6:24:54,0.033
12/3/2022,6:24:55,0.037
12/3/2022,6:24:56,0.035
12/3/2022,6:24:57,0.032
12/3/2022,6:24:58,0.034
12/3/2022,6:24:59,0.031
12/3/2022,6:25:00,0.031
12/3/2022,6:25:01,0.028
12/3/2022,6:25:02,0.029
12/3/2022,6:25:03,0.016
12/3/2022,6:25:04,0.018
12/3/2022,6:25:05,0.015
12/3/2022,6:25:06,0.016
12/3/2022,6:25:07,0.009
12/3/2022,6:25:08,0.008
12/3/2022,6:25:09,0.008
12/3/2022,6:25:10,0.013
12/3/2022,6:25:11,0.015
12/3/2022,6:25:12,0.012
12/3/2022,6:25:13,0.009
12/3/2022,6:25:14,0.011
12/3/2022,6:25:15,0.04
12/3/2022,6:25:16,0.015
12/3/2022,6:25:17,0.022
12/3/2022,6:25:18,0.018
12/3/2022,6:25:19,0.02
12/3/2022,6:25:20,0.029
12/3/2022,6:25:21,0.038
12/3/2022,6:25:22,0.027
12/3/2022,6:25:23,0.035
12/3/2022,6:25:24,0.034
12/3/2022,6:25:25,0.031
12/3/2022,6:25:26,0.033
12/3/2022,6:25:27,0.032
12/3/2022,6:25:28,0.031
12/3/2022,6:25:29,0.04
12/3/2022,6:25:30,0.036
12/3/2022,6:25:31,0.033
12/3/2022,6:25:32,0.029
12/3/2022,6:25:33,0.02
12/3/2022,6:25:34,0.014
12/3/2022,6:25:35,0.014
12/3/2022,6:25:36,0.012
12/3/2022,6:25:37,0.013
12/3/2022,6:25:38,0.01
12/3/2022,6:25:39,0.013
12/3/2022,6:25:40,0.009
12/3/2022,6:25:41,0.014
12/3/2022,6:25:42,0.017
12/3/2022,6:25:43,0.02
12/3/2022,6:25:44,0.015
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,7:24:46,0.03
12/3/2022,7:24:47,0.028
12/3/2022,7:24:48,0.025
12/3/2022,7:24:49,0.03
12/3/2022,7:24:50,0.028
12/3/2022,7:24:51,0.047
12/3/2022,7:24:52,0.027
12/3/2022,7:24:53,0.023
12/3/2022,7:24:54,0.026
12/3/2022,7:24:55,0.021
12/3/2022,7:24:56,0.019
12/3/2022,7:24:57,0.037
12/3/2022,7:24:58,0.02
12/3/2022,7:24:59,0.019
12/3/2022,7:25:00,0.022
12/3/2022,7:25:01,0.022
12/3/2022,7:25:02,0.024
12/3/2022,7:25:03,0.022
12/3/2022,7:25:04,0.022
12/3/2022,7:25:05,0.03
12/3/2022,7:25:06,0.026
12/3/2022,7:25:07,0.027
12/3/2022,7:25:08,0.027
12/3/2022,7:25:09,0.027
12/3/2022,7:25:10,0.025
12/3/2022,7:25:11,0.026
12/3/2022,7:25:12,0.027
12/3/2022,7:25:13,0.028
12/3/2022,7:25:14,0.028
12/3/2022,7:25:15,0.031
12/3/2022,7:25:16,0.028
12/3/2022,7:25:17,0.03
12/3/2022,7:25:18,0.038
12/3/2022,7:25:19,0.032
12/3/2022,7:25:20,0.02
12/3/2022,7:25:21,0.019
12/3/2022,7:25:22,0.013
12/3/2022,7:25:23,0.007
12/3/2022,7:25:24,0.01
12/3/2022,7:25:25,0.003
12/3/2022,7:25:26,0.013
12/3/2022,7:25:27,0.001
12/3/2022,7:25:28,0.003
12/3/2022,7:25:29,0.008
12/3/2022,7:25:30,0.012
12/3/2022,7:25:31,0.015
12/3/2022,7:25:32,0.015
12/3/2022,7:25:33,0.022
12/3/2022,7:25:34,0.019
12/3/2022,7:25:35,0.022
12/3/2022,7:25:36,0.028
12/3/2022,7:25:37,0.03
12/3/2022,7:25:38,0.042
12/3/2022,7:25:39,0.034
12/3/2022,7:25:40,0.027
12/3/2022,7:25:41,0.035
12/3/2022,7:25:42,0.026
12/3/2022,7:25:43,0.016
12/3/2022,7:25:44,0.016
12/3/2022,7:25:45,0.018
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,8:24:46,0.019
12/3/2022,8:24:47,0.011
12/3/2022,8:24:48,0.008
12/3/2022,8:24:49,0.008
12/3/2022,8:24:50,0.011
12/3/2022,8:24:51,0.013
12/3/2022,8:24:52,0.011
12/3/2022,8:24:53,0.025
12/3/2022,8:24:54,0.011
12/3/2022,8:24:55,0.007
12/3/2022,8:24:56,0.012
12/3/2022,8:24:57,0.026
12/3/2022,8:24:58,0.016
12/3/2022,8:24:59,0.021
12/3/2022,8:25:00,0.022
12/3/2022,8:25:01,0.018
12/3/2022,8:25:02,0.03
12/3/2022,8:25:03,0.027
12/3/2022,8:25:04,0.115
12/3/2022,8:25:05,0.022
12/3/2022,8:25:06,0.026
12/3/2022,8:25:07,0.02
12/3/2022,8:25:08,0.037
12/3/2022,8:25:09,0.031
12/3/2022,8:25:10,0.027
12/3/2022,8:25:11,0.033
12/3/2022,8:25:12,0.04
12/3/2022,8:25:13,0.017
12/3/2022,8:25:14,0.021
12/3/2022,8:25:15,0.019
12/3/2022,8:25:16,0.014
12/3/2022,8:25:17,0.01
12/3/2022,8:25:18,0.019
12/3/2022,8:25:19,0.006
12/3/2022,8:25:20,0.02
12/3/2022,8:25:21,0.006
12/3/2022,8:25:22,0.007
12/3/2022,8:25:23,0.007
12/3/2022,8:25:24,0.034
12/3/2022,8:25:25,0.013
12/3/2022,8:25:26,0.013
12/3/2022,8:25:27,0.037
12/3/2022,8:25:28,0.016
12/3/2022,8:25:29,0.014
12/3/2022,8:25:30,0.017
12/3/2022,8:25:31,0.023
12/3/2022,8:25:32,0.019
12/3/2022,8:25:33,0.028
12/3/2022,8:25:34,0.027
12/3/2022,8:25:35,0.034
12/3/2022,8:25:36,0.027
12/3/2022,8:25:37,0.033
12/3/2022,8:25:38,0.032
12/3/2022,8:25:39,0.035
12/3/2022,8:25:40,0.04
12/3/2022,8:25:41,0.038
12/3/2022,8:25:42,0.033
12/3/2022,8:25:43,0.035
12/3/2022,8:25:44,0.034
12/3/2022,8:25:45,0.034
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,9:24:46,0.013
12/3/2022,9:24:47,0.012
12/3/2022,9:24:48,0.023
12/3/2022,9:24:49,0.036
12/3/2022,9:24:50,0.012
12/3/2022,9:24:51,0.018
12/3/2022,9:24:52,0.015
12/3/2022,9:24:53,0.022
12/3/2022,9:24:54,0.016
12/3/2022,9:24:55,0.018
12/3/2022,9:24:56,0.03
12/3/2022,9:24:57,0.015
12/3/2022,9:24:58,0.015
12/3/2022,9:24:59,0.015
12/3/2022,9:25:00,0.02
12/3/2022,9:25:01,0.019
12/3/2022,9:25:02,0.023
12/3/2022,9:25:03,0.022
12/3/2022,9:25:04,0.023
12/3/2022,9:25:05,0.021
12/3/2022,9:25:06,0.02
12/3/2022,9:25:07,0.021
12/3/2022,9:25:08,0.02
12/3/2022,9:25:09,0.021
12/3/2022,9:25:10,0.021
12/3/2022,9:25:11,0.022
12/3/2022,9:25:12,0.032
12/3/2022,9:25:13,0.026
12/3/2022,9:25:14,0.023
12/3/2022,9:25:15,0.028
12/3/2022,9:25:16,0.024
12/3/2022,9:25:17,0.019
12/3/2022,9:25:18,0.019
12/3/2022,9:25:19,0.019
12/3/2022,9:25:20,0.017
12/3/2022,9:25:21,0.014
12/3/2022,9:25:22,0.019
12/3/2022,9:25:23,0.007
12/3/2022,9:25:24,0.017
12/3/2022,9:25:25,0.002
12/3/2022,9:25:26,0.002
12/3/2022,9:25:27,0.004
12/3/2022,9:25:28,0.002
12/3/2022,9:25:29,0.007
12/3/2022,9:25:30,0.004
12/3/2022,9:25:31,0.017
12/3/2022,9:25:32,0.012
12/3/2022,9:25:33,0.016
12/3/2022,9:25:34,0.018
12/3/2022,9:25:35,0.021
12/3/2022,9:25:36,0.024
12/3/2022,9:25:37,0.025
12/3/2022,9:25:38,0.05
12/3/2022,9:25:39,0.029
12/3/2022,9:25:40,0.026
12/3/2022,9:25:41,0.033
12/3/2022,9:25:42,0.029
12/3/2022,9:25:43,0.022
12/3/2022,9:25:44,0.032
12/3/2022,9:25:45,0.019
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,10:24:46,0.051
12/3/2022,10:24:47,0.033
12/3/2022,10:24:48,0.047
12/3/2022,10:24:49,0.048
12/3/2022,10:24:50,0.034
12/3/2022,10:24:51,0.033
12/3/2022,10:24:52,0.025
12/3/2022,10:24:53,0.026
12/3/2022,10:24:54,0.026
12/3/2022,10:24:55,0.029
12/3/2022,10:24:56,0.064
12/3/2022,10:24:57,0.018
12/3/2022,10:24:58,0.02
12/3/2022,10:24:59,0.015
12/3/2022,10:25:00,0.014
12/3/2022,10:25:01,0.026
12/3/2022,10:25:02,0.01
12/3/2022,10:25:03,0.016
12/3/2022,10:25:04,0.015
12/3/2022,10:25:05,0.021
12/3/2022,10:25:06,0.021
12/3/2022,10:25:07,0.019
12/3/2022,10:25:08,0.031
12/3/2022,10:25:09,0.035
12/3/2022,10:25:10,0.032
12/3/2022,10:25:11,0.027
12/3/2022,10:25:12,0.039
12/3/2022,10:25:13,0.03
12/3/2022,10:25:14,0.031
12/3/2022,10:25:15,0.04
12/3/2022,10:25:16,0.034
12/3/2022,10:25:17,0.038
12/3/2022,10:25:18,0.048
12/3/2022,10:25:19,0.047
12/3/2022,10:25:20,0.038
12/3/2022,10:25:21,0.047
12/3/2022,10:25:22,0.039
12/3/2022,10:25:23,0.039
12/3/2022,10:25:24,0.043
12/3/2022,10:25:25,0.043
12/3/2022,10:25:26,0.041
12/3/2022,10:25:27,0.039
12/3/2022,10:25:28,0.033
12/3/2022,10:25:29,0.031
12/3/2022,10:25:30,0.034
12/3/2022,10:25:31,0.033
12/3/2022,10:25:32,0.029
12/3/2022,10:25:33,0.026
12/3/2022,10:25:34,0.033
12/3/2022,10:25:35,0.036
12/3/2022,10:25:36,0.036
12/3/2022,10:25:37,0.037
12/3/2022,10:25:38,0.035
12/3/2022,10:25:39,0.038
12/3/2022,10:25:40,0.028
12/3/2022,10:25:41,0.036
12/3/2022,10:25:42,0.028
12/3/2022,10:25:43,0.032
12/3/2022,10:25:44,0.024
12/3/2022,10:25:45,0.029
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,11:24:46,0.089
12/3/2022,11:24:47,0.086
12/3/2022,11:24:48,0.11
12/3/2022,11:24:49,0.083
12/3/2022,11:24:50,0.096
12/3/2022,11:24:51,0.09
12/3/2022,11:24:52,0.085
12/3/2022,11:24:53,0.079
12/3/2022,11:24:54,0.09
12/3/2022,11:24:55,0.076
12/3/2022,11:24:56,0.08
12/3/2022,11:24:57,0.07
12/3/2022,11:24:58,0.093
12/3/2022,11:24:59,0.078
12/3/2022,11:25:00,0.089
12/3/2022,11:25:01,0.076
12/3/2022,11:25:02,0.068
12/3/2022,11:25:03,0.07
12/3/2022,11:25:04,0.087
12/3/2022,11:25:05,0.068
12/3/2022,11:25:06,0.079
12/3/2022,11:25:07,0.083
12/3/2022,11:25:08,0.091
12/3/2022,11:25:09,0.082
12/3/2022,11:25:10,0.083
12/3/2022,11:25:11,0.089
12/3/2022,11:25:12,0.085
12/3/2022,11:25:13,0.077
12/3/2022,11:25:14,0.09
12/3/2022,11:25:15,0.093
12/3/2022,11:25:16,0.079
12/3/2022,11:25:17,0.078
12/3/2022,11:25:18,0.097
12/3/2022,11:25:19,0.099
12/3/2022,11:25:20,0.087
12/3/2022,11:25:21,0.09
12/3/2022,11:25:22,0.093
12/3/2022,11:25:23,0.101
12/3/2022,11:25:24,0.079
12/3/2022,11:25:25,0.095
12/3/2022,11:25:26,0.104
12/3/2022,11:25:27,0.078
12/3/2022,11:25:28,0.08
12/3/2022,11:25:29,0.095
12/3/2022,11:25:30,0.091
12/3/2022,11:25:31,0.094
12/3/2022,11:25:32,0.088
12/3/2022,11:25:33,0.085
12/3/2022,11:25:34,0.103
12/3/2022,11:25:35,0.087
12/3/2022,11:25:36,0.102
12/3/2022,11:25:37,0.095
12/3/2022,11:25:38,0.094
12/3/2022,11:25:39,0.074
12/3/2022,11:25:40,0.073
12/3/2022,11:25:41,0.074
12/3/2022,11:25:42,0.091
12/3/2022,11:25:43,0.079
12/3/2022,11:25:44,0.068
12/3/2022,11:25:45,0.092
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,12:24:46,0.096
12/3/2022,12:24:47,0.091
12/3/2022,12:24:48,0.095
12/3/2022,12:24:49,0.088
12/3/2022,12:24:50,0.071
12/3/2022,12:24:51,0.079
12/3/2022,12:24:52,0.072
12/3/2022,12:24:53,0.078
12/3/2022,12:24:54,0.102
12/3/2022,12:24:55,0.079
12/3/2022,12:24:56,0.085
12/3/2022,12:24:57,0.074
12/3/2022,12:24:58,0.082
12/3/2022,12:24:59,0.082
12/3/2022,12:25:00,0.077
12/3/2022,12:25:01,0.072
12/3/2022,12:25:02,0.09
12/3/2022,12:25:03,0.074
12/3/2022,12:25:04,0.074
12/3/2022,12:25:05,0.068
12/3/2022,12:25:06,0.06
12/3/2022,12:25:07,0.111
12/3/2022,12:25:08,0.082
12/3/2022,12:25:09,0.085
12/3/2022,12:25:10,0.078
12/3/2022,12:25:11,0.089
12/3/2022,12:25:12,0.112
12/3/2022,12:25:13,0.076
12/3/2022,12:25:14,0.104
12/3/2022,12:25:15,0.091
12/3/2022,12:25:16,0.094
12/3/2022,12:25:17,0.087
12/3/2022,12:25:18,0.088
12/3/2022,12:25:19,0.089
12/3/2022,12:25:20,0.097
12/3/2022,12:25:21,0.121
12/3/2022,12:25:22,0.103
12/3/2022,12:25:23,0.088
12/3/2022,12:25:24,0.093
12/3/2022,12:25:25,0.089
12/3/2022,12:25:26,0.081
12/3/2022,12:25:27,0.079
12/3/2022,12:25:28,0.094
12/3/2022,12:25:29,0.089
12/3/2022,12:25:30,0.096
12/3/2022,12:25:31,0.086
12/3/2022,12:25:32,0.106
12/3/2022,12:25:33,0.095
12/3/2022,12:25:34,0.082
12/3/2022,12:25:35,0.067
12/3/2022,12:25:36,0.083
12/3/2022,12:25:37,0.076
12/3/2022,12:25:38,0.084
12/3/2022,12:25:39,0.086
12/3/2022,12:25:40,0.082
12/3/2022,12:25:41,0.063
12/3/2022,12:25:42,0.056
12/3/2022,12:25:43,0.063
12/3/2022,12:25:44,0.065
12/3/2022,12:25:45,0.06
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,13:24:46,0.062
12/3/2022,13:24:47,0.056
12/3/2022,13:24:48,0.054
12/3/2022,13:24:49,0.071
12/3/2022,13:24:50,0.055
12/3/2022,13:24:51,0.058
12/3/2022,13:24:52,0.06
12/3/2022,13:24:53,0.074
12/3/2022,13:24:54,0.064
12/3/2022,13:24:55,0.078
12/3/2022,13:24:56,0.062
12/3/2022,13:24:57,0.077
12/3/2022,13:24:58,0.071
12/3/2022,13:24:59,0.099
12/3/2022,13:25:00,0.084
12/3/2022,13:25:01,0.081
12/3/2022,13:25:02,0.083
12/3/2022,13:25:03,0.115
12/3/2022,13:25:04,0.086
12/3/2022,13:25:05,0.073
12/3/2022,13:25:06,0.07
12/3/2022,13:25:07,0.077
12/3/2022,13:25:08,0.089
12/3/2022,13:25:09,0.09
12/3/2022,13:25:10,0.09
12/3/2022,13:25:11,0.061
12/3/2022,13:25:12,0.064
12/3/2022,13:25:13,0.06
12/3/2022,13:25:14,0.063
12/3/2022,13:25:15,0.071
12/3/2022,13:25:16,0.058
12/3/2022,13:25:17,0.053
12/3/2022,13:25:18,0.073
12/3/2022,13:25:19,0.059
12/3/2022,13:25:20,0.059
12/3/2022,13:25:21,0.042
12/3/2022,13:25:22,0.045
12/3/2022,13:25:23,0.077
12/3/2022,13:25:24,0.071
12/3/2022,13:25:25,0.078
12/3/2022,13:25:26,0.074
12/3/2022,13:25:27,0.052
12/3/2022,13:25:28,0.063
12/3/2022,13:25:29,0.092
12/3/2022,13:25:30,0.074
12/3/2022,13:25:31,0.083
12/3/2022,13:25:32,0.073
12/3/2022,13:25:33,0.088
12/3/2022,13:25:34,0.071
12/3/2022,13:25:35,0.065
12/3/2022,13:25:36,0.084
12/3/2022,13:25:37,0.088
12/3/2022,13:25:38,0.054
12/3/2022,13:25:39,0.072
12/3/2022,13:25:40,0.07
12/3/2022,13:25:41,0.053
12/3/2022,13:25:42,0.05
12/3/2022,13:25:43,0.095
12/3/2022,13:25:44,0.056
12/3/2022,13:25:45,0.051
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,14:24:47,0.072
12/3/2022,14:24:48,0.103
12/3/2022,14:24:49,0.082
12/3/2022,14:24:50,0.076
12/3/2022,14:24:51,0.082
12/3/2022,14:24:52,0.096
12/3/2022,14:24:53,0.057
12/3/2022,14:24:54,0.088
12/3/2022,14:24:55,0.074
12/3/2022,14:24:56,0.076
12/3/2022,14:24:57,0.073
12/3/2022,14:24:58,0.085
12/3/2022,14:24:59,0.094
12/3/2022,14:25:00,0.136
12/3/2022,14:25:01,0.1
12/3/2022,14:25:02,0.084
12/3/2022,14:25:03,0.095
12/3/2022,14:25:04,0.088
12/3/2022,14:25:05,0.092
12/3/2022,14:25:06,0.093
12/3/2022,14:25:07,0.101
12/3/2022,14:25:08,0.084
12/3/2022,14:25:09,0.094
12/3/2022,14:25:10,0.095
12/3/2022,14:25:11,0.088
12/3/2022,14:25:12,0.076
12/3/2022,14:25:13,0.08
12/3/2022,14:25:14,0.075
12/3/2022,14:25:15,0.09
12/3/2022,14:25:16,0.067
12/3/2022,14:25:17,0.077
12/3/2022,14:25:18,0.083
12/3/2022,14:25:19,0.067
12/3/2022,14:25:20,0.08
12/3/2022,14:25:21,0.087
12/3/2022,14:25:22,0.092
12/3/2022,14:25:23,0.088
12/3/2022,14:25:24,0.075
12/3/2022,14:25:25,0.077
12/3/2022,14:25:26,0.061
12/3/2022,14:25:27,0.102
12/3/2022,14:25:28,0.051
12/3/2022,14:25:29,0.052
12/3/2022,14:25:30,0.058
12/3/2022,14:25:31,0.06
12/3/2022,14:25:32,0.091
12/3/2022,14:25:33,0.076
12/3/2022,14:25:34,0.053
12/3/2022,14:25:35,0.067
12/3/2022,14:25:36,0.073
12/3/2022,14:25:37,0.071
12/3/2022,14:25:38,0.062
12/3/2022,14:25:39,0.067
12/3/2022,14:25:40,0.061
12/3/2022,14:25:41,0.099
12/3/2022,14:25:42,0.07
12/3/2022,14:25:43,0.064
12/3/2022,14:25:44,0.068
12/3/2022,14:25:45,0.081
12/3/2022,14:25:46,0.082
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,15:24:47,0.06
12/3/2022,15:24:48,0.089
12/3/2022,15:24:49,0.066
12/3/2022,15:24:50,0.078
12/3/2022,15:24:51,0.068
12/3/2022,15:24:52,0.084
12/3/2022,15:24:53,0.067
12/3/2022,15:24:54,0.075
12/3/2022,15:24:55,0.123
12/3/2022,15:24:56,0.07
12/3/2022,15:24:57,0.086
12/3/2022,15:24:58,0.075
12/3/2022,15:24:59,0.08
12/3/2022,15:25:00,0.08
12/3/2022,15:25:01,0.062
12/3/2022,15:25:02,0.055
12/3/2022,15:25:03,0.048
12/3/2022,15:25:04,0.055
12/3/2022,15:25:05,0.045
12/3/2022,15:25:06,0.051
12/3/2022,15:25:07,0.044
12/3/2022,15:25:08,0.03
12/3/2022,15:25:09,0.028
12/3/2022,15:25:10,0.024
12/3/2022,15:25:11,0.029
12/3/2022,15:25:12,0.03
12/3/2022,15:25:13,0.029
12/3/2022,15:25:14,0.036
12/3/2022,15:25:15,0.034
12/3/2022,15:25:16,0.034
12/3/2022,15:25:17,0.055
12/3/2022,15:25:18,0.036
12/3/2022,15:25:19,0.037
12/3/2022,15:25:20,0.034
12/3/2022,15:25:21,0.028
12/3/2022,15:25:22,0.037
12/3/2022,15:25:23,0.045
12/3/2022,15:25:24,0.054
12/3/2022,15:25:25,0.037
12/3/2022,15:25:26,0.051
12/3/2022,15:25:27,0.033
12/3/2022,15:25:28,0.04
12/3/2022,15:25:29,0.037
12/3/2022,15:25:30,0.042
12/3/2022,15:25:31,0.035
12/3/2022,15:25:32,0.04
12/3/2022,15:25:33,0.04
12/3/2022,15:25:34,0.042
12/3/2022,15:25:35,0.039
12/3/2022,15:25:36,0.04
12/3/2022,15:25:37,0.036
12/3/2022,15:25:38,0.052
12/3/2022,15:25:39,0.04
12/3/2022,15:25:40,0.041
12/3/2022,15:25:41,0.051
12/3/2022,15:25:42,0.038
12/3/2022,15:25:43,0.04
12/3/2022,15:25:44,0.039
12/3/2022,15:25:45,0.047
12/3/2022,15:25:46,0.031
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,16:24:47,0.054
12/3/2022,16:24:48,0.053
12/3/2022,16:24:49,0.062
12/3/2022,16:24:50,0.054
12/3/2022,16:24:51,0.056
12/3/2022,16:24:52,0.062
12/3/2022,16:24:53,0.049
12/3/2022,16:24:54,0.051
12/3/2022,16:24:55,0.042
12/3/2022,16:24:56,0.048
12/3/2022,16:24:57,0.046
12/3/2022,16:24:58,0.047
12/3/2022,16:24:59,0.058
12/3/2022,16:25:00,0.051
12/3/2022,16:25:01,0.059
12/3/2022,16:25:02,0.065
12/3/2022,16:25:03,0.054
12/3/2022,16:25:04,0.055
12/3/2022,16:25:05,0.053
12/3/2022,16:25:06,0.05
12/3/2022,16:25:07,0.055
12/3/2022,16:25:08,0.049
12/3/2022,16:25:09,0.049
12/3/2022,16:25:10,0.065
12/3/2022,16:25:11,0.048
12/3/2022,16:25:12,0.042
12/3/2022,16:25:13,0.046
12/3/2022,16:25:14,0.041
12/3/2022,16:25:15,0.043
12/3/2022,16:25:16,0.039
12/3/2022,16:25:17,0.052
12/3/2022,16:25:18,0.045
12/3/2022,16:25:19,0.056
12/3/2022,16:25:20,0.037
12/3/2022,16:25:21,0.057
12/3/2022,16:25:22,0.035
12/3/2022,16:25:23,0.048
12/3/2022,16:25:24,0.041
12/3/2022,16:25:25,0.047
12/3/2022,16:25:26,0.039
12/3/2022,16:25:27,0.044
12/3/2022,16:25:28,0.036
12/3/2022,16:25:29,0.067
12/3/2022,16:25:30,0.029
12/3/2022,16:25:31,0.047
12/3/2022,16:25:32,0.031
12/3/2022,16:25:33,0.038
12/3/2022,16:25:34,0.028
12/3/2022,16:25:35,0.03
12/3/2022,16:25:36,0.035
12/3/2022,16:25:37,0.034
12/3/2022,16:25:38,0.026
12/3/2022,16:25:39,0.037
12/3/2022,16:25:40,0.02
12/3/2022,16:25:41,0.026
12/3/2022,16:25:42,0.039
12/3/2022,16:25:43,0.046
12/3/2022,16:25:44,0.022
12/3/2022,16:25:45,0.091
12/3/2022,16:25:46,0.038
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,17:24:47,0.064
12/3/2022,17:24:48,0.061
12/3/2022,17:24:49,0.058
12/3/2022,17:24:50,0.062
12/3/2022,17:24:51,0.064
12/3/2022,17:24:52,0.056
12/3/2022,17:24:53,0.061
12/3/2022,17:24:54,0.058
12/3/2022,17:24:55,0.051
12/3/2022,17:24:56,0.053
12/3/2022,17:24:57,0.052
12/3/2022,17:24:58,0.046
12/3/2022,17:24:59,0.028
12/3/2022,17:25:00,0.038
12/3/2022,17:25:01,0.036
12/3/2022,17:25:02,0.04
12/3/2022,17:25:03,0.043
12/3/2022,17:25:04,0.061
12/3/2022,17:25:05,0.043
12/3/2022,17:25:06,0.074
12/3/2022,17:25:07,0.055
12/3/2022,17:25:08,0.064
12/3/2022,17:25:09,0.072
12/3/2022,17:25:10,0.071
12/3/2022,17:25:11,0.058
12/3/2022,17:25:12,0.087
12/3/2022,17:25:13,0.06
12/3/2022,17:25:14,0.058
12/3/2022,17:25:15,0.052
12/3/2022,17:25:16,0.063
12/3/2022,17:25:17,0.066
12/3/2022,17:25:18,0.049
12/3/2022,17:25:19,0.048
12/3/2022,17:25:20,0.053
12/3/2022,17:25:21,0.045
12/3/2022,17:25:22,0.047
12/3/2022,17:25:23,0.051
12/3/2022,17:25:24,0.072
12/3/2022,17:25:25,0.056
12/3/2022,17:25:26,0.064
12/3/2022,17:25:27,0.08
12/3/2022,17:25:28,0.056
12/3/2022,17:25:29,0.07
12/3/2022,17:25:30,0.069
12/3/2022,17:25:31,0.072
12/3/2022,17:25:32,0.086
12/3/2022,17:25:33,0.074
12/3/2022,17:25:34,0.09
12/3/2022,17:25:35,0.073
12/3/2022,17:25:36,0.062
12/3/2022,17:25:37,0.069
12/3/2022,17:25:38,0.05
12/3/2022,17:25:39,0.05
12/3/2022,17:25:40,0.037
12/3/2022,17:25:41,0.04
12/3/2022,17:25:42,0.047
12/3/2022,17:25:43,0.047
12/3/2022,17:25:44,0.043
12/3/2022,17:25:45,0.036
12/3/2022,17:25:46,0.049
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,18:24:47,0.082
12/3/2022,18:24:48,0.094
12/3/2022,18:24:49,0.071
12/3/2022,18:24:50,0.079
12/3/2022,18:24:51,0.085
12/3/2022,18:24:52,0.076
12/3/2022,18:24:53,0.089
12/3/2022,18:24:54,0.085
12/3/2022,18:24:55,0.087
12/3/2022,18:24:56,0.079
12/3/2022,18:24:57,0.071
12/3/2022,18:24:58,0.065
12/3/2022,18:24:59,0.078
12/3/2022,18:25:00,0.086
12/3/2022,18:25:01,0.099
12/3/2022,18:25:02,0.114
12/3/2022,18:25:03,0.067
12/3/2022,18:25:04,0.059
