TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,10/27/2020
Start Time:,07:28:33
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.021
,Minimum:,0.006
,Time of Minimum:,07:29:15
,Date of Minimum:,10/27/2020
,Maximum:,0.077
,Time of Maximum:,07:29:29
,Date of Maximum:,10/27/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/27/2020
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/27/2020,07:28:34,0.009
10/27/2020,07:28:35,0.02
10/27/2020,07:28:36,0.018
10/27/2020,07:28:37,0.024
10/27/2020,07:28:38,0.015
10/27/2020,07:28:39,0.032
10/27/2020,07:28:40,0.029
10/27/2020,07:28:41,0.037
10/27/2020,07:28:42,0.027
10/27/2020,07:28:43,0.048
10/27/2020,07:28:44,0.024
10/27/2020,07:28:45,0.018
10/27/2020,07:28:46,0.024
10/27/2020,07:28:47,0.028
10/27/2020,07:28:48,0.015
10/27/2020,07:28:49,0.016
10/27/2020,07:28:50,0.023
10/27/2020,07:28:51,0.021
10/27/2020,07:28:52,0.017
10/27/2020,07:28:53,0.013
10/27/2020,07:28:54,0.009
10/27/2020,07:28:55,0.015
10/27/2020,07:28:56,0.013
10/27/2020,07:28:57,0.009
10/27/2020,07:28:58,0.032
10/27/2020,07:28:59,0.014
10/27/2020,07:29:00,0.019
10/27/2020,07:29:01,0.01
10/27/2020,07:29:02,0.015
10/27/2020,07:29:03,0.027
10/27/2020,07:29:04,0.02
10/27/2020,07:29:05,0.053
10/27/2020,07:29:06,0.014
10/27/2020,07:29:07,0.014
10/27/2020,07:29:08,0.012
10/27/2020,07:29:09,0.013
10/27/2020,07:29:10,0.028
10/27/2020,07:29:11,0.014
10/27/2020,07:29:12,0.013
10/27/2020,07:29:13,0.027
10/27/2020,07:29:14,0.006
10/27/2020,07:29:15,0.006
10/27/2020,07:29:16,0.011
10/27/2020,07:29:17,0.015
10/27/2020,07:29:18,0.012
10/27/2020,07:29:19,0.017
10/27/2020,07:29:20,0.013
10/27/2020,07:29:21,0.018
10/27/2020,07:29:22,0.015
10/27/2020,07:29:23,0.017
10/27/2020,07:29:24,0.038
10/27/2020,07:29:25,0.013
10/27/2020,07:29:26,0.018
10/27/2020,07:29:27,0.02
10/27/2020,07:29:28,0.017
10/27/2020,07:29:29,0.077
10/27/2020,07:29:30,0.047
10/27/2020,07:29:31,0.025
10/27/2020,07:29:32,0.017
10/27/2020,07:29:33,0.027

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,10/27/2020
Start Time:,08:28:33
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.021
,Minimum:,0.009
,Time of Minimum:,08:29:18
,Date of Minimum:,10/27/2020
,Maximum:,0.04
,Time of Maximum:,08:28:42
,Date of Maximum:,10/27/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/27/2020
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/27/2020,08:28:34,0.024
10/27/2020,08:28:35,0.024
10/27/2020,08:28:36,0.018
10/27/2020,08:28:37,0.018
10/27/2020,08:28:38,0.017
10/27/2020,08:28:39,0.032
10/27/2020,08:28:40,0.015
10/27/2020,08:28:41,0.018
10/27/2020,08:28:42,0.04
10/27/2020,08:28:43,0.038
10/27/2020,08:28:44,0.019
10/27/2020,08:28:45,0.039
10/27/2020,08:28:46,0.022
10/27/2020,08:28:47,0.017
10/27/2020,08:28:48,0.025
10/27/2020,08:28:49,0.031
10/27/2020,08:28:50,0.03
10/27/2020,08:28:51,0.019
10/27/2020,08:28:52,0.022
10/27/2020,08:28:53,0.024
10/27/2020,08:28:54,0.017
10/27/2020,08:28:55,0.023
10/27/2020,08:28:56,0.017
10/27/2020,08:28:57,0.018
10/27/2020,08:28:58,0.021
10/27/2020,08:28:59,0.024
10/27/2020,08:29:00,0.018
10/27/2020,08:29:01,0.015
10/27/2020,08:29:02,0.018
10/27/2020,08:29:03,0.021
10/27/2020,08:29:04,0.02
10/27/2020,08:29:05,0.025
10/27/2020,08:29:06,0.027
10/27/2020,08:29:07,0.018
10/27/2020,08:29:08,0.023
10/27/2020,08:29:09,0.016
10/27/2020,08:29:10,0.016
10/27/2020,08:29:11,0.026
10/27/2020,08:29:12,0.015
10/27/2020,08:29:13,0.037
10/27/2020,08:29:14,0.014
10/27/2020,08:29:15,0.035
10/27/2020,08:29:16,0.017
10/27/2020,08:29:17,0.021
10/27/2020,08:29:18,0.009
10/27/2020,08:29:19,0.013
10/27/2020,08:29:20,0.02
10/27/2020,08:29:21,0.015
10/27/2020,08:29:22,0.02
10/27/2020,08:29:23,0.022
10/27/2020,08:29:24,0.017
10/27/2020,08:29:25,0.027
10/27/2020,08:29:26,0.025
10/27/2020,08:29:27,0.016
10/27/2020,08:29:28,0.01
10/27/2020,08:29:29,0.012
10/27/2020,08:29:30,0.019
10/27/2020,08:29:31,0.023
10/27/2020,08:29:32,0.014
10/27/2020,08:29:33,0.023

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 3
Start Date:,10/27/2020
Start Time:,09:28:34
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.024
,Minimum:,0.008
,Time of Minimum:,09:29:10
,Date of Minimum:,10/27/2020
,Maximum:,0.06
,Time of Maximum:,09:28:58
,Date of Maximum:,10/27/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/27/2020
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/27/2020,09:28:35,0.025
10/27/2020,09:28:36,0.012
10/27/2020,09:28:37,0.012
10/27/2020,09:28:38,0.012
10/27/2020,09:28:39,0.015
10/27/2020,09:28:40,0.013
10/27/2020,09:28:41,0.009
10/27/2020,09:28:42,0.013
10/27/2020,09:28:43,0.02
10/27/2020,09:28:44,0.024
10/27/2020,09:28:45,0.017
10/27/2020,09:28:46,0.018
10/27/2020,09:28:47,0.02
10/27/2020,09:28:48,0.026
10/27/2020,09:28:49,0.021
10/27/2020,09:28:50,0.025
10/27/2020,09:28:51,0.023
10/27/2020,09:28:52,0.023
10/27/2020,09:28:53,0.022
10/27/2020,09:28:54,0.026
10/27/2020,09:28:55,0.035
10/27/2020,09:28:56,0.02
10/27/2020,09:28:57,0.031
10/27/2020,09:28:58,0.06
10/27/2020,09:28:59,0.03
10/27/2020,09:29:00,0.03
10/27/2020,09:29:01,0.027
10/27/2020,09:29:02,0.03
10/27/2020,09:29:03,0.021
10/27/2020,09:29:04,0.041
10/27/2020,09:29:05,0.022
10/27/2020,09:29:06,0.021
10/27/2020,09:29:07,0.024
10/27/2020,09:29:08,0.018
10/27/2020,09:29:09,0.017
10/27/2020,09:29:10,0.008
10/27/2020,09:29:11,0.023
10/27/2020,09:29:12,0.021
10/27/2020,09:29:13,0.011
10/27/2020,09:29:14,0.027
10/27/2020,09:29:15,0.014
10/27/2020,09:29:16,0.017
10/27/2020,09:29:17,0.02
10/27/2020,09:29:18,0.024
10/27/2020,09:29:19,0.02
10/27/2020,09:29:20,0.023
