TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,10/13/2020
Start Time:,09:27:18
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.068
,Minimum:,0.048
,Time of Minimum:,09:27:49
,Date of Minimum:,10/13/2020
,Maximum:,0.096
,Time of Maximum:,09:27:47
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,09:27:19,0.076
10/13/2020,09:27:20,0.076
10/13/2020,09:27:21,0.048
10/13/2020,09:27:22,0.082
10/13/2020,09:27:23,0.07
10/13/2020,09:27:24,0.062
10/13/2020,09:27:25,0.067
10/13/2020,09:27:26,0.083
10/13/2020,09:27:27,0.055
10/13/2020,09:27:28,0.055
10/13/2020,09:27:29,0.066
10/13/2020,09:27:30,0.076
10/13/2020,09:27:31,0.077
10/13/2020,09:27:32,0.075
10/13/2020,09:27:33,0.081
10/13/2020,09:27:34,0.057
10/13/2020,09:27:35,0.067
10/13/2020,09:27:36,0.055
10/13/2020,09:27:37,0.078
10/13/2020,09:27:38,0.065
10/13/2020,09:27:39,0.07
10/13/2020,09:27:40,0.062
10/13/2020,09:27:41,0.057
10/13/2020,09:27:42,0.079
10/13/2020,09:27:43,0.071
10/13/2020,09:27:44,0.07
10/13/2020,09:27:45,0.063
10/13/2020,09:27:46,0.075
10/13/2020,09:27:47,0.096
10/13/2020,09:27:48,0.069
10/13/2020,09:27:49,0.048
10/13/2020,09:27:50,0.068
10/13/2020,09:27:51,0.064
10/13/2020,09:27:52,0.066
10/13/2020,09:27:53,0.065
10/13/2020,09:27:54,0.084
10/13/2020,09:27:55,0.049
10/13/2020,09:27:56,0.055
10/13/2020,09:27:57,0.053
10/13/2020,09:27:58,0.057
10/13/2020,09:27:59,0.068
10/13/2020,09:28:00,0.052
10/13/2020,09:28:01,0.054
10/13/2020,09:28:02,0.07
10/13/2020,09:28:03,0.071
10/13/2020,09:28:04,0.067
10/13/2020,09:28:05,0.056
10/13/2020,09:28:06,0.074
10/13/2020,09:28:07,0.078
10/13/2020,09:28:08,0.053
10/13/2020,09:28:09,0.08
10/13/2020,09:28:10,0.065
10/13/2020,09:28:11,0.066
10/13/2020,09:28:12,0.089
10/13/2020,09:28:13,0.079
10/13/2020,09:28:14,0.083
10/13/2020,09:28:15,0.059
10/13/2020,09:28:16,0.064
10/13/2020,09:28:17,0.063
10/13/2020,09:28:18,0.072

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,10/13/2020
Start Time:,10:27:18
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.04
,Minimum:,0.027
,Time of Minimum:,10:27:19
,Date of Minimum:,10/13/2020
,Maximum:,0.064
,Time of Maximum:,10:27:43
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,10:27:19,0.027
10/13/2020,10:27:20,0.032
10/13/2020,10:27:21,0.05
10/13/2020,10:27:22,0.052
10/13/2020,10:27:23,0.037
10/13/2020,10:27:24,0.034
10/13/2020,10:27:25,0.031
10/13/2020,10:27:26,0.034
10/13/2020,10:27:27,0.028
10/13/2020,10:27:28,0.048
10/13/2020,10:27:29,0.038
10/13/2020,10:27:30,0.043
10/13/2020,10:27:31,0.033
10/13/2020,10:27:32,0.035
10/13/2020,10:27:33,0.039
10/13/2020,10:27:34,0.038
10/13/2020,10:27:35,0.035
10/13/2020,10:27:36,0.032
10/13/2020,10:27:37,0.032
10/13/2020,10:27:38,0.044
10/13/2020,10:27:39,0.045
10/13/2020,10:27:40,0.044
10/13/2020,10:27:41,0.044
10/13/2020,10:27:42,0.048
10/13/2020,10:27:43,0.064
10/13/2020,10:27:44,0.042
10/13/2020,10:27:45,0.037
10/13/2020,10:27:46,0.037
10/13/2020,10:27:47,0.035
10/13/2020,10:27:48,0.035
10/13/2020,10:27:49,0.039
10/13/2020,10:27:50,0.045
10/13/2020,10:27:51,0.047
10/13/2020,10:27:52,0.045
10/13/2020,10:27:53,0.041
10/13/2020,10:27:54,0.04
10/13/2020,10:27:55,0.058
10/13/2020,10:27:56,0.056
10/13/2020,10:27:57,0.042
10/13/2020,10:27:58,0.042
10/13/2020,10:27:59,0.032
10/13/2020,10:28:00,0.038
10/13/2020,10:28:01,0.053
10/13/2020,10:28:02,0.041
10/13/2020,10:28:03,0.05
10/13/2020,10:28:04,0.029
10/13/2020,10:28:05,0.047
10/13/2020,10:28:06,0.049
10/13/2020,10:28:07,0.043
10/13/2020,10:28:08,0.029
10/13/2020,10:28:09,0.036
10/13/2020,10:28:10,0.03
10/13/2020,10:28:11,0.035
10/13/2020,10:28:12,0.038
10/13/2020,10:28:13,0.038
10/13/2020,10:28:14,0.03
10/13/2020,10:28:15,0.03
10/13/2020,10:28:16,0.048
10/13/2020,10:28:17,0.034
10/13/2020,10:28:18,0.051

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 3
Start Date:,10/13/2020
Start Time:,11:27:19
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.045
,Minimum:,0.031
,Time of Minimum:,11:27:48
,Date of Minimum:,10/13/2020
,Maximum:,0.076
,Time of Maximum:,11:27:25
