TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 1
Start Date:,04/27/2021
Start Time:,01:11:42
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.044
,Minimum:,0.008
,Time of Minimum:,01:11:46
,Date of Minimum:,04/27/2021
,Maximum:,0.1
,Time of Maximum:,01:12:41
,Date of Maximum:,04/27/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/27/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/27/2021,13:11:43,0.043
04/27/2021,13:11:44,0.048
04/27/2021,13:11:45,0.05
04/27/2021,13:11:46,0.008
04/27/2021,13:11:47,0.023
04/27/2021,13:11:48,0.049
04/27/2021,13:11:49,0.033
04/27/2021,13:11:50,0.036
04/27/2021,13:11:51,0.033
04/27/2021,13:11:52,0.025
04/27/2021,13:11:53,0.03
04/27/2021,13:11:54,0.039
04/27/2021,13:11:55,0.043
04/27/2021,13:11:56,0.04
04/27/2021,13:11:57,0.049
04/27/2021,13:11:58,0.046
04/27/2021,13:11:59,0.049
04/27/2021,13:12:00,0.06
04/27/2021,13:12:01,0.051
04/27/2021,13:12:02,0.047
04/27/2021,13:12:03,0.047
04/27/2021,13:12:04,0.046
04/27/2021,13:12:05,0.042
04/27/2021,13:12:06,0.041
04/27/2021,13:12:07,0.036
04/27/2021,13:12:08,0.037
04/27/2021,13:12:09,0.035
04/27/2021,13:12:10,0.048
04/27/2021,13:12:11,0.036
04/27/2021,13:12:12,0.033
04/27/2021,13:12:13,0.032
04/27/2021,13:12:14,0.035
04/27/2021,13:12:15,0.033
04/27/2021,13:12:16,0.034
04/27/2021,13:12:17,0.04
04/27/2021,13:12:18,0.045
04/27/2021,13:12:19,0.042
04/27/2021,13:12:20,0.044
04/27/2021,13:12:21,0.053
04/27/2021,13:12:22,0.045
04/27/2021,13:12:23,0.042
04/27/2021,13:12:24,0.05
04/27/2021,13:12:25,0.04
04/27/2021,13:12:26,0.044
04/27/2021,13:12:27,0.035
04/27/2021,13:12:28,0.05
04/27/2021,13:12:29,0.037
04/27/2021,13:12:30,0.03
04/27/2021,13:12:31,0.033
04/27/2021,13:12:32,0.026
04/27/2021,13:12:33,0.05
04/27/2021,13:12:34,0.042
04/27/2021,13:12:35,0.051
04/27/2021,13:12:36,0.062
04/27/2021,13:12:37,0.04
04/27/2021,13:12:38,0.096
04/27/2021,13:12:39,0.052
04/27/2021,13:12:40,0.09
04/27/2021,13:12:41,0.1
04/27/2021,13:12:42,0.045

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 2
Start Date:,04/27/2021
Start Time:,02:11:43
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.042
,Minimum:,0.031
,Time of Minimum:,02:12:00
,Date of Minimum:,04/27/2021
,Maximum:,0.056
,Time of Maximum:,02:12:33
,Date of Maximum:,04/27/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/27/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/27/2021,14:11:44,0.039
04/27/2021,14:11:45,0.042
04/27/2021,14:11:46,0.047
04/27/2021,14:11:47,0.053
04/27/2021,14:11:48,0.045
04/27/2021,14:11:49,0.047
04/27/2021,14:11:50,0.051
04/27/2021,14:11:51,0.047
04/27/2021,14:11:52,0.048
04/27/2021,14:11:53,0.048
04/27/2021,14:11:54,0.051
04/27/2021,14:11:55,0.039
04/27/2021,14:11:56,0.036
04/27/2021,14:11:57,0.049
04/27/2021,14:11:58,0.033
04/27/2021,14:11:59,0.034
04/27/2021,14:12:00,0.031
04/27/2021,14:12:01,0.041
04/27/2021,14:12:02,0.037
04/27/2021,14:12:03,0.043
04/27/2021,14:12:04,0.044
04/27/2021,14:12:05,0.037
04/27/2021,14:12:06,0.044
04/27/2021,14:12:07,0.044
04/27/2021,14:12:08,0.045
04/27/2021,14:12:09,0.051
04/27/2021,14:12:10,0.054
04/27/2021,14:12:11,0.046
04/27/2021,14:12:12,0.039
04/27/2021,14:12:13,0.046
04/27/2021,14:12:14,0.045
04/27/2021,14:12:15,0.041
04/27/2021,14:12:16,0.041
04/27/2021,14:12:17,0.033
04/27/2021,14:12:18,0.038
04/27/2021,14:12:19,0.035
04/27/2021,14:12:20,0.05
04/27/2021,14:12:21,0.04
04/27/2021,14:12:22,0.034
04/27/2021,14:12:23,0.033
04/27/2021,14:12:24,0.032
04/27/2021,14:12:25,0.032
04/27/2021,14:12:26,0.045
04/27/2021,14:12:27,0.035
04/27/2021,14:12:28,0.038
04/27/2021,14:12:29,0.039
04/27/2021,14:12:30,0.042
04/27/2021,14:12:31,0.047
04/27/2021,14:12:32,0.042
04/27/2021,14:12:33,0.056
04/27/2021,14:12:34,0.043
04/27/2021,14:12:35,0.041
04/27/2021,14:12:36,0.045
04/27/2021,14:12:37,0.044
04/27/2021,14:12:38,0.051
04/27/2021,14:12:39,0.043
04/27/2021,14:12:40,0.04
04/27/2021,14:12:41,0.046
04/27/2021,14:12:42,0.045
04/27/2021,14:12:43,0.032

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 3
Start Date:,04/27/2021
Start Time:,03:11:43
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.046
,Minimum:,0.032
,Time of Minimum:,03:12:20
,Date of Minimum:,04/27/2021
,Maximum:,0.081
,Time of Maximum:,03:11:55
,Date of Maximum:,04/27/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/27/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/27/2021,15:11:44,0.048
04/27/2021,15:11:45,0.052
04/27/2021,15:11:46,0.072
04/27/2021,15:11:47,0.059
04/27/2021,15:11:48,0.058
04/27/2021,15:11:49,0.048
04/27/2021,15:11:50,0.045
04/27/2021,15:11:51,0.046
04/27/2021,15:11:52,0.054
04/27/2021,15:11:53,0.045
04/27/2021,15:11:54,0.064
04/27/2021,15:11:55,0.081
04/27/2021,15:11:56,0.051
04/27/2021,15:11:57,0.049
04/27/2021,15:11:58,0.047
04/27/2021,15:11:59,0.072
04/27/2021,15:12:00,0.044
04/27/2021,15:12:01,0.048
04/27/2021,15:12:02,0.049
04/27/2021,15:12:03,0.05
04/27/2021,15:12:04,0.04
04/27/2021,15:12:05,0.046
04/27/2021,15:12:06,0.046
04/27/2021,15:12:07,0.045
04/27/2021,15:12:08,0.044
04/27/2021,15:12:09,0.053
04/27/2021,15:12:10,0.042
04/27/2021,15:12:11,0.05
04/27/2021,15:12:12,0.042
04/27/2021,15:12:13,0.044
04/27/2021,15:12:14,0.051
04/27/2021,15:12:15,0.039
04/27/2021,15:12:16,0.044
04/27/2021,15:12:17,0.041
04/27/2021,15:12:18,0.044
04/27/2021,15:12:19,0.046
04/27/2021,15:12:20,0.032
04/27/2021,15:12:21,0.041
04/27/2021,15:12:22,0.04
04/27/2021,15:12:23,0.048
04/27/2021,15:12:24,0.033
04/27/2021,15:12:25,0.041
04/27/2021,15:12:26,0.036
04/27/2021,15:12:27,0.037
04/27/2021,15:12:28,0.037
04/27/2021,15:12:29,0.041
04/27/2021,15:12:30,0.034
04/27/2021,15:12:31,0.045
04/27/2021,15:12:32,0.041
04/27/2021,15:12:33,0.046
04/27/2021,15:12:34,0.036
