TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,04/06/2021
Start Time:,11:24:17
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.053
,Minimum:,0.032
,Time of Minimum:,11:25:11
,Date of Minimum:,04/06/2021
,Maximum:,0.094
,Time of Maximum:,11:24:25
,Date of Maximum:,04/06/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/06/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/06/2021,11:24:18,0.061
04/06/2021,11:24:19,0.052
04/06/2021,11:24:20,0.055
04/06/2021,11:24:21,0.073
04/06/2021,11:24:22,0.046
04/06/2021,11:24:23,0.065
04/06/2021,11:24:24,0.057
04/06/2021,11:24:25,0.094
04/06/2021,11:24:26,0.039
04/06/2021,11:24:27,0.052
04/06/2021,11:24:28,0.049
04/06/2021,11:24:29,0.059
04/06/2021,11:24:30,0.051
04/06/2021,11:24:31,0.042
04/06/2021,11:24:32,0.051
04/06/2021,11:24:33,0.053
04/06/2021,11:24:34,0.059
04/06/2021,11:24:35,0.045
04/06/2021,11:24:36,0.051
04/06/2021,11:24:37,0.049
04/06/2021,11:24:38,0.054
04/06/2021,11:24:39,0.036
04/06/2021,11:24:40,0.051
04/06/2021,11:24:41,0.057
04/06/2021,11:24:42,0.067
04/06/2021,11:24:43,0.039
04/06/2021,11:24:44,0.053
04/06/2021,11:24:45,0.051
04/06/2021,11:24:46,0.049
04/06/2021,11:24:47,0.052
04/06/2021,11:24:48,0.058
04/06/2021,11:24:49,0.045
04/06/2021,11:24:50,0.05
04/06/2021,11:24:51,0.053
04/06/2021,11:24:52,0.044
04/06/2021,11:24:53,0.046
04/06/2021,11:24:54,0.053
04/06/2021,11:24:55,0.049
04/06/2021,11:24:56,0.075
04/06/2021,11:24:57,0.041
04/06/2021,11:24:58,0.038
04/06/2021,11:24:59,0.042
04/06/2021,11:25:00,0.046
04/06/2021,11:25:01,0.076
04/06/2021,11:25:02,0.081
04/06/2021,11:25:03,0.079
04/06/2021,11:25:04,0.073
04/06/2021,11:25:05,0.064
04/06/2021,11:25:06,0.069
04/06/2021,11:25:07,0.057
04/06/2021,11:25:08,0.052
04/06/2021,11:25:09,0.043
04/06/2021,11:25:10,0.049
04/06/2021,11:25:11,0.032
04/06/2021,11:25:12,0.034
04/06/2021,11:25:13,0.042
04/06/2021,11:25:14,0.047
04/06/2021,11:25:15,0.036
04/06/2021,11:25:16,0.034
04/06/2021,11:25:17,0.035

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,04/06/2021
Start Time:,12:24:17
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.044
,Minimum:,0.017
,Time of Minimum:,12:24:53
,Date of Minimum:,04/06/2021
,Maximum:,0.071
,Time of Maximum:,12:24:24
,Date of Maximum:,04/06/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/06/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
