TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,08/31/2021
Start Time:,12:16:15
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.035
,Minimum:,0.009
,Time of Minimum:,12:16:24
,Date of Minimum:,08/31/2021
,Maximum:,0.061
,Time of Maximum:,12:17:14
,Date of Maximum:,08/31/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/31/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/31/2021,12:16:16,0.043
08/31/2021,12:16:17,0.038
08/31/2021,12:16:18,0.029
08/31/2021,12:16:19,0.036
08/31/2021,12:16:20,0.038
08/31/2021,12:16:21,0.016
08/31/2021,12:16:22,0.015
08/31/2021,12:16:23,0.021
08/31/2021,12:16:24,0.009
08/31/2021,12:16:25,0.029
08/31/2021,12:16:26,0.028
08/31/2021,12:16:27,0.023
08/31/2021,12:16:28,0.026
08/31/2021,12:16:29,0.03
08/31/2021,12:16:30,0.035
08/31/2021,12:16:31,0.032
08/31/2021,12:16:32,0.033
08/31/2021,12:16:33,0.035
08/31/2021,12:16:34,0.027
08/31/2021,12:16:35,0.033
08/31/2021,12:16:36,0.028
08/31/2021,12:16:37,0.023
08/31/2021,12:16:38,0.03
08/31/2021,12:16:39,0.026
08/31/2021,12:16:40,0.031
08/31/2021,12:16:41,0.025
08/31/2021,12:16:42,0.028
08/31/2021,12:16:43,0.038
08/31/2021,12:16:44,0.029
08/31/2021,12:16:45,0.031
08/31/2021,12:16:46,0.055
08/31/2021,12:16:47,0.051
08/31/2021,12:16:48,0.039
08/31/2021,12:16:49,0.028
08/31/2021,12:16:50,0.039
08/31/2021,12:16:51,0.035
08/31/2021,12:16:52,0.033
08/31/2021,12:16:53,0.037
08/31/2021,12:16:54,0.047
08/31/2021,12:16:55,0.035
08/31/2021,12:16:56,0.041
08/31/2021,12:16:57,0.037
