TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,09/29/2020
Start Time:,11:46:43
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.06
,Minimum:,0.038
,Time of Minimum:,11:47:37
,Date of Minimum:,09/29/2020
,Maximum:,0.092
,Time of Maximum:,11:47:14
,Date of Maximum:,09/29/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/29/2020
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/29/2020,11:46:44,0.061
09/29/2020,11:46:45,0.055
09/29/2020,11:46:46,0.065
09/29/2020,11:46:47,0.069
09/29/2020,11:46:48,0.078
09/29/2020,11:46:49,0.074
09/29/2020,11:46:50,0.045
09/29/2020,11:46:51,0.038
09/29/2020,11:46:52,0.056
09/29/2020,11:46:53,0.056
09/29/2020,11:46:54,0.052
09/29/2020,11:46:55,0.053
09/29/2020,11:46:56,0.048
09/29/2020,11:46:57,0.046
09/29/2020,11:46:58,0.058
09/29/2020,11:46:59,0.048
09/29/2020,11:47:00,0.076
09/29/2020,11:47:01,0.076
09/29/2020,11:47:02,0.049
09/29/2020,11:47:03,0.047
09/29/2020,11:47:04,0.055
09/29/2020,11:47:05,0.05
09/29/2020,11:47:06,0.065
09/29/2020,11:47:07,0.041
09/29/2020,11:47:08,0.068
09/29/2020,11:47:09,0.075
09/29/2020,11:47:10,0.063
09/29/2020,11:47:11,0.061
09/29/2020,11:47:12,0.054
09/29/2020,11:47:13,0.071
09/29/2020,11:47:14,0.092
09/29/2020,11:47:15,0.075
09/29/2020,11:47:16,0.063
09/29/2020,11:47:17,0.053
09/29/2020,11:47:18,0.058
09/29/2020,11:47:19,0.078
09/29/2020,11:47:20,0.066
09/29/2020,11:47:21,0.057
09/29/2020,11:47:22,0.064
09/29/2020,11:47:23,0.077
09/29/2020,11:47:24,0.057
09/29/2020,11:47:25,0.065
09/29/2020,11:47:26,0.063
09/29/2020,11:47:27,0.072
09/29/2020,11:47:28,0.054
09/29/2020,11:47:29,0.058
09/29/2020,11:47:30,0.07
09/29/2020,11:47:31,0.061
09/29/2020,11:47:32,0.054
09/29/2020,11:47:33,0.052
09/29/2020,11:47:34,0.062
09/29/2020,11:47:35,0.055
09/29/2020,11:47:36,0.063
09/29/2020,11:47:37,0.038
09/29/2020,11:47:38,0.048
09/29/2020,11:47:39,0.07
09/29/2020,11:47:40,0.051
09/29/2020,11:47:41,0.059
09/29/2020,11:47:42,0.048
09/29/2020,11:47:43,0.065

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,09/29/2020
Start Time:,12:46:43
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.055
,Minimum:,0.029
,Time of Minimum:,12:47:42
,Date of Minimum:,09/29/2020
,Maximum:,0.082
,Time of Maximum:,12:47:15
,Date of Maximum:,09/29/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/29/2020
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/29/2020,12:46:44,0.055
09/29/2020,12:46:45,0.05
09/29/2020,12:46:46,0.056
09/29/2020,12:46:47,0.048
09/29/2020,12:46:48,0.039
09/29/2020,12:46:49,0.08
09/29/2020,12:46:50,0.065
09/29/2020,12:46:51,0.056
09/29/2020,12:46:52,0.046
09/29/2020,12:46:53,0.055
09/29/2020,12:46:54,0.055
09/29/2020,12:46:55,0.046
09/29/2020,12:46:56,0.051
09/29/2020,12:46:57,0.06
09/29/2020,12:46:58,0.054
