TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,07/17/2020
Start Time:,09:02:59
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.104
,Minimum:,0.086
,Time of Minimum:,09:03:51
,Date of Minimum:,07/17/2020
,Maximum:,0.143
,Time of Maximum:,09:03:00
,Date of Maximum:,07/17/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,07/17/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
07/17/2020,09:03:00,0.143
07/17/2020,09:03:01,0.113
07/17/2020,09:03:02,0.099
07/17/2020,09:03:03,0.114
07/17/2020,09:03:04,0.1
07/17/2020,09:03:05,0.111
07/17/2020,09:03:06,0.126
07/17/2020,09:03:07,0.096
07/17/2020,09:03:08,0.112
07/17/2020,09:03:09,0.092
07/17/2020,09:03:10,0.109
07/17/2020,09:03:11,0.105
07/17/2020,09:03:12,0.093
07/17/2020,09:03:13,0.092
07/17/2020,09:03:14,0.097
07/17/2020,09:03:15,0.111
07/17/2020,09:03:16,0.106
07/17/2020,09:03:17,0.107
07/17/2020,09:03:18,0.098
07/17/2020,09:03:19,0.102
07/17/2020,09:03:20,0.105
07/17/2020,09:03:21,0.109
07/17/2020,09:03:22,0.114
07/17/2020,09:03:23,0.102
07/17/2020,09:03:24,0.097
07/17/2020,09:03:25,0.089
07/17/2020,09:03:26,0.103
07/17/2020,09:03:27,0.113
07/17/2020,09:03:28,0.095
07/17/2020,09:03:29,0.119
07/17/2020,09:03:30,0.095
07/17/2020,09:03:31,0.103
07/17/2020,09:03:32,0.104
07/17/2020,09:03:33,0.102
07/17/2020,09:03:34,0.11
07/17/2020,09:03:35,0.099
07/17/2020,09:03:36,0.111
07/17/2020,09:03:37,0.11
07/17/2020,09:03:38,0.105
07/17/2020,09:03:39,0.109
07/17/2020,09:03:40,0.096
07/17/2020,09:03:41,0.109
07/17/2020,09:03:42,0.12
07/17/2020,09:03:43,0.111
07/17/2020,09:03:44,0.101
07/17/2020,09:03:45,0.097
07/17/2020,09:03:46,0.098
07/17/2020,09:03:47,0.096
07/17/2020,09:03:48,0.093
07/17/2020,09:03:49,0.096
07/17/2020,09:03:50,0.093
07/17/2020,09:03:51,0.086
07/17/2020,09:03:52,0.098
07/17/2020,09:03:53,0.114
07/17/2020,09:03:54,0.096
07/17/2020,09:03:55,0.089
07/17/2020,09:03:56,0.095
07/17/2020,09:03:57,0.132
07/17/2020,09:03:58,0.105
07/17/2020,09:03:59,0.101

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,07/17/2020
Start Time:,10:02:59
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.121
,Minimum:,0.103
,Time of Minimum:,10:03:33
,Date of Minimum:,07/17/2020
,Maximum:,0.146
,Time of Maximum:,10:03:49
,Date of Maximum:,07/17/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,07/17/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
07/17/2020,10:03:00,0.117
07/17/2020,10:03:01,0.135
07/17/2020,10:03:02,0.135
07/17/2020,10:03:03,0.114
07/17/2020,10:03:04,0.117
07/17/2020,10:03:05,0.113
07/17/2020,10:03:06,0.113
07/17/2020,10:03:07,0.122
07/17/2020,10:03:08,0.134
07/17/2020,10:03:09,0.122
07/17/2020,10:03:10,0.121
07/17/2020,10:03:11,0.115
07/17/2020,10:03:12,0.116
07/17/2020,10:03:13,0.119
07/17/2020,10:03:14,0.125
07/17/2020,10:03:15,0.123
07/17/2020,10:03:16,0.111
07/17/2020,10:03:17,0.139
07/17/2020,10:03:18,0.119
07/17/2020,10:03:19,0.126
07/17/2020,10:03:20,0.114
07/17/2020,10:03:21,0.119
07/17/2020,10:03:22,0.114
07/17/2020,10:03:23,0.121
07/17/2020,10:03:24,0.115
07/17/2020,10:03:25,0.104
07/17/2020,10:03:26,0.111
07/17/2020,10:03:27,0.116
07/17/2020,10:03:28,0.114
07/17/2020,10:03:29,0.134
07/17/2020,10:03:30,0.132
07/17/2020,10:03:31,0.113
07/17/2020,10:03:32,0.112
07/17/2020,10:03:33,0.103
07/17/2020,10:03:34,0.117
07/17/2020,10:03:35,0.11
07/17/2020,10:03:36,0.122
07/17/2020,10:03:37,0.119
07/17/2020,10:03:38,0.132
07/17/2020,10:03:39,0.127
07/17/2020,10:03:40,0.131
07/17/2020,10:03:41,0.115
07/17/2020,10:03:42,0.116
07/17/2020,10:03:43,0.132
07/17/2020,10:03:44,0.121
07/17/2020,10:03:45,0.13
07/17/2020,10:03:46,0.116
07/17/2020,10:03:47,0.124
07/17/2020,10:03:48,0.132
07/17/2020,10:03:49,0.146
07/17/2020,10:03:50,0.126
07/17/2020,10:03:51,0.119
07/17/2020,10:03:52,0.116
07/17/2020,10:03:53,0.12
07/17/2020,10:03:54,0.138
07/17/2020,10:03:55,0.121
07/17/2020,10:03:56,0.12
07/17/2020,10:03:57,0.117
07/17/2020,10:03:58,0.13
07/17/2020,10:03:59,0.127

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 3
Start Date:,07/17/2020
Start Time:,11:02:59
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.129
,Minimum:,0.107
,Time of Minimum:,11:03:25
,Date of Minimum:,07/17/2020
,Maximum:,0.168
,Time of Maximum:,11:03:39
,Date of Maximum:,07/17/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,07/17/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
07/17/2020,11:03:00,0.129
07/17/2020,11:03:01,0.124
07/17/2020,11:03:02,0.123
07/17/2020,11:03:03,0.119
07/17/2020,11:03:04,0.137
07/17/2020,11:03:05,0.112
07/17/2020,11:03:06,0.139
07/17/2020,11:03:07,0.122
07/17/2020,11:03:08,0.121
07/17/2020,11:03:09,0.121
07/17/2020,11:03:10,0.132
07/17/2020,11:03:11,0.129
07/17/2020,11:03:12,0.131
07/17/2020,11:03:13,0.124
07/17/2020,11:03:14,0.13
07/17/2020,11:03:15,0.14
07/17/2020,11:03:16,0.16
07/17/2020,11:03:17,0.12
07/17/2020,11:03:18,0.128
07/17/2020,11:03:19,0.13
