TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,02/25/2022
Start Time:,11:18:39
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.08
,Minimum:,0.043
,Time of Minimum:,11:19:38
,Date of Minimum:,02/25/2022
,Maximum:,0.174
,Time of Maximum:,11:18:57
,Date of Maximum:,02/25/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/25/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/25/2022,11:18:40,0.063
02/25/2022,11:18:41,0.066
02/25/2022,11:18:42,0.046
02/25/2022,11:18:43,0.123
02/25/2022,11:18:44,0.076
02/25/2022,11:18:45,0.082
02/25/2022,11:18:46,0.057
02/25/2022,11:18:47,0.072
02/25/2022,11:18:48,0.057
02/25/2022,11:18:49,0.055
02/25/2022,11:18:50,0.055
02/25/2022,11:18:51,0.067
02/25/2022,11:18:52,0.05
02/25/2022,11:18:53,0.06
02/25/2022,11:18:54,0.148
02/25/2022,11:18:55,0.061
02/25/2022,11:18:56,0.051
02/25/2022,11:18:57,0.174
02/25/2022,11:18:58,0.144
02/25/2022,11:18:59,0.094
02/25/2022,11:19:00,0.065
02/25/2022,11:19:01,0.082
02/25/2022,11:19:02,0.071
02/25/2022,11:19:03,0.093
02/25/2022,11:19:04,0.122
02/25/2022,11:19:05,0.109
02/25/2022,11:19:06,0.062
02/25/2022,11:19:07,0.066
02/25/2022,11:19:08,0.092
02/25/2022,11:19:09,0.081
02/25/2022,11:19:10,0.092
02/25/2022,11:19:11,0.065
02/25/2022,11:19:12,0.063
02/25/2022,11:19:13,0.072
02/25/2022,11:19:14,0.09
02/25/2022,11:19:15,0.113
02/25/2022,11:19:16,0.108
02/25/2022,11:19:17,0.077
02/25/2022,11:19:18,0.08
02/25/2022,11:19:19,0.103
02/25/2022,11:19:20,0.091
02/25/2022,11:19:21,0.064
02/25/2022,11:19:22,0.083
02/25/2022,11:19:23,0.075
02/25/2022,11:19:24,0.076
02/25/2022,11:19:25,0.076
02/25/2022,11:19:26,0.095
02/25/2022,11:19:27,0.085
02/25/2022,11:19:28,0.08
02/25/2022,11:19:29,0.085
02/25/2022,11:19:30,0.06
02/25/2022,11:19:31,0.07
02/25/2022,11:19:32,0.065
02/25/2022,11:19:33,0.072
02/25/2022,11:19:34,0.074
02/25/2022,11:19:35,0.076
02/25/2022,11:19:36,0.07
02/25/2022,11:19:37,0.08
02/25/2022,11:19:38,0.043
02/25/2022,11:19:39,0.074

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,02/25/2022
Start Time:,12:18:40
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.084
,Minimum:,0.053
,Time of Minimum:,12:19:38
,Date of Minimum:,02/25/2022
,Maximum:,0.181
,Time of Maximum:,12:19:25
,Date of Maximum:,02/25/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/25/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/25/2022,12:18:41,0.097
02/25/2022,12:18:42,0.082
02/25/2022,12:18:43,0.086
02/25/2022,12:18:44,0.071
02/25/2022,12:18:45,0.09
02/25/2022,12:18:46,0.089
02/25/2022,12:18:47,0.099
02/25/2022,12:18:48,0.073
02/25/2022,12:18:49,0.089
02/25/2022,12:18:50,0.086
02/25/2022,12:18:51,0.079
