TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,03/08/2022
Start Time:,01:41:06
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.024
,Minimum:,0.008
,Time of Minimum:,01:41:49
,Date of Minimum:,03/08/2022
,Maximum:,0.051
,Time of Maximum:,01:41:08
,Date of Maximum:,03/08/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/08/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/08/2022,13:41:07,0.045
03/08/2022,13:41:08,0.051
03/08/2022,13:41:09,0.025
03/08/2022,13:41:10,0.03
03/08/2022,13:41:11,0.042
03/08/2022,13:41:12,0.038
03/08/2022,13:41:13,0.045
03/08/2022,13:41:14,0.029
03/08/2022,13:41:15,0.029
03/08/2022,13:41:16,0.026
03/08/2022,13:41:17,0.024
03/08/2022,13:41:18,0.021
03/08/2022,13:41:19,0.021
03/08/2022,13:41:20,0.022
03/08/2022,13:41:21,0.014
03/08/2022,13:41:22,0.01
03/08/2022,13:41:23,0.012
03/08/2022,13:41:24,0.018
03/08/2022,13:41:25,0.014
03/08/2022,13:41:26,0.008
03/08/2022,13:41:27,0.014
03/08/2022,13:41:28,0.013
03/08/2022,13:41:29,0.015
03/08/2022,13:41:30,0.021
03/08/2022,13:41:31,0.022
03/08/2022,13:41:32,0.024
03/08/2022,13:41:33,0.026
03/08/2022,13:41:34,0.036
03/08/2022,13:41:35,0.031
03/08/2022,13:41:36,0.032
03/08/2022,13:41:37,0.039
03/08/2022,13:41:38,0.032
03/08/2022,13:41:39,0.034
03/08/2022,13:41:40,0.027
03/08/2022,13:41:41,0.022
03/08/2022,13:41:42,0.021
03/08/2022,13:41:43,0.022
03/08/2022,13:41:44,0.012
