TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,01/28/2022
Start Time:,12:32:46
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.064
,Minimum:,0.041
,Time of Minimum:,12:33:23
,Date of Minimum:,01/28/2022
,Maximum:,0.095
,Time of Maximum:,12:33:36
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,12:32:47,0.067
01/28/2022,12:32:48,0.05
01/28/2022,12:32:49,0.044
01/28/2022,12:32:50,0.043
01/28/2022,12:32:51,0.051
01/28/2022,12:32:52,0.065
01/28/2022,12:32:53,0.058
01/28/2022,12:32:54,0.054
01/28/2022,12:32:55,0.078
01/28/2022,12:32:56,0.069
01/28/2022,12:32:57,0.059
01/28/2022,12:32:58,0.054
01/28/2022,12:32:59,0.056
01/28/2022,12:33:00,0.065
01/28/2022,12:33:01,0.057
01/28/2022,12:33:02,0.08
01/28/2022,12:33:03,0.066
01/28/2022,12:33:04,0.08
01/28/2022,12:33:05,0.086
01/28/2022,12:33:06,0.083
01/28/2022,12:33:07,0.078
01/28/2022,12:33:08,0.078
01/28/2022,12:33:09,0.065
01/28/2022,12:33:10,0.072
01/28/2022,12:33:11,0.071
01/28/2022,12:33:12,0.08
01/28/2022,12:33:13,0.064
01/28/2022,12:33:14,0.059
01/28/2022,12:33:15,0.059
01/28/2022,12:33:16,0.051
01/28/2022,12:33:17,0.061
01/28/2022,12:33:18,0.06
01/28/2022,12:33:19,0.05
01/28/2022,12:33:20,0.047
01/28/2022,12:33:21,0.043
01/28/2022,12:33:22,0.047
01/28/2022,12:33:23,0.041
01/28/2022,12:33:24,0.051
01/28/2022,12:33:25,0.057
01/28/2022,12:33:26,0.062
01/28/2022,12:33:27,0.074
01/28/2022,12:33:28,0.074
01/28/2022,12:33:29,0.058
01/28/2022,12:33:30,0.069
01/28/2022,12:33:31,0.068
01/28/2022,12:33:32,0.072
01/28/2022,12:33:33,0.069
01/28/2022,12:33:34,0.08
01/28/2022,12:33:35,0.064
01/28/2022,12:33:36,0.095
01/28/2022,12:33:37,0.094
01/28/2022,12:33:38,0.086
01/28/2022,12:33:39,0.067
01/28/2022,12:33:40,0.06
01/28/2022,12:33:41,0.077
01/28/2022,12:33:42,0.051
01/28/2022,12:33:43,0.056
01/28/2022,12:33:44,0.077
01/28/2022,12:33:45,0.058
01/28/2022,12:33:46,0.062

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,01/28/2022
Start Time:,01:32:47
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.065
,Minimum:,0.048
,Time of Minimum:,01:33:43
,Date of Minimum:,01/28/2022
,Maximum:,0.099
,Time of Maximum:,01:33:33
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,13:32:48,0.076
01/28/2022,13:32:49,0.092
01/28/2022,13:32:50,0.088
01/28/2022,13:32:51,0.064
01/28/2022,13:32:52,0.071
01/28/2022,13:32:53,0.08
01/28/2022,13:32:54,0.065
01/28/2022,13:32:55,0.075
01/28/2022,13:32:56,0.059
01/28/2022,13:32:57,0.091
01/28/2022,13:32:58,0.059
01/28/2022,13:32:59,0.064
01/28/2022,13:33:00,0.075
01/28/2022,13:33:01,0.06
01/28/2022,13:33:02,0.052
01/28/2022,13:33:03,0.068
01/28/2022,13:33:04,0.06
01/28/2022,13:33:05,0.05
01/28/2022,13:33:06,0.06
01/28/2022,13:33:07,0.062
01/28/2022,13:33:08,0.053
01/28/2022,13:33:09,0.067
01/28/2022,13:33:10,0.059
01/28/2022,13:33:11,0.056
01/28/2022,13:33:12,0.059
01/28/2022,13:33:13,0.051
01/28/2022,13:33:14,0.05
01/28/2022,13:33:15,0.057
01/28/2022,13:33:16,0.049
01/28/2022,13:33:17,0.08
01/28/2022,13:33:18,0.058
01/28/2022,13:33:19,0.05
01/28/2022,13:33:20,0.052
01/28/2022,13:33:21,0.062
01/28/2022,13:33:22,0.093
01/28/2022,13:33:23,0.084
01/28/2022,13:33:24,0.062
01/28/2022,13:33:25,0.065
01/28/2022,13:33:26,0.056
01/28/2022,13:33:27,0.061
01/28/2022,13:33:28,0.056
01/28/2022,13:33:29,0.077
01/28/2022,13:33:30,0.085
01/28/2022,13:33:31,0.072
01/28/2022,13:33:32,0.074
01/28/2022,13:33:33,0.099
01/28/2022,13:33:34,0.069
01/28/2022,13:33:35,0.057
01/28/2022,13:33:36,0.074
01/28/2022,13:33:37,0.056
01/28/2022,13:33:38,0.062
01/28/2022,13:33:39,0.055
01/28/2022,13:33:40,0.071
01/28/2022,13:33:41,0.051
01/28/2022,13:33:42,0.078
01/28/2022,13:33:43,0.048
01/28/2022,13:33:44,0.07
01/28/2022,13:33:45,0.059
01/28/2022,13:33:46,0.049
01/28/2022,13:33:47,0.059

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 3
Start Date:,01/28/2022
Start Time:,02:32:47
