TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 1
Start Date:,08/21/2020
Start Time:,01:05:42
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.171
,Minimum:,0.138
,Time of Minimum:,01:06:38
,Date of Minimum:,08/21/2020
,Maximum:,0.207
,Time of Maximum:,01:05:43
,Date of Maximum:,08/21/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/18/2020
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/21/2020,13:05:43,0.207
08/21/2020,13:05:44,0.182
08/21/2020,13:05:45,0.174
08/21/2020,13:05:46,0.184
08/21/2020,13:05:47,0.165
08/21/2020,13:05:48,0.167
08/21/2020,13:05:49,0.19
08/21/2020,13:05:50,0.199
08/21/2020,13:05:51,0.185
08/21/2020,13:05:52,0.185
08/21/2020,13:05:53,0.163
08/21/2020,13:05:54,0.148
08/21/2020,13:05:55,0.158
08/21/2020,13:05:56,0.175
08/21/2020,13:05:57,0.15
08/21/2020,13:05:58,0.181
08/21/2020,13:05:59,0.171
08/21/2020,13:06:00,0.186
08/21/2020,13:06:01,0.185
08/21/2020,13:06:02,0.159
08/21/2020,13:06:03,0.174
08/21/2020,13:06:04,0.187
08/21/2020,13:06:05,0.171
08/21/2020,13:06:06,0.162
08/21/2020,13:06:07,0.165
08/21/2020,13:06:08,0.161
08/21/2020,13:06:09,0.166
08/21/2020,13:06:10,0.162
08/21/2020,13:06:11,0.2
08/21/2020,13:06:12,0.185
08/21/2020,13:06:13,0.157
08/21/2020,13:06:14,0.163
08/21/2020,13:06:15,0.188
08/21/2020,13:06:16,0.187
08/21/2020,13:06:17,0.149
08/21/2020,13:06:18,0.141
08/21/2020,13:06:19,0.167
08/21/2020,13:06:20,0.167
08/21/2020,13:06:21,0.143
08/21/2020,13:06:22,0.179
08/21/2020,13:06:23,0.164
08/21/2020,13:06:24,0.15
08/21/2020,13:06:25,0.17
08/21/2020,13:06:26,0.181
08/21/2020,13:06:27,0.162
08/21/2020,13:06:28,0.163
08/21/2020,13:06:29,0.167
08/21/2020,13:06:30,0.18
08/21/2020,13:06:31,0.177
08/21/2020,13:06:32,0.191
08/21/2020,13:06:33,0.175
08/21/2020,13:06:34,0.166
08/21/2020,13:06:35,0.174
08/21/2020,13:06:36,0.146
08/21/2020,13:06:37,0.166
08/21/2020,13:06:38,0.138
08/21/2020,13:06:39,0.157
08/21/2020,13:06:40,0.152
08/21/2020,13:06:41,0.176
08/21/2020,13:06:42,0.195

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 2
Start Date:,08/21/2020
Start Time:,02:05:43
Duration (dd:hh:mm:ss):,00:00:01:00
