TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,08/25/2020
Start Time:,12:32:33
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.048
,Minimum:,0.033
,Time of Minimum:,12:33:03
,Date of Minimum:,08/25/2020
,Maximum:,0.078
,Time of Maximum:,12:32:45
,Date of Maximum:,08/25/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/25/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/25/2020,12:32:34,0.051
08/25/2020,12:32:35,0.037
08/25/2020,12:32:36,0.047
08/25/2020,12:32:37,0.053
08/25/2020,12:32:38,0.055
08/25/2020,12:32:39,0.055
08/25/2020,12:32:40,0.058
08/25/2020,12:32:41,0.05
08/25/2020,12:32:42,0.06
08/25/2020,12:32:43,0.056
08/25/2020,12:32:44,0.051
08/25/2020,12:32:45,0.078
08/25/2020,12:32:46,0.047
08/25/2020,12:32:47,0.056
08/25/2020,12:32:48,0.039
08/25/2020,12:32:49,0.04
08/25/2020,12:32:50,0.061
08/25/2020,12:32:51,0.037
08/25/2020,12:32:52,0.043
08/25/2020,12:32:53,0.041
08/25/2020,12:32:54,0.042
08/25/2020,12:32:55,0.044
08/25/2020,12:32:56,0.056
08/25/2020,12:32:57,0.04
08/25/2020,12:32:58,0.044
08/25/2020,12:32:59,0.038
08/25/2020,12:33:00,0.038
08/25/2020,12:33:01,0.035
08/25/2020,12:33:02,0.041
08/25/2020,12:33:03,0.033
08/25/2020,12:33:04,0.034
08/25/2020,12:33:05,0.042
08/25/2020,12:33:06,0.051
08/25/2020,12:33:07,0.041
08/25/2020,12:33:08,0.042
08/25/2020,12:33:09,0.052
08/25/2020,12:33:10,0.055
08/25/2020,12:33:11,0.039
08/25/2020,12:33:12,0.055
08/25/2020,12:33:13,0.06
08/25/2020,12:33:14,0.044
08/25/2020,12:33:15,0.041
08/25/2020,12:33:16,0.055
08/25/2020,12:33:17,0.052
08/25/2020,12:33:18,0.04
08/25/2020,12:33:19,0.045
08/25/2020,12:33:20,0.052
08/25/2020,12:33:21,0.045
08/25/2020,12:33:22,0.045
08/25/2020,12:33:23,0.046
08/25/2020,12:33:24,0.048
08/25/2020,12:33:25,0.045
08/25/2020,12:33:26,0.045
08/25/2020,12:33:27,0.062
08/25/2020,12:33:28,0.049
08/25/2020,12:33:29,0.047
08/25/2020,12:33:30,0.056
08/25/2020,12:33:31,0.051
08/25/2020,12:33:32,0.053
08/25/2020,12:33:33,0.053

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,08/25/2020
Start Time:,01:32:34
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.051
,Minimum:,0.032
,Time of Minimum:,01:32:44
,Date of Minimum:,08/25/2020
,Maximum:,0.079
,Time of Maximum:,01:33:19
,Date of Maximum:,08/25/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/25/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/25/2020,13:32:35,0.055
08/25/2020,13:32:36,0.041
08/25/2020,13:32:37,0.055
08/25/2020,13:32:38,0.038
08/25/2020,13:32:39,0.036
08/25/2020,13:32:40,0.033
08/25/2020,13:32:41,0.041
08/25/2020,13:32:42,0.044
08/25/2020,13:32:43,0.035
08/25/2020,13:32:44,0.032
08/25/2020,13:32:45,0.053
08/25/2020,13:32:46,0.048
08/25/2020,13:32:47,0.058
08/25/2020,13:32:48,0.041
08/25/2020,13:32:49,0.077
08/25/2020,13:32:50,0.052
08/25/2020,13:32:51,0.05
08/25/2020,13:32:52,0.042
08/25/2020,13:32:53,0.054
08/25/2020,13:32:54,0.061
08/25/2020,13:32:55,0.046
08/25/2020,13:32:56,0.051
08/25/2020,13:32:57,0.044
08/25/2020,13:32:58,0.041
08/25/2020,13:32:59,0.051
08/25/2020,13:33:00,0.052
08/25/2020,13:33:01,0.05
08/25/2020,13:33:02,0.06
08/25/2020,13:33:03,0.05
08/25/2020,13:33:04,0.042
08/25/2020,13:33:05,0.051
08/25/2020,13:33:06,0.042
08/25/2020,13:33:07,0.043
08/25/2020,13:33:08,0.049
08/25/2020,13:33:09,0.064
08/25/2020,13:33:10,0.054
08/25/2020,13:33:11,0.048
08/25/2020,13:33:12,0.049
08/25/2020,13:33:13,0.048
08/25/2020,13:33:14,0.053
08/25/2020,13:33:15,0.047
08/25/2020,13:33:16,0.059
08/25/2020,13:33:17,0.053
08/25/2020,13:33:18,0.048
08/25/2020,13:33:19,0.079
08/25/2020,13:33:20,0.045
08/25/2020,13:33:21,0.056
08/25/2020,13:33:22,0.051
08/25/2020,13:33:23,0.062
08/25/2020,13:33:24,0.058
08/25/2020,13:33:25,0.054
08/25/2020,13:33:26,0.044
08/25/2020,13:33:27,0.046
08/25/2020,13:33:28,0.051
08/25/2020,13:33:29,0.057
08/25/2020,13:33:30,0.063
08/25/2020,13:33:31,0.062
08/25/2020,13:33:32,0.05
08/25/2020,13:33:33,0.058
08/25/2020,13:33:34,0.059

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
