TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,01/05/2021
Start Time:,10:24:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.041
,Minimum:,0.017
,Time of Minimum:,10:24:51
,Date of Minimum:,01/05/2021
,Maximum:,0.151
,Time of Maximum:,10:25:14
,Date of Maximum:,01/05/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/05/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/05/2021,10:24:25,0.044
01/05/2021,10:24:26,0.041
01/05/2021,10:24:27,0.035
01/05/2021,10:24:28,0.032
01/05/2021,10:24:29,0.036
01/05/2021,10:24:30,0.043
01/05/2021,10:24:31,0.057
01/05/2021,10:24:32,0.049
01/05/2021,10:24:33,0.033
01/05/2021,10:24:34,0.045
01/05/2021,10:24:35,0.045
01/05/2021,10:24:36,0.038
01/05/2021,10:24:37,0.03
01/05/2021,10:24:38,0.038
01/05/2021,10:24:39,0.039
01/05/2021,10:24:40,0.025
01/05/2021,10:24:41,0.049
01/05/2021,10:24:42,0.026
01/05/2021,10:24:43,0.041
01/05/2021,10:24:44,0.047
01/05/2021,10:24:45,0.091
01/05/2021,10:24:46,0.061
01/05/2021,10:24:47,0.042
01/05/2021,10:24:48,0.032
01/05/2021,10:24:49,0.043
01/05/2021,10:24:50,0.043
01/05/2021,10:24:51,0.017
01/05/2021,10:24:52,0.023
01/05/2021,10:24:53,0.032
01/05/2021,10:24:54,0.025
01/05/2021,10:24:55,0.036
01/05/2021,10:24:56,0.038
01/05/2021,10:24:57,0.039
01/05/2021,10:24:58,0.045
01/05/2021,10:24:59,0.044
01/05/2021,10:25:00,0.042
01/05/2021,10:25:01,0.037
01/05/2021,10:25:02,0.043
01/05/2021,10:25:03,0.049
01/05/2021,10:25:04,0.057
01/05/2021,10:25:05,0.041
01/05/2021,10:25:06,0.043
01/05/2021,10:25:07,0.038
01/05/2021,10:25:08,0.05
01/05/2021,10:25:09,0.039
01/05/2021,10:25:10,0.03
01/05/2021,10:25:11,0.027
01/05/2021,10:25:12,0.034
01/05/2021,10:25:13,0.044
01/05/2021,10:25:14,0.151
01/05/2021,10:25:15,0.029
01/05/2021,10:25:16,0.036
01/05/2021,10:25:17,0.036
01/05/2021,10:25:18,0.035
01/05/2021,10:25:19,0.03
01/05/2021,10:25:20,0.034
01/05/2021,10:25:21,0.038
01/05/2021,10:25:22,0.036
01/05/2021,10:25:23,0.036
01/05/2021,10:25:24,0.043

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,01/05/2021
Start Time:,11:24:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.036
,Minimum:,0.023
,Time of Minimum:,11:25:10
,Date of Minimum:,01/05/2021
,Maximum:,0.073
,Time of Maximum:,11:25:15
,Date of Maximum:,01/05/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/05/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/05/2021,11:24:25,0.038
01/05/2021,11:24:26,0.032
01/05/2021,11:24:27,0.027
01/05/2021,11:24:28,0.035
01/05/2021,11:24:29,0.073
01/05/2021,11:24:30,0.035
01/05/2021,11:24:31,0.025
01/05/2021,11:24:32,0.035
01/05/2021,11:24:33,0.033
01/05/2021,11:24:34,0.028
01/05/2021,11:24:35,0.039
01/05/2021,11:24:36,0.025
01/05/2021,11:24:37,0.044
01/05/2021,11:24:38,0.028
01/05/2021,11:24:39,0.036
01/05/2021,11:24:40,0.056
01/05/2021,11:24:41,0.043
01/05/2021,11:24:42,0.023
01/05/2021,11:24:43,0.026
01/05/2021,11:24:44,0.026
01/05/2021,11:24:45,0.035
01/05/2021,11:24:46,0.033
01/05/2021,11:24:47,0.035
01/05/2021,11:24:48,0.03
01/05/2021,11:24:49,0.032
01/05/2021,11:24:50,0.036
01/05/2021,11:24:51,0.033
01/05/2021,11:24:52,0.04
01/05/2021,11:24:53,0.03
01/05/2021,11:24:54,0.033
01/05/2021,11:24:55,0.057
01/05/2021,11:24:56,0.033
01/05/2021,11:24:57,0.032
01/05/2021,11:24:58,0.039
01/05/2021,11:24:59,0.035
01/05/2021,11:25:00,0.035
01/05/2021,11:25:01,0.037
01/05/2021,11:25:02,0.035
01/05/2021,11:25:03,0.029
01/05/2021,11:25:04,0.038
01/05/2021,11:25:05,0.031
01/05/2021,11:25:06,0.031
