TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,08/14/2020
Start Time:,10:37:10
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.011
,Minimum:,0
,Time of Minimum:,10:37:44
,Date of Minimum:,08/14/2020
,Maximum:,0.025
,Time of Maximum:,10:38:09
,Date of Maximum:,08/14/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/14/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/14/2020,10:37:11,0.018
08/14/2020,10:37:12,0.008
08/14/2020,10:37:13,0.018
08/14/2020,10:37:14,0.01
08/14/2020,10:37:15,0.007
08/14/2020,10:37:16,0.01
08/14/2020,10:37:17,0.013
08/14/2020,10:37:18,0.013
08/14/2020,10:37:19,0.008
08/14/2020,10:37:20,0.008
08/14/2020,10:37:21,0.009
08/14/2020,10:37:22,0.008
08/14/2020,10:37:23,0.01
08/14/2020,10:37:24,0.008
08/14/2020,10:37:25,0.014
08/14/2020,10:37:26,0.009
08/14/2020,10:37:27,0.011
08/14/2020,10:37:28,0.012
08/14/2020,10:37:29,0.019
08/14/2020,10:37:30,0.007
08/14/2020,10:37:31,0.005
08/14/2020,10:37:32,0.017
08/14/2020,10:37:33,0.006
08/14/2020,10:37:34,0.007
08/14/2020,10:37:35,0.02
08/14/2020,10:37:36,0.007
08/14/2020,10:37:37,0.01
08/14/2020,10:37:38,0.018
08/14/2020,10:37:39,0.015
08/14/2020,10:37:40,0.01
08/14/2020,10:37:41,0.001
08/14/2020,10:37:42,0
08/14/2020,10:37:43,0
08/14/2020,10:37:44,0
08/14/2020,10:37:45,0.001
08/14/2020,10:37:46,0.016
