TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 1
Start Date:,02/04/2022
Start Time:,02:21:30
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.08
,Minimum:,0.045
,Time of Minimum:,02:22:28
,Date of Minimum:,02/04/2022
,Maximum:,0.177
,Time of Maximum:,02:21:33
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,14:21:31,0.117
02/04/2022,14:21:32,0.155
02/04/2022,14:21:33,0.177
02/04/2022,14:21:34,0.168
02/04/2022,14:21:35,0.118
02/04/2022,14:21:36,0.125
02/04/2022,14:21:37,0.088
02/04/2022,14:21:38,0.116
02/04/2022,14:21:39,0.089
02/04/2022,14:21:40,0.083
02/04/2022,14:21:41,0.057
02/04/2022,14:21:42,0.074
02/04/2022,14:21:43,0.06
02/04/2022,14:21:44,0.049
02/04/2022,14:21:45,0.079
02/04/2022,14:21:46,0.078
02/04/2022,14:21:47,0.072
02/04/2022,14:21:48,0.078
02/04/2022,14:21:49,0.072
02/04/2022,14:21:50,0.075
02/04/2022,14:21:51,0.078
02/04/2022,14:21:52,0.124
02/04/2022,14:21:53,0.112
02/04/2022,14:21:54,0.109
02/04/2022,14:21:55,0.078
02/04/2022,14:21:56,0.065
02/04/2022,14:21:57,0.082
02/04/2022,14:21:58,0.061
02/04/2022,14:21:59,0.087
02/04/2022,14:22:00,0.08
02/04/2022,14:22:01,0.064
02/04/2022,14:22:02,0.061
02/04/2022,14:22:03,0.114
02/04/2022,14:22:04,0.08
02/04/2022,14:22:05,0.07
02/04/2022,14:22:06,0.068
02/04/2022,14:22:07,0.055
02/04/2022,14:22:08,0.081
02/04/2022,14:22:09,0.072
02/04/2022,14:22:10,0.055
02/04/2022,14:22:11,0.049
02/04/2022,14:22:12,0.13
02/04/2022,14:22:13,0.067
02/04/2022,14:22:14,0.055
02/04/2022,14:22:15,0.059
02/04/2022,14:22:16,0.061
02/04/2022,14:22:17,0.048
02/04/2022,14:22:18,0.055
02/04/2022,14:22:19,0.056
02/04/2022,14:22:20,0.052
02/04/2022,14:22:21,0.049
02/04/2022,14:22:22,0.052
02/04/2022,14:22:23,0.105
02/04/2022,14:22:24,0.061
02/04/2022,14:22:25,0.049
02/04/2022,14:22:26,0.065
02/04/2022,14:22:27,0.049
02/04/2022,14:22:28,0.045
02/04/2022,14:22:29,0.084
02/04/2022,14:22:30,0.06

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 2
Start Date:,02/04/2022
Start Time:,03:21:31
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.053
,Minimum:,0.028
,Time of Minimum:,03:21:49
,Date of Minimum:,02/04/2022
,Maximum:,0.094
,Time of Maximum:,03:22:08
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,15:21:32,0.051
02/04/2022,15:21:33,0.077
02/04/2022,15:21:34,0.041
02/04/2022,15:21:35,0.04
02/04/2022,15:21:36,0.045
02/04/2022,15:21:37,0.067
02/04/2022,15:21:38,0.041
02/04/2022,15:21:39,0.047
02/04/2022,15:21:40,0.077
02/04/2022,15:21:41,0.043
02/04/2022,15:21:42,0.038
