TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,10/29/2021
Start Time:,01:17:55
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.136
,Minimum:,0.102
,Time of Minimum:,01:18:26
,Date of Minimum:,10/29/2021
,Maximum:,0.192
,Time of Maximum:,01:18:29
,Date of Maximum:,10/29/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/29/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/29/2021,13:17:56,0.146
10/29/2021,13:17:57,0.165
10/29/2021,13:17:58,0.14
10/29/2021,13:17:59,0.125
10/29/2021,13:18:00,0.138
10/29/2021,13:18:01,0.126
10/29/2021,13:18:02,0.123
10/29/2021,13:18:03,0.187
10/29/2021,13:18:04,0.125
10/29/2021,13:18:05,0.133
10/29/2021,13:18:06,0.112
10/29/2021,13:18:07,0.166
10/29/2021,13:18:08,0.132
10/29/2021,13:18:09,0.131
10/29/2021,13:18:10,0.113
10/29/2021,13:18:11,0.132
10/29/2021,13:18:12,0.131
10/29/2021,13:18:13,0.112
10/29/2021,13:18:14,0.132
10/29/2021,13:18:15,0.143
10/29/2021,13:18:16,0.131
10/29/2021,13:18:17,0.131
10/29/2021,13:18:18,0.132
10/29/2021,13:18:19,0.144
10/29/2021,13:18:20,0.167
10/29/2021,13:18:21,0.124
10/29/2021,13:18:22,0.13
10/29/2021,13:18:23,0.109
10/29/2021,13:18:24,0.112
10/29/2021,13:18:25,0.123
10/29/2021,13:18:26,0.102
10/29/2021,13:18:27,0.137
10/29/2021,13:18:28,0.126
10/29/2021,13:18:29,0.192
10/29/2021,13:18:30,0.15
10/29/2021,13:18:31,0.136
10/29/2021,13:18:32,0.132
10/29/2021,13:18:33,0.132
10/29/2021,13:18:34,0.162
10/29/2021,13:18:35,0.126
10/29/2021,13:18:36,0.113
10/29/2021,13:18:37,0.147
10/29/2021,13:18:38,0.123
10/29/2021,13:18:39,0.115
10/29/2021,13:18:40,0.152
10/29/2021,13:18:41,0.117
10/29/2021,13:18:42,0.14
10/29/2021,13:18:43,0.156
10/29/2021,13:18:44,0.174
10/29/2021,13:18:45,0.154
10/29/2021,13:18:46,0.133
10/29/2021,13:18:47,0.148
10/29/2021,13:18:48,0.138
10/29/2021,13:18:49,0.148
10/29/2021,13:18:50,0.108
10/29/2021,13:18:51,0.124
10/29/2021,13:18:52,0.145
10/29/2021,13:18:53,0.128
10/29/2021,13:18:54,0.126
10/29/2021,13:18:55,0.137

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,10/29/2021
Start Time:,02:17:56
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.12
,Minimum:,0.087
,Time of Minimum:,02:18:48
,Date of Minimum:,10/29/2021
,Maximum:,0.384
,Time of Maximum:,02:18:11
,Date of Maximum:,10/29/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/29/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/29/2021,14:17:57,0.119
10/29/2021,14:17:58,0.121
10/29/2021,14:17:59,0.122
10/29/2021,14:18:00,0.101
10/29/2021,14:18:01,0.099
10/29/2021,14:18:02,0.115
10/29/2021,14:18:03,0.154
10/29/2021,14:18:04,0.127
10/29/2021,14:18:05,0.112
10/29/2021,14:18:06,0.101
10/29/2021,14:18:07,0.105
10/29/2021,14:18:08,0.099
10/29/2021,14:18:09,0.126
10/29/2021,14:18:10,0.114
10/29/2021,14:18:11,0.384
10/29/2021,14:18:12,0.123
10/29/2021,14:18:13,0.105
10/29/2021,14:18:14,0.115
10/29/2021,14:18:15,0.117
10/29/2021,14:18:16,0.132
10/29/2021,14:18:17,0.133
10/29/2021,14:18:18,0.115
10/29/2021,14:18:19,0.129
10/29/2021,14:18:20,0.102
10/29/2021,14:18:21,0.132
10/29/2021,14:18:22,0.111
10/29/2021,14:18:23,0.107
10/29/2021,14:18:24,0.089
10/29/2021,14:18:25,0.125
10/29/2021,14:18:26,0.145
10/29/2021,14:18:27,0.133
10/29/2021,14:18:28,0.135
10/29/2021,14:18:29,0.124
10/29/2021,14:18:30,0.113
10/29/2021,14:18:31,0.117
10/29/2021,14:18:32,0.102
10/29/2021,14:18:33,0.121
10/29/2021,14:18:34,0.144
10/29/2021,14:18:35,0.103
10/29/2021,14:18:36,0.12
10/29/2021,14:18:37,0.159
10/29/2021,14:18:38,0.107
10/29/2021,14:18:39,0.111
10/29/2021,14:18:40,0.126
10/29/2021,14:18:41,0.101
10/29/2021,14:18:42,0.1
10/29/2021,14:18:43,0.101
10/29/2021,14:18:44,0.127
10/29/2021,14:18:45,0.113
10/29/2021,14:18:46,0.101
10/29/2021,14:18:47,0.111
10/29/2021,14:18:48,0.087
10/29/2021,14:18:49,0.137
10/29/2021,14:18:50,0.093
10/29/2021,14:18:51,0.107
10/29/2021,14:18:52,0.117
10/29/2021,14:18:53,0.113
10/29/2021,14:18:54,0.096
10/29/2021,14:18:55,0.115
10/29/2021,14:18:56,0.113

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 3
Start Date:,10/29/2021
Start Time:,03:17:56
