TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,03/12/2021
Start Time:,11:03:18
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.048
,Minimum:,0.02
,Time of Minimum:,11:03:50
,Date of Minimum:,03/12/2021
,Maximum:,0.072
,Time of Maximum:,11:03:57
,Date of Maximum:,03/12/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/12/2021
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/12/2021,11:03:19,0.036
03/12/2021,11:03:20,0.04
03/12/2021,11:03:21,0.05
03/12/2021,11:03:22,0.044
03/12/2021,11:03:23,0.056
03/12/2021,11:03:24,0.046
03/12/2021,11:03:25,0.041
03/12/2021,11:03:26,0.035
03/12/2021,11:03:27,0.043
03/12/2021,11:03:28,0.046
03/12/2021,11:03:29,0.044
03/12/2021,11:03:30,0.05
03/12/2021,11:03:31,0.053
03/12/2021,11:03:32,0.061
03/12/2021,11:03:33,0.061
03/12/2021,11:03:34,0.063
03/12/2021,11:03:35,0.05
03/12/2021,11:03:36,0.057
03/12/2021,11:03:37,0.06
03/12/2021,11:03:38,0.057
03/12/2021,11:03:39,0.067
03/12/2021,11:03:40,0.053
03/12/2021,11:03:41,0.053
03/12/2021,11:03:42,0.048
03/12/2021,11:03:43,0.059
03/12/2021,11:03:44,0.047
03/12/2021,11:03:45,0.05
03/12/2021,11:03:46,0.036
03/12/2021,11:03:47,0.036
03/12/2021,11:03:48,0.057
03/12/2021,11:03:49,0.034
03/12/2021,11:03:50,0.02
03/12/2021,11:03:51,0.027
03/12/2021,11:03:52,0.032
03/12/2021,11:03:53,0.036
03/12/2021,11:03:54,0.042
03/12/2021,11:03:55,0.069
03/12/2021,11:03:56,0.045
03/12/2021,11:03:57,0.072
03/12/2021,11:03:58,0.06
03/12/2021,11:03:59,0.058
03/12/2021,11:04:00,0.055
03/12/2021,11:04:01,0.053
03/12/2021,11:04:02,0.042
03/12/2021,11:04:03,0.045
03/12/2021,11:04:04,0.04
03/12/2021,11:04:05,0.028
03/12/2021,11:04:06,0.022
03/12/2021,11:04:07,0.05
03/12/2021,11:04:08,0.035
03/12/2021,11:04:09,0.067
03/12/2021,11:04:10,0.044
03/12/2021,11:04:11,0.063
03/12/2021,11:04:12,0.054
03/12/2021,11:04:13,0.065
03/12/2021,11:04:14,0.063
03/12/2021,11:04:15,0.055
03/12/2021,11:04:16,0.062
03/12/2021,11:04:17,0.037
03/12/2021,11:04:18,0.028

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,03/12/2021
Start Time:,12:03:19
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.046
,Minimum:,0.019
,Time of Minimum:,12:03:48
,Date of Minimum:,03/12/2021
,Maximum:,0.086
,Time of Maximum:,12:03:37
,Date of Maximum:,03/12/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/12/2021
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/12/2021,12:03:20,0.052
03/12/2021,12:03:21,0.042
03/12/2021,12:03:22,0.054
03/12/2021,12:03:23,0.042
03/12/2021,12:03:24,0.041
03/12/2021,12:03:25,0.033
03/12/2021,12:03:26,0.037
03/12/2021,12:03:27,0.034
03/12/2021,12:03:28,0.03
03/12/2021,12:03:29,0.028
03/12/2021,12:03:30,0.03
03/12/2021,12:03:31,0.022
03/12/2021,12:03:32,0.062
03/12/2021,12:03:33,0.055
03/12/2021,12:03:34,0.059
03/12/2021,12:03:35,0.055
03/12/2021,12:03:36,0.062
03/12/2021,12:03:37,0.086
03/12/2021,12:03:38,0.056
03/12/2021,12:03:39,0.066
03/12/2021,12:03:40,0.046
03/12/2021,12:03:41,0.047
03/12/2021,12:03:42,0.043
03/12/2021,12:03:43,0.037
03/12/2021,12:03:44,0.039
03/12/2021,12:03:45,0.032
03/12/2021,12:03:46,0.041
03/12/2021,12:03:47,0.048
03/12/2021,12:03:48,0.019
03/12/2021,12:03:49,0.032
03/12/2021,12:03:50,0.029
03/12/2021,12:03:51,0.034
03/12/2021,12:03:52,0.044
03/12/2021,12:03:53,0.045
03/12/2021,12:03:54,0.053
03/12/2021,12:03:55,0.047
03/12/2021,12:03:56,0.069
03/12/2021,12:03:57,0.062
03/12/2021,12:03:58,0.058
03/12/2021,12:03:59,0.068
03/12/2021,12:04:00,0.053
03/12/2021,12:04:01,0.051
03/12/2021,12:04:02,0.063
03/12/2021,12:04:03,0.038
03/12/2021,12:04:04,0.029
03/12/2021,12:04:05,0.046
03/12/2021,12:04:06,0.031
03/12/2021,12:04:07,0.035
03/12/2021,12:04:08,0.022
03/12/2021,12:04:09,0.029
03/12/2021,12:04:10,0.037
03/12/2021,12:04:11,0.05
03/12/2021,12:04:12,0.05
03/12/2021,12:04:13,0.035
03/12/2021,12:04:14,0.05
03/12/2021,12:04:15,0.045
03/12/2021,12:04:16,0.064
03/12/2021,12:04:17,0.062
03/12/2021,12:04:18,0.068
03/12/2021,12:04:19,0.054

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
