TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,02/04/2022
Start Time:,11:08:53
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.019
,Minimum:,0
,Time of Minimum:,11:09:20
,Date of Minimum:,02/04/2022
,Maximum:,0.075
,Time of Maximum:,11:09:49
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,11:08:54,0
02/04/2022,11:08:55,0
02/04/2022,11:08:56,0.005
02/04/2022,11:08:57,0
02/04/2022,11:08:58,0
02/04/2022,11:08:59,0.017
02/04/2022,11:09:00,0.004
02/04/2022,11:09:01,0.016
02/04/2022,11:09:02,0.012
02/04/2022,11:09:03,0.022
02/04/2022,11:09:04,0.019
02/04/2022,11:09:05,0.028
02/04/2022,11:09:06,0.036
02/04/2022,11:09:07,0.046
02/04/2022,11:09:08,0.051
02/04/2022,11:09:09,0.033
02/04/2022,11:09:10,0.03
02/04/2022,11:09:11,0.028
02/04/2022,11:09:12,0.016
02/04/2022,11:09:13,0.011
02/04/2022,11:09:14,0.011
02/04/2022,11:09:15,0.012
02/04/2022,11:09:16,0.015
02/04/2022,11:09:17,0.006
02/04/2022,11:09:18,0.014
02/04/2022,11:09:19,0.009
02/04/2022,11:09:20,0
02/04/2022,11:09:21,0.014
02/04/2022,11:09:22,0.009
02/04/2022,11:09:23,0.003
02/04/2022,11:09:24,0.013
02/04/2022,11:09:25,0.003
02/04/2022,11:09:26,0.043
02/04/2022,11:09:27,0.009
02/04/2022,11:09:28,0.01
02/04/2022,11:09:29,0.016
02/04/2022,11:09:30,0.018
02/04/2022,11:09:31,0.02
02/04/2022,11:09:32,0.025
02/04/2022,11:09:33,0.023
02/04/2022,11:09:34,0.026
02/04/2022,11:09:35,0.026
02/04/2022,11:09:36,0.024
02/04/2022,11:09:37,0.02
02/04/2022,11:09:38,0.038
02/04/2022,11:09:39,0.023
02/04/2022,11:09:40,0.037
02/04/2022,11:09:41,0.017
02/04/2022,11:09:42,0.041
02/04/2022,11:09:43,0.015
02/04/2022,11:09:44,0.042
02/04/2022,11:09:45,0.025
02/04/2022,11:09:46,0.006
02/04/2022,11:09:47,0.002
02/04/2022,11:09:48,0.015
02/04/2022,11:09:49,0.075
02/04/2022,11:09:50,0.008
02/04/2022,11:09:51,0.003
02/04/2022,11:09:52,0.018
02/04/2022,11:09:53,0.017

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,02/04/2022
Start Time:,12:08:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.01
,Minimum:,0
,Time of Minimum:,12:09:52
,Date of Minimum:,02/04/2022
,Maximum:,0.028
,Time of Maximum:,12:09:39
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,12:08:55,0.022
02/04/2022,12:08:56,0.016
02/04/2022,12:08:57,0.005
02/04/2022,12:08:58,0.023
02/04/2022,12:08:59,0.019
02/04/2022,12:09:00,0
02/04/2022,12:09:01,0.011
02/04/2022,12:09:02,0.013
02/04/2022,12:09:03,0
02/04/2022,12:09:04,0.006
02/04/2022,12:09:05,0.003
02/04/2022,12:09:06,0.015
02/04/2022,12:09:07,0.001
02/04/2022,12:09:08,0.005
02/04/2022,12:09:09,0.016
02/04/2022,12:09:10,0.007
02/04/2022,12:09:11,0.002
02/04/2022,12:09:12,0.018
02/04/2022,12:09:13,0.014
02/04/2022,12:09:14,0.009
02/04/2022,12:09:15,0.022
02/04/2022,12:09:16,0.016
02/04/2022,12:09:17,0.015
02/04/2022,12:09:18,0.021
02/04/2022,12:09:19,0.016
02/04/2022,12:09:20,0.013
02/04/2022,12:09:21,0.014
02/04/2022,12:09:22,0.021
02/04/2022,12:09:23,0.017
02/04/2022,12:09:24,0.003
02/04/2022,12:09:25,0.005
02/04/2022,12:09:26,0.016
02/04/2022,12:09:27,0.01
02/04/2022,12:09:28,0.005
02/04/2022,12:09:29,0
02/04/2022,12:09:30,0.002
02/04/2022,12:09:31,0.002
02/04/2022,12:09:32,0.008
02/04/2022,12:09:33,0.004
02/04/2022,12:09:34,0.005
02/04/2022,12:09:35,0.007
02/04/2022,12:09:36,0.01
02/04/2022,12:09:37,0.013
02/04/2022,12:09:38,0.014
02/04/2022,12:09:39,0.028
02/04/2022,12:09:40,0.024
02/04/2022,12:09:41,0.017
02/04/2022,12:09:42,0.013
02/04/2022,12:09:43,0.012
02/04/2022,12:09:44,0.013
02/04/2022,12:09:45,0.005
02/04/2022,12:09:46,0.002
02/04/2022,12:09:47,0
02/04/2022,12:09:48,0
02/04/2022,12:09:49,0
02/04/2022,12:09:50,0.001
02/04/2022,12:09:51,0.003
02/04/2022,12:09:52,0
02/04/2022,12:09:53,0.005
02/04/2022,12:09:54,0.015

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 3
Start Date:,02/04/2022
Start Time:,01:08:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.019
,Minimum:,0.001
,Time of Minimum:,01:09:22
,Date of Minimum:,02/04/2022
,Maximum:,0.076
,Time of Maximum:,01:09:15
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,13:08:55,0.011
02/04/2022,13:08:56,0.029
02/04/2022,13:08:57,0.006
02/04/2022,13:08:58,0.017
02/04/2022,13:08:59,0.015
02/04/2022,13:09:00,0.007
02/04/2022,13:09:01,0.027
02/04/2022,13:09:02,0.033
02/04/2022,13:09:03,0.017
02/04/2022,13:09:04,0.027
02/04/2022,13:09:05,0.027
02/04/2022,13:09:06,0.019
02/04/2022,13:09:07,0.029
02/04/2022,13:09:08,0.019
02/04/2022,13:09:09,0.027
02/04/2022,13:09:10,0.021
02/04/2022,13:09:11,0.027
02/04/2022,13:09:12,0.017
02/04/2022,13:09:13,0.016
02/04/2022,13:09:14,0.027
02/04/2022,13:09:15,0.076
02/04/2022,13:09:16,0.01
02/04/2022,13:09:17,0.005
02/04/2022,13:09:18,0.018
02/04/2022,13:09:19,0.004
02/04/2022,13:09:20,0.015
02/04/2022,13:09:21,0.014
02/04/2022,13:09:22,0.001
02/04/2022,13:09:23,0.01
02/04/2022,13:09:24,0.009
02/04/2022,13:09:25,0.05
02/04/2022,13:09:26,0.008
02/04/2022,13:09:27,0.002
02/04/2022,13:09:28,0.006
02/04/2022,13:09:29,0.012
02/04/2022,13:09:30,0.011
02/04/2022,13:09:31,0.033
02/04/2022,13:09:32,0.013
02/04/2022,13:09:33,0.03
02/04/2022,13:09:34,0.016
02/04/2022,13:09:35,0.023
02/04/2022,13:09:36,0.018
02/04/2022,13:09:37,0.02
02/04/2022,13:09:38,0.022
02/04/2022,13:09:39,0.012
02/04/2022,13:09:40,0.025
02/04/2022,13:09:41,0.025
02/04/2022,13:09:42,0.021
02/04/2022,13:09:43,0.023
02/04/2022,13:09:44,0.02
02/04/2022,13:09:45,0.021
02/04/2022,13:09:46,0.019
02/04/2022,13:09:47,0.016
02/04/2022,13:09:48,0.019
02/04/2022,13:09:49,0.02
02/04/2022,13:09:50,0.018
02/04/2022,13:09:51,0.014
02/04/2022,13:09:52,0.024
02/04/2022,13:09:53,0.017
02/04/2022,13:09:54,0.014

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 4
Start Date:,02/04/2022
Start Time:,02:08:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.028
,Minimum:,0.009
,Time of Minimum:,02:08:57
,Date of Minimum:,02/04/2022
,Maximum:,0.064
,Time of Maximum:,02:09:51
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,14:08:55,0.029
02/04/2022,14:08:56,0.012
02/04/2022,14:08:57,0.009
02/04/2022,14:08:58,0.034
02/04/2022,14:08:59,0.034
02/04/2022,14:09:00,0.02
02/04/2022,14:09:01,0.053
02/04/2022,14:09:02,0.016
02/04/2022,14:09:03,0.033
02/04/2022,14:09:04,0.01
02/04/2022,14:09:05,0.036
02/04/2022,14:09:06,0.038
02/04/2022,14:09:07,0.028
02/04/2022,14:09:08,0.026
02/04/2022,14:09:09,0.061
02/04/2022,14:09:10,0.022
02/04/2022,14:09:11,0.021
02/04/2022,14:09:12,0.021
02/04/2022,14:09:13,0.013
02/04/2022,14:09:14,0.031
02/04/2022,14:09:15,0.033
02/04/2022,14:09:16,0.042
02/04/2022,14:09:17,0.033
02/04/2022,14:09:18,0.032
02/04/2022,14:09:19,0.03
02/04/2022,14:09:20,0.043
02/04/2022,14:09:21,0.033
02/04/2022,14:09:22,0.025
02/04/2022,14:09:23,0.055
02/04/2022,14:09:24,0.036
02/04/2022,14:09:25,0.031
02/04/2022,14:09:26,0.064
02/04/2022,14:09:27,0.028
02/04/2022,14:09:28,0.025
02/04/2022,14:09:29,0.025
02/04/2022,14:09:30,0.029
02/04/2022,14:09:31,0.03
02/04/2022,14:09:32,0.029
02/04/2022,14:09:33,0.029
02/04/2022,14:09:34,0.024
02/04/2022,14:09:35,0.035
02/04/2022,14:09:36,0.026
02/04/2022,14:09:37,0.029
02/04/2022,14:09:38,0.02
02/04/2022,14:09:39,0.024
02/04/2022,14:09:40,0.025
02/04/2022,14:09:41,0.028
02/04/2022,14:09:42,0.021
02/04/2022,14:09:43,0.021
02/04/2022,14:09:44,0.028
02/04/2022,14:09:45,0.016
02/04/2022,14:09:46,0.026
02/04/2022,14:09:47,0.021
02/04/2022,14:09:48,0.011
02/04/2022,14:09:49,0.01
02/04/2022,14:09:50,0.022
02/04/2022,14:09:51,0.064
02/04/2022,14:09:52,0.025
02/04/2022,14:09:53,0.015
02/04/2022,14:09:54,0.016

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 5
Start Date:,02/04/2022
Start Time:,03:08:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.014
,Minimum:,0
,Time of Minimum:,03:09:45
,Date of Minimum:,02/04/2022
,Maximum:,0.038
