TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,10/13/2020
Start Time:,09:52:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.032
,Minimum:,0.016
,Time of Minimum:,09:52:54
,Date of Minimum:,10/13/2020
,Maximum:,0.08
,Time of Maximum:,09:52:27
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,09:52:25,0.054
10/13/2020,09:52:26,0.036
10/13/2020,09:52:27,0.08
10/13/2020,09:52:28,0.037
10/13/2020,09:52:29,0.042
10/13/2020,09:52:30,0.031
10/13/2020,09:52:31,0.041
10/13/2020,09:52:32,0.053
10/13/2020,09:52:33,0.036
10/13/2020,09:52:34,0.034
10/13/2020,09:52:35,0.038
10/13/2020,09:52:36,0.031
10/13/2020,09:52:37,0.028
10/13/2020,09:52:38,0.034
10/13/2020,09:52:39,0.024
10/13/2020,09:52:40,0.031
10/13/2020,09:52:41,0.024
10/13/2020,09:52:42,0.029
10/13/2020,09:52:43,0.022
10/13/2020,09:52:44,0.029
10/13/2020,09:52:45,0.033
10/13/2020,09:52:46,0.041
10/13/2020,09:52:47,0.056
10/13/2020,09:52:48,0.031
10/13/2020,09:52:49,0.045
10/13/2020,09:52:50,0.031
10/13/2020,09:52:51,0.028
10/13/2020,09:52:52,0.033
10/13/2020,09:52:53,0.022
10/13/2020,09:52:54,0.016
10/13/2020,09:52:55,0.029
10/13/2020,09:52:56,0.029
10/13/2020,09:52:57,0.022
10/13/2020,09:52:58,0.023
10/13/2020,09:52:59,0.031
10/13/2020,09:53:00,0.028
10/13/2020,09:53:01,0.027
10/13/2020,09:53:02,0.02
10/13/2020,09:53:03,0.024
10/13/2020,09:53:04,0.023
10/13/2020,09:53:05,0.026
10/13/2020,09:53:06,0.044
10/13/2020,09:53:07,0.022
10/13/2020,09:53:08,0.041
10/13/2020,09:53:09,0.026
10/13/2020,09:53:10,0.021
10/13/2020,09:53:11,0.027
10/13/2020,09:53:12,0.041
10/13/2020,09:53:13,0.032
10/13/2020,09:53:14,0.032
10/13/2020,09:53:15,0.033
10/13/2020,09:53:16,0.024
10/13/2020,09:53:17,0.026
10/13/2020,09:53:18,0.025
10/13/2020,09:53:19,0.036
10/13/2020,09:53:20,0.037
10/13/2020,09:53:21,0.028
10/13/2020,09:53:22,0.032
10/13/2020,09:53:23,0.036
10/13/2020,09:53:24,0.025

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,10/13/2020
Start Time:,10:52:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.021
,Minimum:,0.008
,Time of Minimum:,10:52:25
,Date of Minimum:,10/13/2020
,Maximum:,0.086
,Time of Maximum:,10:53:24
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,10:52:25,0.008
10/13/2020,10:52:26,0.011
10/13/2020,10:52:27,0.019
10/13/2020,10:52:28,0.013
10/13/2020,10:52:29,0.025
10/13/2020,10:52:30,0.031
10/13/2020,10:52:31,0.022
10/13/2020,10:52:32,0.017
10/13/2020,10:52:33,0.018
10/13/2020,10:52:34,0.02
10/13/2020,10:52:35,0.023
10/13/2020,10:52:36,0.036
10/13/2020,10:52:37,0.024
10/13/2020,10:52:38,0.02
10/13/2020,10:52:39,0.018
10/13/2020,10:52:40,0.02
10/13/2020,10:52:41,0.035
10/13/2020,10:52:42,0.027
10/13/2020,10:52:43,0.018
10/13/2020,10:52:44,0.03
10/13/2020,10:52:45,0.025
10/13/2020,10:52:46,0.023
10/13/2020,10:52:47,0.023
10/13/2020,10:52:48,0.024
10/13/2020,10:52:49,0.021
10/13/2020,10:52:50,0.024
10/13/2020,10:52:51,0.022
10/13/2020,10:52:52,0.023
10/13/2020,10:52:53,0.019
10/13/2020,10:52:54,0.022
10/13/2020,10:52:55,0.018
10/13/2020,10:52:56,0.02
10/13/2020,10:52:57,0.021
10/13/2020,10:52:58,0.018
10/13/2020,10:52:59,0.034
10/13/2020,10:53:00,0.015
10/13/2020,10:53:01,0.016
10/13/2020,10:53:02,0.017
10/13/2020,10:53:03,0.014
10/13/2020,10:53:04,0.015
10/13/2020,10:53:05,0.017
10/13/2020,10:53:06,0.019
10/13/2020,10:53:07,0.025
10/13/2020,10:53:08,0.019
10/13/2020,10:53:09,0.013
10/13/2020,10:53:10,0.017
10/13/2020,10:53:11,0.013
10/13/2020,10:53:12,0.018
10/13/2020,10:53:13,0.04
10/13/2020,10:53:14,0.019
10/13/2020,10:53:15,0.014
10/13/2020,10:53:16,0.017
10/13/2020,10:53:17,0.018
10/13/2020,10:53:18,0.032
10/13/2020,10:53:19,0.009
10/13/2020,10:53:20,0.014
10/13/2020,10:53:21,0.016
10/13/2020,10:53:22,0.015
10/13/2020,10:53:23,0.015
10/13/2020,10:53:24,0.086

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 3
Start Date:,10/13/2020
Start Time:,11:52:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.018
,Minimum:,0.006
,Time of Minimum:,11:53:08
,Date of Minimum:,10/13/2020
,Maximum:,0.04
,Time of Maximum:,11:52:48
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,11:52:25,0.015
10/13/2020,11:52:26,0.02
10/13/2020,11:52:27,0.018
10/13/2020,11:52:28,0.022
10/13/2020,11:52:29,0.018
10/13/2020,11:52:30,0.018
10/13/2020,11:52:31,0.03
10/13/2020,11:52:32,0.02
10/13/2020,11:52:33,0.019
10/13/2020,11:52:34,0.035
10/13/2020,11:52:35,0.024
10/13/2020,11:52:36,0.028
10/13/2020,11:52:37,0.019
10/13/2020,11:52:38,0.023
10/13/2020,11:52:39,0.019
10/13/2020,11:52:40,0.027
10/13/2020,11:52:41,0.021
10/13/2020,11:52:42,0.019
10/13/2020,11:52:43,0.024
10/13/2020,11:52:44,0.019
10/13/2020,11:52:45,0.015
10/13/2020,11:52:46,0.025
10/13/2020,11:52:47,0.022
10/13/2020,11:52:48,0.04
10/13/2020,11:52:49,0.017
10/13/2020,11:52:50,0.028
10/13/2020,11:52:51,0.019
10/13/2020,11:52:52,0.02
10/13/2020,11:52:53,0.014
10/13/2020,11:52:54,0.009
10/13/2020,11:52:55,0.013
10/13/2020,11:52:56,0.02
10/13/2020,11:52:57,0.011
10/13/2020,11:52:58,0.009
10/13/2020,11:52:59,0.008
10/13/2020,11:53:00,0.01
10/13/2020,11:53:01,0.008
10/13/2020,11:53:02,0.01
10/13/2020,11:53:03,0.013
10/13/2020,11:53:04,0.007
10/13/2020,11:53:05,0.01
10/13/2020,11:53:06,0.018
10/13/2020,11:53:07,0.01
10/13/2020,11:53:08,0.006
10/13/2020,11:53:09,0.013
10/13/2020,11:53:10,0.009
10/13/2020,11:53:11,0.011
10/13/2020,11:53:12,0.016
10/13/2020,11:53:13,0.021
10/13/2020,11:53:14,0.013
10/13/2020,11:53:15,0.017
10/13/2020,11:53:16,0.015
10/13/2020,11:53:17,0.025
10/13/2020,11:53:18,0.018
10/13/2020,11:53:19,0.027
10/13/2020,11:53:20,0.017
10/13/2020,11:53:21,0.022
10/13/2020,11:53:22,0.02
10/13/2020,11:53:23,0.021
10/13/2020,11:53:24,0.024

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 4
Start Date:,10/13/2020
Start Time:,12:52:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.017
,Minimum:,0.005
,Time of Minimum:,12:52:52
,Date of Minimum:,10/13/2020
,Maximum:,0.041
,Time of Maximum:,12:52:45
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,12:52:25,0.017
10/13/2020,12:52:26,0.015
10/13/2020,12:52:27,0.015
10/13/2020,12:52:28,0.018
10/13/2020,12:52:29,0.02
10/13/2020,12:52:30,0.021
10/13/2020,12:52:31,0.026
10/13/2020,12:52:32,0.02
10/13/2020,12:52:33,0.017
10/13/2020,12:52:34,0.019
10/13/2020,12:52:35,0.019
10/13/2020,12:52:36,0.021
10/13/2020,12:52:37,0.021
10/13/2020,12:52:38,0.023
10/13/2020,12:52:39,0.021
10/13/2020,12:52:40,0.029
10/13/2020,12:52:41,0.025
10/13/2020,12:52:42,0.026
10/13/2020,12:52:43,0.024
10/13/2020,12:52:44,0.022
10/13/2020,12:52:45,0.041
10/13/2020,12:52:46,0.012
10/13/2020,12:52:47,0.031
10/13/2020,12:52:48,0.013
10/13/2020,12:52:49,0.012
10/13/2020,12:52:50,0.013
10/13/2020,12:52:51,0.006
10/13/2020,12:52:52,0.005
10/13/2020,12:52:53,0.007
10/13/2020,12:52:54,0.014
10/13/2020,12:52:55,0.023
10/13/2020,12:52:56,0.008
10/13/2020,12:52:57,0.011
10/13/2020,12:52:58,0.019
10/13/2020,12:52:59,0.012
10/13/2020,12:53:00,0.017
10/13/2020,12:53:01,0.017
10/13/2020,12:53:02,0.022
10/13/2020,12:53:03,0.02
10/13/2020,12:53:04,0.019
10/13/2020,12:53:05,0.019
10/13/2020,12:53:06,0.018
10/13/2020,12:53:07,0.021
10/13/2020,12:53:08,0.018
10/13/2020,12:53:09,0.018
10/13/2020,12:53:10,0.021
10/13/2020,12:53:11,0.019
10/13/2020,12:53:12,0.011
10/13/2020,12:53:13,0.009
10/13/2020,12:53:14,0.014
10/13/2020,12:53:15,0.007
10/13/2020,12:53:16,0.015
10/13/2020,12:53:17,0.009
10/13/2020,12:53:18,0.011
10/13/2020,12:53:19,0.019
10/13/2020,12:53:20,0.025
10/13/2020,12:53:21,0.009
10/13/2020,12:53:22,0.012
10/13/2020,12:53:23,0.015
10/13/2020,12:53:24,0.013

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 5
Start Date:,10/13/2020
Start Time:,01:52:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.016
,Minimum:,0.007
,Time of Minimum:,01:52:47
,Date of Minimum:,10/13/2020
,Maximum:,0.035
,Time of Maximum:,01:53:14
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,13:52:25,0.016
10/13/2020,13:52:26,0.02
10/13/2020,13:52:27,0.018
10/13/2020,13:52:28,0.016
10/13/2020,13:52:29,0.014
