TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,04/15/2022
Start Time:,10:52:22
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.014
,Minimum:,0
,Time of Minimum:,10:52:23
,Date of Minimum:,04/15/2022
,Maximum:,0.04
,Time of Maximum:,10:53:20
,Date of Maximum:,04/15/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/15/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/15/2022,10:52:23,0
04/15/2022,10:52:24,0.019
04/15/2022,10:52:25,0.013
04/15/2022,10:52:26,0.012
04/15/2022,10:52:27,0.007
04/15/2022,10:52:28,0.013
04/15/2022,10:52:29,0.007
04/15/2022,10:52:30,0.012
04/15/2022,10:52:31,0.017
04/15/2022,10:52:32,0.017
04/15/2022,10:52:33,0.029
04/15/2022,10:52:34,0.015
04/15/2022,10:52:35,0.014
04/15/2022,10:52:36,0.019
04/15/2022,10:52:37,0.016
04/15/2022,10:52:38,0.014
04/15/2022,10:52:39,0.017
04/15/2022,10:52:40,0.021
04/15/2022,10:52:41,0.008
04/15/2022,10:52:42,0.006
04/15/2022,10:52:43,0.012
04/15/2022,10:52:44,0.005
04/15/2022,10:52:45,0.008
04/15/2022,10:52:46,0.008
04/15/2022,10:52:47,0.01
04/15/2022,10:52:48,0.01
04/15/2022,10:52:49,0.017
04/15/2022,10:52:50,0.013
04/15/2022,10:52:51,0.007
04/15/2022,10:52:52,0.012
04/15/2022,10:52:53,0.012
04/15/2022,10:52:54,0.018
04/15/2022,10:52:55,0.016
04/15/2022,10:52:56,0.019
04/15/2022,10:52:57,0.016
04/15/2022,10:52:58,0.014
04/15/2022,10:52:59,0.015
04/15/2022,10:53:00,0.014
04/15/2022,10:53:01,0.011
04/15/2022,10:53:02,0.008
04/15/2022,10:53:03,0.011
04/15/2022,10:53:04,0.009
04/15/2022,10:53:05,0.018
04/15/2022,10:53:06,0.014
04/15/2022,10:53:07,0.013
04/15/2022,10:53:08,0.013
04/15/2022,10:53:09,0.009
04/15/2022,10:53:10,0.018
04/15/2022,10:53:11,0.019
04/15/2022,10:53:12,0.02
04/15/2022,10:53:13,0.014
04/15/2022,10:53:14,0.014
04/15/2022,10:53:15,0.019
04/15/2022,10:53:16,0.029
04/15/2022,10:53:17,0.033
04/15/2022,10:53:18,0.013
04/15/2022,10:53:19,0.008
04/15/2022,10:53:20,0.04
04/15/2022,10:53:21,0.014
04/15/2022,10:53:22,0.016

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,04/15/2022
Start Time:,11:52:23
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.015
,Minimum:,0.006
,Time of Minimum:,11:52:55
,Date of Minimum:,04/15/2022
,Maximum:,0.037
,Time of Maximum:,11:52:48
,Date of Maximum:,04/15/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/15/2022
,Cal name:,Factory

Date,Time,Concentration
