TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,06/12/2020
Start Time:,10:20:49
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.069
,Minimum:,0.053
,Time of Minimum:,10:21:46
,Date of Minimum:,06/12/2020
,Maximum:,0.1
,Time of Maximum:,10:21:05
,Date of Maximum:,06/12/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/12/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/12/2020,10:20:50,0.06
06/12/2020,10:20:51,0.066
06/12/2020,10:20:52,0.08
06/12/2020,10:20:53,0.07
06/12/2020,10:20:54,0.053
06/12/2020,10:20:55,0.074
06/12/2020,10:20:56,0.061
06/12/2020,10:20:57,0.063
06/12/2020,10:20:58,0.066
06/12/2020,10:20:59,0.064
06/12/2020,10:21:00,0.057
06/12/2020,10:21:01,0.061
06/12/2020,10:21:02,0.06
06/12/2020,10:21:03,0.058
06/12/2020,10:21:04,0.062
06/12/2020,10:21:05,0.1
06/12/2020,10:21:06,0.067
06/12/2020,10:21:07,0.086
06/12/2020,10:21:08,0.066
06/12/2020,10:21:09,0.06
06/12/2020,10:21:10,0.065
06/12/2020,10:21:11,0.073
06/12/2020,10:21:12,0.069
06/12/2020,10:21:13,0.082
06/12/2020,10:21:14,0.075
06/12/2020,10:21:15,0.069
06/12/2020,10:21:16,0.088
06/12/2020,10:21:17,0.085
06/12/2020,10:21:18,0.065
06/12/2020,10:21:19,0.071
06/12/2020,10:21:20,0.076
06/12/2020,10:21:21,0.085
06/12/2020,10:21:22,0.09
06/12/2020,10:21:23,0.083
06/12/2020,10:21:24,0.066
06/12/2020,10:21:25,0.068
06/12/2020,10:21:26,0.062
06/12/2020,10:21:27,0.063
06/12/2020,10:21:28,0.073
06/12/2020,10:21:29,0.081
06/12/2020,10:21:30,0.062
06/12/2020,10:21:31,0.063
06/12/2020,10:21:32,0.065
06/12/2020,10:21:33,0.072
06/12/2020,10:21:34,0.077
06/12/2020,10:21:35,0.066
06/12/2020,10:21:36,0.079
06/12/2020,10:21:37,0.065
06/12/2020,10:21:38,0.075
06/12/2020,10:21:39,0.064
06/12/2020,10:21:40,0.069
06/12/2020,10:21:41,0.068
06/12/2020,10:21:42,0.059
06/12/2020,10:21:43,0.059
06/12/2020,10:21:44,0.058
06/12/2020,10:21:45,0.054
06/12/2020,10:21:46,0.053
06/12/2020,10:21:47,0.062
06/12/2020,10:21:48,0.056
06/12/2020,10:21:49,0.064

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
