TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,07/31/2020
Start Time:,10:41:15
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.066
,Minimum:,0.05
,Time of Minimum:,10:41:46
,Date of Minimum:,07/31/2020
,Maximum:,0.079
,Time of Maximum:,10:42:02
,Date of Maximum:,07/31/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,07/31/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
07/31/2020,10:41:16,0.059
07/31/2020,10:41:17,0.059
07/31/2020,10:41:18,0.059
07/31/2020,10:41:19,0.064
07/31/2020,10:41:20,0.055
07/31/2020,10:41:21,0.066
07/31/2020,10:41:22,0.074
07/31/2020,10:41:23,0.077
07/31/2020,10:41:24,0.071
07/31/2020,10:41:25,0.066
07/31/2020,10:41:26,0.077
07/31/2020,10:41:27,0.073
07/31/2020,10:41:28,0.065
07/31/2020,10:41:29,0.061
07/31/2020,10:41:30,0.065
07/31/2020,10:41:31,0.07
07/31/2020,10:41:32,0.07
07/31/2020,10:41:33,0.069
07/31/2020,10:41:34,0.064
07/31/2020,10:41:35,0.07
07/31/2020,10:41:36,0.063
07/31/2020,10:41:37,0.064
07/31/2020,10:41:38,0.067
07/31/2020,10:41:39,0.061
07/31/2020,10:41:40,0.069
07/31/2020,10:41:41,0.07
07/31/2020,10:41:42,0.065
07/31/2020,10:41:43,0.066
07/31/2020,10:41:44,0.063
07/31/2020,10:41:45,0.06
07/31/2020,10:41:46,0.05
07/31/2020,10:41:47,0.06
07/31/2020,10:41:48,0.06
07/31/2020,10:41:49,0.063
07/31/2020,10:41:50,0.073
07/31/2020,10:41:51,0.061
07/31/2020,10:41:52,0.063
07/31/2020,10:41:53,0.077
07/31/2020,10:41:54,0.059
07/31/2020,10:41:55,0.064
07/31/2020,10:41:56,0.058
07/31/2020,10:41:57,0.062
07/31/2020,10:41:58,0.073
07/31/2020,10:41:59,0.065
07/31/2020,10:42:00,0.079
07/31/2020,10:42:01,0.067
07/31/2020,10:42:02,0.079
07/31/2020,10:42:03,0.059
07/31/2020,10:42:04,0.074
07/31/2020,10:42:05,0.065
07/31/2020,10:42:06,0.059
07/31/2020,10:42:07,0.052
07/31/2020,10:42:08,0.068
07/31/2020,10:42:09,0.071
07/31/2020,10:42:10,0.066
07/31/2020,10:42:11,0.062
07/31/2020,10:42:12,0.077
07/31/2020,10:42:13,0.073
07/31/2020,10:42:14,0.052
07/31/2020,10:42:15,0.063

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,07/31/2020
Start Time:,11:41:15
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.102
,Minimum:,0.086
,Time of Minimum:,11:41:25
,Date of Minimum:,07/31/2020
,Maximum:,0.12
,Time of Maximum:,11:42:04
,Date of Maximum:,07/31/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,07/31/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
