TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 1
Start Date:,08/13/2021
Start Time:,09:35:13
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.041
,Minimum:,0.027
,Time of Minimum:,09:35:19
,Date of Minimum:,08/13/2021
,Maximum:,0.063
,Time of Maximum:,09:36:01
,Date of Maximum:,08/13/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/13/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/13/2021,09:35:14,0.046
08/13/2021,09:35:15,0.044
08/13/2021,09:35:16,0.042
08/13/2021,09:35:17,0.034
08/13/2021,09:35:18,0.052
08/13/2021,09:35:19,0.027
08/13/2021,09:35:20,0.039
08/13/2021,09:35:21,0.043
08/13/2021,09:35:22,0.039
08/13/2021,09:35:23,0.034
08/13/2021,09:35:24,0.047
08/13/2021,09:35:25,0.038
08/13/2021,09:35:26,0.04
08/13/2021,09:35:27,0.041
08/13/2021,09:35:28,0.038
08/13/2021,09:35:29,0.041
08/13/2021,09:35:30,0.047
08/13/2021,09:35:31,0.041
08/13/2021,09:35:32,0.056
08/13/2021,09:35:33,0.043
08/13/2021,09:35:34,0.033
08/13/2021,09:35:35,0.032
08/13/2021,09:35:36,0.039
08/13/2021,09:35:37,0.045
08/13/2021,09:35:38,0.039
08/13/2021,09:35:39,0.052
08/13/2021,09:35:40,0.052
08/13/2021,09:35:41,0.041
08/13/2021,09:35:42,0.034
08/13/2021,09:35:43,0.039
08/13/2021,09:35:44,0.042
08/13/2021,09:35:45,0.034
08/13/2021,09:35:46,0.035
08/13/2021,09:35:47,0.036
08/13/2021,09:35:48,0.047
08/13/2021,09:35:49,0.035
08/13/2021,09:35:50,0.035
08/13/2021,09:35:51,0.055
08/13/2021,09:35:52,0.035
08/13/2021,09:35:53,0.031
08/13/2021,09:35:54,0.053
08/13/2021,09:35:55,0.037
08/13/2021,09:35:56,0.039
08/13/2021,09:35:57,0.036
08/13/2021,09:35:58,0.028
08/13/2021,09:35:59,0.04
08/13/2021,09:36:00,0.04
08/13/2021,09:36:01,0.063
08/13/2021,09:36:02,0.036
08/13/2021,09:36:03,0.048
08/13/2021,09:36:04,0.034
08/13/2021,09:36:05,0.04
08/13/2021,09:36:06,0.039
08/13/2021,09:36:07,0.031
08/13/2021,09:36:08,0.05
08/13/2021,09:36:09,0.044
08/13/2021,09:36:10,0.053
08/13/2021,09:36:11,0.038
08/13/2021,09:36:12,0.045
08/13/2021,09:36:13,0.041

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 2
Start Date:,08/13/2021
Start Time:,10:35:14
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.047
,Minimum:,0.029
,Time of Minimum:,10:35:27
,Date of Minimum:,08/13/2021
,Maximum:,0.063
,Time of Maximum:,10:35:54
,Date of Maximum:,08/13/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/13/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/13/2021,10:35:15,0.047
08/13/2021,10:35:16,0.051
08/13/2021,10:35:17,0.061
08/13/2021,10:35:18,0.06
08/13/2021,10:35:19,0.046
08/13/2021,10:35:20,0.051
08/13/2021,10:35:21,0.046
08/13/2021,10:35:22,0.056
08/13/2021,10:35:23,0.055
08/13/2021,10:35:24,0.041
08/13/2021,10:35:25,0.052
08/13/2021,10:35:26,0.04
08/13/2021,10:35:27,0.029
08/13/2021,10:35:28,0.041
08/13/2021,10:35:29,0.039
08/13/2021,10:35:30,0.034
08/13/2021,10:35:31,0.048
08/13/2021,10:35:32,0.055
08/13/2021,10:35:33,0.046
08/13/2021,10:35:34,0.055
08/13/2021,10:35:35,0.039
08/13/2021,10:35:36,0.052
08/13/2021,10:35:37,0.04
08/13/2021,10:35:38,0.052
08/13/2021,10:35:39,0.048
08/13/2021,10:35:40,0.045
08/13/2021,10:35:41,0.045
08/13/2021,10:35:42,0.055
08/13/2021,10:35:43,0.05
08/13/2021,10:35:44,0.037
08/13/2021,10:35:45,0.035
08/13/2021,10:35:46,0.041
08/13/2021,10:35:47,0.035
08/13/2021,10:35:48,0.059
08/13/2021,10:35:49,0.052
08/13/2021,10:35:50,0.044
08/13/2021,10:35:51,0.062
08/13/2021,10:35:52,0.048
08/13/2021,10:35:53,0.05
08/13/2021,10:35:54,0.063
08/13/2021,10:35:55,0.052
08/13/2021,10:35:56,0.046
