TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,02/04/2022
Start Time:,01:58:06
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.018
,Minimum:,0
,Time of Minimum:,01:58:17
,Date of Minimum:,02/04/2022
,Maximum:,0.072
,Time of Maximum:,01:58:23
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,13:58:07,0.032
02/04/2022,13:58:08,0.015
02/04/2022,13:58:09,0.015
02/04/2022,13:58:10,0
02/04/2022,13:58:11,0.01
02/04/2022,13:58:12,0.005
02/04/2022,13:58:13,0.006
02/04/2022,13:58:14,0
02/04/2022,13:58:15,0
02/04/2022,13:58:16,0
02/04/2022,13:58:17,0
02/04/2022,13:58:18,0.007
02/04/2022,13:58:19,0.029
02/04/2022,13:58:20,0.015
02/04/2022,13:58:21,0.02
02/04/2022,13:58:22,0.02
02/04/2022,13:58:23,0.072
02/04/2022,13:58:24,0.028
02/04/2022,13:58:25,0.028
02/04/2022,13:58:26,0.032
02/04/2022,13:58:27,0.024
02/04/2022,13:58:28,0.026
02/04/2022,13:58:29,0.026
02/04/2022,13:58:30,0.03
02/04/2022,13:58:31,0.034
02/04/2022,13:58:32,0.024
02/04/2022,13:58:33,0.016
02/04/2022,13:58:34,0.018
02/04/2022,13:58:35,0.012
02/04/2022,13:58:36,0.011
02/04/2022,13:58:37,0.011
02/04/2022,13:58:38,0.011
02/04/2022,13:58:39,0.009
02/04/2022,13:58:40,0.009
02/04/2022,13:58:41,0.018
02/04/2022,13:58:42,0.017
02/04/2022,13:58:43,0.01
02/04/2022,13:58:44,0.013
02/04/2022,13:58:45,0.019
02/04/2022,13:58:46,0.025
02/04/2022,13:58:47,0.024
02/04/2022,13:58:48,0.025
02/04/2022,13:58:49,0.027
02/04/2022,13:58:50,0.027
02/04/2022,13:58:51,0.03
02/04/2022,13:58:52,0.025
02/04/2022,13:58:53,0.026
02/04/2022,13:58:54,0.026
02/04/2022,13:58:55,0.021
02/04/2022,13:58:56,0.022
02/04/2022,13:58:57,0.017
02/04/2022,13:58:58,0.014
02/04/2022,13:58:59,0.012
02/04/2022,13:59:00,0.012
02/04/2022,13:59:01,0.008
02/04/2022,13:59:02,0.005
02/04/2022,13:59:03,0.013
02/04/2022,13:59:04,0.007
02/04/2022,13:59:05,0.011
02/04/2022,13:59:06,0.006

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,02/04/2022
Start Time:,02:58:07
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
