TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,05/27/2022
Start Time:,11:48:32
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.035
,Minimum:,0.02
,Time of Minimum:,11:48:57
,Date of Minimum:,05/27/2022
,Maximum:,0.076
,Time of Maximum:,11:48:43
,Date of Maximum:,05/27/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/27/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/27/2022,11:48:33,0.04
05/27/2022,11:48:34,0.037
05/27/2022,11:48:35,0.032
05/27/2022,11:48:36,0.036
05/27/2022,11:48:37,0.031
05/27/2022,11:48:38,0.026
05/27/2022,11:48:39,0.026
05/27/2022,11:48:40,0.047
05/27/2022,11:48:41,0.045
05/27/2022,11:48:42,0.056
05/27/2022,11:48:43,0.076
05/27/2022,11:48:44,0.025
05/27/2022,11:48:45,0.024
05/27/2022,11:48:46,0.023
05/27/2022,11:48:47,0.044
05/27/2022,11:48:48,0.026
05/27/2022,11:48:49,0.038
05/27/2022,11:48:50,0.029
05/27/2022,11:48:51,0.041
05/27/2022,11:48:52,0.05
05/27/2022,11:48:53,0.032
05/27/2022,11:48:54,0.033
05/27/2022,11:48:55,0.038
05/27/2022,11:48:56,0.029
05/27/2022,11:48:57,0.02
05/27/2022,11:48:58,0.044
05/27/2022,11:48:59,0.034
05/27/2022,11:49:00,0.027
05/27/2022,11:49:01,0.022
05/27/2022,11:49:02,0.035
05/27/2022,11:49:03,0.064
05/27/2022,11:49:04,0.032
05/27/2022,11:49:05,0.035
05/27/2022,11:49:06,0.037
05/27/2022,11:49:07,0.043
05/27/2022,11:49:08,0.028
05/27/2022,11:49:09,0.05
05/27/2022,11:49:10,0.032
05/27/2022,11:49:11,0.025
05/27/2022,11:49:12,0.03
05/27/2022,11:49:13,0.027
05/27/2022,11:49:14,0.033
05/27/2022,11:49:15,0.044
05/27/2022,11:49:16,0.024
05/27/2022,11:49:17,0.03
05/27/2022,11:49:18,0.022
05/27/2022,11:49:19,0.032
05/27/2022,11:49:20,0.044
05/27/2022,11:49:21,0.044
05/27/2022,11:49:22,0.026
05/27/2022,11:49:23,0.053
05/27/2022,11:49:24,0.044
05/27/2022,11:49:25,0.035
05/27/2022,11:49:26,0.021
05/27/2022,11:49:27,0.045
05/27/2022,11:49:28,0.027
05/27/2022,11:49:29,0.032
05/27/2022,11:49:30,0.031
05/27/2022,11:49:31,0.033
05/27/2022,11:49:32,0.036

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,05/27/2022
Start Time:,12:48:32
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.045
,Minimum:,0.027
,Time of Minimum:,12:49:13
,Date of Minimum:,05/27/2022
,Maximum:,0.082
,Time of Maximum:,12:49:29
,Date of Maximum:,05/27/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/27/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/27/2022,12:48:33,0.037
05/27/2022,12:48:34,0.046
05/27/2022,12:48:35,0.032
05/27/2022,12:48:36,0.049
05/27/2022,12:48:37,0.054
05/27/2022,12:48:38,0.049
05/27/2022,12:48:39,0.054
05/27/2022,12:48:40,0.052
05/27/2022,12:48:41,0.043
05/27/2022,12:48:42,0.04
05/27/2022,12:48:43,0.049
05/27/2022,12:48:44,0.03
05/27/2022,12:48:45,0.041
05/27/2022,12:48:46,0.036
05/27/2022,12:48:47,0.034
05/27/2022,12:48:48,0.043
05/27/2022,12:48:49,0.044
05/27/2022,12:48:50,0.034
05/27/2022,12:48:51,0.039
05/27/2022,12:48:52,0.037
05/27/2022,12:48:53,0.04
05/27/2022,12:48:54,0.033
05/27/2022,12:48:55,0.069
05/27/2022,12:48:56,0.038
05/27/2022,12:48:57,0.035
05/27/2022,12:48:58,0.037
05/27/2022,12:48:59,0.055
05/27/2022,12:49:00,0.032
05/27/2022,12:49:01,0.05
05/27/2022,12:49:02,0.056
05/27/2022,12:49:03,0.032
05/27/2022,12:49:04,0.035
05/27/2022,12:49:05,0.053
05/27/2022,12:49:06,0.038
05/27/2022,12:49:07,0.06
05/27/2022,12:49:08,0.081
05/27/2022,12:49:09,0.035
05/27/2022,12:49:10,0.049
05/27/2022,12:49:11,0.036
05/27/2022,12:49:12,0.061
05/27/2022,12:49:13,0.027
05/27/2022,12:49:14,0.077
05/27/2022,12:49:15,0.042
05/27/2022,12:49:16,0.052
05/27/2022,12:49:17,0.048
05/27/2022,12:49:18,0.038
05/27/2022,12:49:19,0.054
05/27/2022,12:49:20,0.036
05/27/2022,12:49:21,0.056
05/27/2022,12:49:22,0.053
05/27/2022,12:49:23,0.036
05/27/2022,12:49:24,0.039
05/27/2022,12:49:25,0.031
05/27/2022,12:49:26,0.045
05/27/2022,12:49:27,0.055
05/27/2022,12:49:28,0.041
05/27/2022,12:49:29,0.082
05/27/2022,12:49:30,0.043
05/27/2022,12:49:31,0.037
05/27/2022,12:49:32,0.044

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 3
Start Date:,05/27/2022
Start Time:,01:48:32
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.03
,Minimum:,0.018
,Time of Minimum:,01:49:21
,Date of Minimum:,05/27/2022
,Maximum:,0.05
,Time of Maximum:,01:49:25
,Date of Maximum:,05/27/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/27/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/27/2022,13:48:33,0.027
05/27/2022,13:48:34,0.024
05/27/2022,13:48:35,0.038
05/27/2022,13:48:36,0.032
05/27/2022,13:48:37,0.027
05/27/2022,13:48:38,0.018
05/27/2022,13:48:39,0.031
05/27/2022,13:48:40,0.026
05/27/2022,13:48:41,0.038
05/27/2022,13:48:42,0.027
05/27/2022,13:48:43,0.02
05/27/2022,13:48:44,0.02
05/27/2022,13:48:45,0.034
05/27/2022,13:48:46,0.03
05/27/2022,13:48:47,0.031
05/27/2022,13:48:48,0.034
05/27/2022,13:48:49,0.028
05/27/2022,13:48:50,0.026
05/27/2022,13:48:51,0.027
05/27/2022,13:48:52,0.025
05/27/2022,13:48:53,0.038
05/27/2022,13:48:54,0.031
05/27/2022,13:48:55,0.029
05/27/2022,13:48:56,0.027
05/27/2022,13:48:57,0.023
05/27/2022,13:48:58,0.021
05/27/2022,13:48:59,0.044
05/27/2022,13:49:00,0.019
05/27/2022,13:49:01,0.032
05/27/2022,13:49:02,0.03
05/27/2022,13:49:03,0.026
05/27/2022,13:49:04,0.037
05/27/2022,13:49:05,0.025
05/27/2022,13:49:06,0.029
05/27/2022,13:49:07,0.021
05/27/2022,13:49:08,0.024
05/27/2022,13:49:09,0.04
05/27/2022,13:49:10,0.037
05/27/2022,13:49:11,0.035
05/27/2022,13:49:12,0.02
05/27/2022,13:49:13,0.026
05/27/2022,13:49:14,0.025
05/27/2022,13:49:15,0.045
05/27/2022,13:49:16,0.027
05/27/2022,13:49:17,0.026
05/27/2022,13:49:18,0.04
05/27/2022,13:49:19,0.025
05/27/2022,13:49:20,0.029
05/27/2022,13:49:21,0.018
05/27/2022,13:49:22,0.037
05/27/2022,13:49:23,0.024
05/27/2022,13:49:24,0.026
05/27/2022,13:49:25,0.05
05/27/2022,13:49:26,0.042
05/27/2022,13:49:27,0.03
05/27/2022,13:49:28,0.027
05/27/2022,13:49:29,0.041
05/27/2022,13:49:30,0.03
05/27/2022,13:49:31,0.049
05/27/2022,13:49:32,0.02

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 4
Start Date:,05/27/2022
Start Time:,02:48:32
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.034
,Minimum:,0.018
,Time of Minimum:,02:48:53
,Date of Minimum:,05/27/2022
,Maximum:,0.075
,Time of Maximum:,02:48:45
,Date of Maximum:,05/27/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/27/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/27/2022,14:48:33,0.026
05/27/2022,14:48:34,0.023
05/27/2022,14:48:35,0.046
05/27/2022,14:48:36,0.037
05/27/2022,14:48:37,0.036
05/27/2022,14:48:38,0.048
05/27/2022,14:48:39,0.019
05/27/2022,14:48:40,0.028
05/27/2022,14:48:41,0.026
05/27/2022,14:48:42,0.031
05/27/2022,14:48:43,0.055
05/27/2022,14:48:44,0.054
05/27/2022,14:48:45,0.075
05/27/2022,14:48:46,0.032
05/27/2022,14:48:47,0.043
05/27/2022,14:48:48,0.032
05/27/2022,14:48:49,0.019
05/27/2022,14:48:50,0.034
05/27/2022,14:48:51,0.019
05/27/2022,14:48:52,0.043
05/27/2022,14:48:53,0.018
05/27/2022,14:48:54,0.033
05/27/2022,14:48:55,0.023
05/27/2022,14:48:56,0.038
05/27/2022,14:48:57,0.023
05/27/2022,14:48:58,0.052
05/27/2022,14:48:59,0.019
05/27/2022,14:49:00,0.024
05/27/2022,14:49:01,0.026
05/27/2022,14:49:02,0.062
05/27/2022,14:49:03,0.032
05/27/2022,14:49:04,0.047
05/27/2022,14:49:05,0.041
05/27/2022,14:49:06,0.032
05/27/2022,14:49:07,0.024
05/27/2022,14:49:08,0.032
05/27/2022,14:49:09,0.032
05/27/2022,14:49:10,0.021
05/27/2022,14:49:11,0.025
05/27/2022,14:49:12,0.028
05/27/2022,14:49:13,0.032
05/27/2022,14:49:14,0.021
05/27/2022,14:49:15,0.024
05/27/2022,14:49:16,0.03
05/27/2022,14:49:17,0.027
05/27/2022,14:49:18,0.026
05/27/2022,14:49:19,0.066
05/27/2022,14:49:20,0.046
05/27/2022,14:49:21,0.029
