TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,03/25/2022
Start Time:,12:51:04
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.021
,Minimum:,0.001
,Time of Minimum:,12:51:09
,Date of Minimum:,03/25/2022
,Maximum:,0.047
,Time of Maximum:,12:51:19
,Date of Maximum:,03/25/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/25/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/25/2022,12:51:05,0.013
03/25/2022,12:51:06,0.013
03/25/2022,12:51:07,0.011
03/25/2022,12:51:08,0.009
03/25/2022,12:51:09,0.001
03/25/2022,12:51:10,0.01
03/25/2022,12:51:11,0.016
03/25/2022,12:51:12,0.023
03/25/2022,12:51:13,0.026
03/25/2022,12:51:14,0.029
03/25/2022,12:51:15,0.03
03/25/2022,12:51:16,0.034
03/25/2022,12:51:17,0.037
03/25/2022,12:51:18,0.035
03/25/2022,12:51:19,0.047
03/25/2022,12:51:20,0.025
03/25/2022,12:51:21,0.018
03/25/2022,12:51:22,0.019
03/25/2022,12:51:23,0.015
03/25/2022,12:51:24,0.01
03/25/2022,12:51:25,0.01
03/25/2022,12:51:26,0.009
03/25/2022,12:51:27,0.015
03/25/2022,12:51:28,0.013
03/25/2022,12:51:29,0.019
03/25/2022,12:51:30,0.026
03/25/2022,12:51:31,0.035
03/25/2022,12:51:32,0.031
03/25/2022,12:51:33,0.033
03/25/2022,12:51:34,0.038
03/25/2022,12:51:35,0.035
03/25/2022,12:51:36,0.033
03/25/2022,12:51:37,0.03
03/25/2022,12:51:38,0.019
03/25/2022,12:51:39,0.019
03/25/2022,12:51:40,0.015
03/25/2022,12:51:41,0.015
03/25/2022,12:51:42,0.012
03/25/2022,12:51:43,0.008
03/25/2022,12:51:44,0.011
03/25/2022,12:51:45,0.013
03/25/2022,12:51:46,0.013
03/25/2022,12:51:47,0.013
03/25/2022,12:51:48,0.02
03/25/2022,12:51:49,0.024
03/25/2022,12:51:50,0.025
03/25/2022,12:51:51,0.039
03/25/2022,12:51:52,0.034
03/25/2022,12:51:53,0.037
03/25/2022,12:51:54,0.032
03/25/2022,12:51:55,0.027
03/25/2022,12:51:56,0.024
03/25/2022,12:51:57,0.032
03/25/2022,12:51:58,0.018
03/25/2022,12:51:59,0.015
03/25/2022,12:52:00,0.008
03/25/2022,12:52:01,0.012
03/25/2022,12:52:02,0.011
03/25/2022,12:52:03,0.01
03/25/2022,12:52:04,0.01

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,03/25/2022
Start Time:,01:51:05
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.025
,Minimum:,0.015
,Time of Minimum:,01:52:05
,Date of Minimum:,03/25/2022
,Maximum:,0.034
,Time of Maximum:,01:51:18
,Date of Maximum:,03/25/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/25/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/25/2022,13:51:06,0.024
03/25/2022,13:51:07,0.028
03/25/2022,13:51:08,0.026
03/25/2022,13:51:09,0.025
03/25/2022,13:51:10,0.026
03/25/2022,13:51:11,0.024
03/25/2022,13:51:12,0.02
03/25/2022,13:51:13,0.029
03/25/2022,13:51:14,0.025
03/25/2022,13:51:15,0.034
03/25/2022,13:51:16,0.025
03/25/2022,13:51:17,0.025
03/25/2022,13:51:18,0.034
03/25/2022,13:51:19,0.032
03/25/2022,13:51:20,0.024
03/25/2022,13:51:21,0.027
03/25/2022,13:51:22,0.024
03/25/2022,13:51:23,0.027
03/25/2022,13:51:24,0.024
03/25/2022,13:51:25,0.024
03/25/2022,13:51:26,0.027
03/25/2022,13:51:27,0.027
03/25/2022,13:51:28,0.024
03/25/2022,13:51:29,0.03
03/25/2022,13:51:30,0.023
03/25/2022,13:51:31,0.028
03/25/2022,13:51:32,0.024
03/25/2022,13:51:33,0.027
03/25/2022,13:51:34,0.025
03/25/2022,13:51:35,0.027
03/25/2022,13:51:36,0.026
03/25/2022,13:51:37,0.023
03/25/2022,13:51:38,0.026
03/25/2022,13:51:39,0.024
03/25/2022,13:51:40,0.026
03/25/2022,13:51:41,0.03
03/25/2022,13:51:42,0.025
03/25/2022,13:51:43,0.025
03/25/2022,13:51:44,0.032
03/25/2022,13:51:45,0.024
03/25/2022,13:51:46,0.033
03/25/2022,13:51:47,0.024
03/25/2022,13:51:48,0.024
03/25/2022,13:51:49,0.025
03/25/2022,13:51:50,0.025
03/25/2022,13:51:51,0.026
03/25/2022,13:51:52,0.027
03/25/2022,13:51:53,0.025
03/25/2022,13:51:54,0.025
03/25/2022,13:51:55,0.026
03/25/2022,13:51:56,0.023
03/25/2022,13:51:57,0.023
03/25/2022,13:51:58,0.026
03/25/2022,13:51:59,0.026
03/25/2022,13:52:00,0.026
03/25/2022,13:52:01,0.021
03/25/2022,13:52:02,0.022
03/25/2022,13:52:03,0.016
03/25/2022,13:52:04,0.016
03/25/2022,13:52:05,0.015

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 3
Start Date:,03/25/2022
Start Time:,02:51:05
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.017
,Minimum:,0.004
,Time of Minimum:,02:52:04
,Date of Minimum:,03/25/2022
,Maximum:,0.036
,Time of Maximum:,02:51:35
,Date of Maximum:,03/25/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/25/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/25/2022,14:51:06,0.012
03/25/2022,14:51:07,0.01
03/25/2022,14:51:08,0.005
03/25/2022,14:51:09,0.004
03/25/2022,14:51:10,0.005
03/25/2022,14:51:11,0.009
03/25/2022,14:51:12,0.014
03/25/2022,14:51:13,0.013
03/25/2022,14:51:14,0.019
03/25/2022,14:51:15,0.026
03/25/2022,14:51:16,0.026
03/25/2022,14:51:17,0.028
03/25/2022,14:51:18,0.031
03/25/2022,14:51:19,0.03
03/25/2022,14:51:20,0.027
03/25/2022,14:51:21,0.025
03/25/2022,14:51:22,0.022
03/25/2022,14:51:23,0.016
03/25/2022,14:51:24,0.01
03/25/2022,14:51:25,0.011
03/25/2022,14:51:26,0.009
03/25/2022,14:51:27,0.005
03/25/2022,14:51:28,0.006
03/25/2022,14:51:29,0.008
03/25/2022,14:51:30,0.017
03/25/2022,14:51:31,0.011
03/25/2022,14:51:32,0.019
03/25/2022,14:51:33,0.026
03/25/2022,14:51:34,0.025
03/25/2022,14:51:35,0.036
03/25/2022,14:51:36,0.029
03/25/2022,14:51:37,0.029
03/25/2022,14:51:38,0.024
03/25/2022,14:51:39,0.025
03/25/2022,14:51:40,0.022
03/25/2022,14:51:41,0.019
03/25/2022,14:51:42,0.012
03/25/2022,14:51:43,0.021
03/25/2022,14:51:44,0.004
03/25/2022,14:51:45,0.004
03/25/2022,14:51:46,0.007
03/25/2022,14:51:47,0.005
03/25/2022,14:51:48,0.004
03/25/2022,14:51:49,0.013
03/25/2022,14:51:50,0.015
03/25/2022,14:51:51,0.019
03/25/2022,14:51:52,0.019
03/25/2022,14:51:53,0.033
03/25/2022,14:51:54,0.033
03/25/2022,14:51:55,0.035
03/25/2022,14:51:56,0.031
03/25/2022,14:51:57,0.025
03/25/2022,14:51:58,0.023
03/25/2022,14:51:59,0.019
03/25/2022,14:52:00,0.014
03/25/2022,14:52:01,0.01
03/25/2022,14:52:02,0.006
03/25/2022,14:52:03,0.006
03/25/2022,14:52:04,0.004
03/25/2022,14:52:05,0.005

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 4
Start Date:,03/25/2022
Start Time:,03:51:05
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.034
,Minimum:,0.018
,Time of Minimum:,03:51:38
,Date of Minimum:,03/25/2022
,Maximum:,0.051
,Time of Maximum:,03:52:01
,Date of Maximum:,03/25/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/25/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/25/2022,15:51:06,0.031
03/25/2022,15:51:07,0.034
03/25/2022,15:51:08,0.034
03/25/2022,15:51:09,0.034
03/25/2022,15:51:10,0.035
03/25/2022,15:51:11,0.039
03/25/2022,15:51:12,0.044
03/25/2022,15:51:13,0.04
03/25/2022,15:51:14,0.033
03/25/2022,15:51:15,0.045
03/25/2022,15:51:16,0.036
03/25/2022,15:51:17,0.038
03/25/2022,15:51:18,0.036
03/25/2022,15:51:19,0.037
03/25/2022,15:51:20,0.04
03/25/2022,15:51:21,0.04
03/25/2022,15:51:22,0.042
03/25/2022,15:51:23,0.036
03/25/2022,15:51:24,0.036
03/25/2022,15:51:25,0.038
03/25/2022,15:51:26,0.036
03/25/2022,15:51:27,0.037
03/25/2022,15:51:28,0.038
03/25/2022,15:51:29,0.035
03/25/2022,15:51:30,0.031
03/25/2022,15:51:31,0.031
03/25/2022,15:51:32,0.027
03/25/2022,15:51:33,0.022
03/25/2022,15:51:34,0.02
03/25/2022,15:51:35,0.022
03/25/2022,15:51:36,0.027
03/25/2022,15:51:37,0.02
03/25/2022,15:51:38,0.018
03/25/2022,15:51:39,0.019
03/25/2022,15:51:40,0.032
03/25/2022,15:51:41,0.024
03/25/2022,15:51:42,0.019
03/25/2022,15:51:43,0.023
03/25/2022,15:51:44,0.031
03/25/2022,15:51:45,0.024
03/25/2022,15:51:46,0.027
03/25/2022,15:51:47,0.028
03/25/2022,15:51:48,0.032
03/25/2022,15:51:49,0.034
03/25/2022,15:51:50,0.032
03/25/2022,15:51:51,0.035
03/25/2022,15:51:52,0.039
03/25/2022,15:51:53,0.035
03/25/2022,15:51:54,0.04
