TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 1
Start Date:,03/29/2022
Start Time:,12:29:48
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.014
,Minimum:,0.007
,Time of Minimum:,12:30:47
,Date of Minimum:,03/29/2022
,Maximum:,0.033
,Time of Maximum:,12:30:31
,Date of Maximum:,03/29/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/29/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/29/2022,12:29:49,0.022
03/29/2022,12:29:50,0.018
03/29/2022,12:29:51,0.016
03/29/2022,12:29:52,0.021
03/29/2022,12:29:53,0.029
03/29/2022,12:29:54,0.019
03/29/2022,12:29:55,0.015
03/29/2022,12:29:56,0.019
03/29/2022,12:29:57,0.015
03/29/2022,12:29:58,0.018
03/29/2022,12:29:59,0.015
03/29/2022,12:30:00,0.03
03/29/2022,12:30:01,0.014
03/29/2022,12:30:02,0.013
03/29/2022,12:30:03,0.017
03/29/2022,12:30:04,0.016
03/29/2022,12:30:05,0.01
03/29/2022,12:30:06,0.014
03/29/2022,12:30:07,0.011
03/29/2022,12:30:08,0.016
03/29/2022,12:30:09,0.01
03/29/2022,12:30:10,0.015
03/29/2022,12:30:11,0.015
03/29/2022,12:30:12,0.016
03/29/2022,12:30:13,0.014
03/29/2022,12:30:14,0.01
03/29/2022,12:30:15,0.014
03/29/2022,12:30:16,0.017
03/29/2022,12:30:17,0.009
03/29/2022,12:30:18,0.012
03/29/2022,12:30:19,0.011
03/29/2022,12:30:20,0.012
03/29/2022,12:30:21,0.008
03/29/2022,12:30:22,0.014
03/29/2022,12:30:23,0.009
03/29/2022,12:30:24,0.012
03/29/2022,12:30:25,0.016
03/29/2022,12:30:26,0.014
03/29/2022,12:30:27,0.01
03/29/2022,12:30:28,0.012
03/29/2022,12:30:29,0.007
03/29/2022,12:30:30,0.01
03/29/2022,12:30:31,0.033
03/29/2022,12:30:32,0.014
03/29/2022,12:30:33,0.009
03/29/2022,12:30:34,0.01
03/29/2022,12:30:35,0.017
03/29/2022,12:30:36,0.014
03/29/2022,12:30:37,0.012
03/29/2022,12:30:38,0.016
03/29/2022,12:30:39,0.013
03/29/2022,12:30:40,0.013
03/29/2022,12:30:41,0.012
03/29/2022,12:30:42,0.02
03/29/2022,12:30:43,0.011
03/29/2022,12:30:44,0.014
03/29/2022,12:30:45,0.013
03/29/2022,12:30:46,0.016
03/29/2022,12:30:47,0.007
03/29/2022,12:30:48,0.01

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 2
Start Date:,03/29/2022
Start Time:,01:29:49
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.013
,Minimum:,0.006
,Time of Minimum:,01:30:33
,Date of Minimum:,03/29/2022
,Maximum:,0.024
,Time of Maximum:,01:30:42
,Date of Maximum:,03/29/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/29/2022
,Cal name:,Factory

Date,Time,Concentration
