TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,05/10/2022
Start Time:,01:05:18
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.076
,Minimum:,0.046
,Time of Minimum:,01:06:04
,Date of Minimum:,05/10/2022
,Maximum:,0.143
,Time of Maximum:,01:05:21
,Date of Maximum:,05/10/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/10/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/10/2022,13:05:19,0.08
05/10/2022,13:05:20,0.069
05/10/2022,13:05:21,0.143
05/10/2022,13:05:22,0.099
05/10/2022,13:05:23,0.09
05/10/2022,13:05:24,0.081
05/10/2022,13:05:25,0.077
05/10/2022,13:05:26,0.076
05/10/2022,13:05:27,0.073
05/10/2022,13:05:28,0.074
05/10/2022,13:05:29,0.063
05/10/2022,13:05:30,0.076
05/10/2022,13:05:31,0.082
05/10/2022,13:05:32,0.095
05/10/2022,13:05:33,0.075
05/10/2022,13:05:34,0.085
05/10/2022,13:05:35,0.09
05/10/2022,13:05:36,0.079
05/10/2022,13:05:37,0.072
05/10/2022,13:05:38,0.08
05/10/2022,13:05:39,0.088
05/10/2022,13:05:40,0.074
05/10/2022,13:05:41,0.074
05/10/2022,13:05:42,0.082
05/10/2022,13:05:43,0.083
05/10/2022,13:05:44,0.076
05/10/2022,13:05:45,0.094
05/10/2022,13:05:46,0.133
05/10/2022,13:05:47,0.081
05/10/2022,13:05:48,0.07
05/10/2022,13:05:49,0.077
05/10/2022,13:05:50,0.081
05/10/2022,13:05:51,0.069
05/10/2022,13:05:52,0.091
05/10/2022,13:05:53,0.081
05/10/2022,13:05:54,0.07
05/10/2022,13:05:55,0.062
05/10/2022,13:05:56,0.086
05/10/2022,13:05:57,0.066
05/10/2022,13:05:58,0.062
05/10/2022,13:05:59,0.054
05/10/2022,13:06:00,0.071
05/10/2022,13:06:01,0.054
05/10/2022,13:06:02,0.053
05/10/2022,13:06:03,0.054
05/10/2022,13:06:04,0.046
05/10/2022,13:06:05,0.056
05/10/2022,13:06:06,0.056
05/10/2022,13:06:07,0.062
05/10/2022,13:06:08,0.141
05/10/2022,13:06:09,0.065
05/10/2022,13:06:10,0.057
05/10/2022,13:06:11,0.068
05/10/2022,13:06:12,0.062
05/10/2022,13:06:13,0.068
05/10/2022,13:06:14,0.07
05/10/2022,13:06:15,0.065
05/10/2022,13:06:16,0.053
05/10/2022,13:06:17,0.085
05/10/2022,13:06:18,0.065

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,05/10/2022
Start Time:,02:05:18
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.062
,Minimum:,0.037
,Time of Minimum:,02:05:41
,Date of Minimum:,05/10/2022
,Maximum:,0.101
,Time of Maximum:,02:05:28
,Date of Maximum:,05/10/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/10/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/10/2022,14:05:19,0.054
05/10/2022,14:05:20,0.066
05/10/2022,14:05:21,0.068
05/10/2022,14:05:22,0.07
05/10/2022,14:05:23,0.066
05/10/2022,14:05:24,0.072
05/10/2022,14:05:25,0.07
05/10/2022,14:05:26,0.084
05/10/2022,14:05:27,0.077
05/10/2022,14:05:28,0.101
05/10/2022,14:05:29,0.066
05/10/2022,14:05:30,0.086
05/10/2022,14:05:31,0.054
05/10/2022,14:05:32,0.064
05/10/2022,14:05:33,0.055
05/10/2022,14:05:34,0.069
05/10/2022,14:05:35,0.05
05/10/2022,14:05:36,0.061
05/10/2022,14:05:37,0.065
05/10/2022,14:05:38,0.048
05/10/2022,14:05:39,0.054
05/10/2022,14:05:40,0.038
05/10/2022,14:05:41,0.037
05/10/2022,14:05:42,0.053
05/10/2022,14:05:43,0.047
05/10/2022,14:05:44,0.039
05/10/2022,14:05:45,0.054
05/10/2022,14:05:46,0.046
05/10/2022,14:05:47,0.043
05/10/2022,14:05:48,0.049
05/10/2022,14:05:49,0.045
05/10/2022,14:05:50,0.046
05/10/2022,14:05:51,0.049
05/10/2022,14:05:52,0.054
05/10/2022,14:05:53,0.045
05/10/2022,14:05:54,0.045
05/10/2022,14:05:55,0.058
05/10/2022,14:05:56,0.06
05/10/2022,14:05:57,0.056
05/10/2022,14:05:58,0.063
05/10/2022,14:05:59,0.084
05/10/2022,14:06:00,0.054
05/10/2022,14:06:01,0.063
05/10/2022,14:06:02,0.076
05/10/2022,14:06:03,0.063
05/10/2022,14:06:04,0.06
05/10/2022,14:06:05,0.067
05/10/2022,14:06:06,0.073
05/10/2022,14:06:07,0.082
05/10/2022,14:06:08,0.067
05/10/2022,14:06:09,0.072
05/10/2022,14:06:10,0.074
05/10/2022,14:06:11,0.068
05/10/2022,14:06:12,0.061
05/10/2022,14:06:13,0.065
05/10/2022,14:06:14,0.067
05/10/2022,14:06:15,0.091
05/10/2022,14:06:16,0.074
05/10/2022,14:06:17,0.069
05/10/2022,14:06:18,0.066

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 3
Start Date:,05/10/2022
Start Time:,03:05:18
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.055
,Minimum:,0.035
,Time of Minimum:,03:06:00
,Date of Minimum:,05/10/2022
,Maximum:,0.089
,Time of Maximum:,03:06:11
,Date of Maximum:,05/10/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/10/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/10/2022,15:05:19,0.061
05/10/2022,15:05:20,0.054
05/10/2022,15:05:21,0.039
05/10/2022,15:05:22,0.045
05/10/2022,15:05:23,0.045
05/10/2022,15:05:24,0.049
05/10/2022,15:05:25,0.044
05/10/2022,15:05:26,0.05
05/10/2022,15:05:27,0.056
05/10/2022,15:05:28,0.043
05/10/2022,15:05:29,0.079
05/10/2022,15:05:30,0.05
05/10/2022,15:05:31,0.05
05/10/2022,15:05:32,0.035
05/10/2022,15:05:33,0.046
05/10/2022,15:05:34,0.044
05/10/2022,15:05:35,0.045
05/10/2022,15:05:36,0.051
05/10/2022,15:05:37,0.048
05/10/2022,15:05:38,0.059
05/10/2022,15:05:39,0.046
05/10/2022,15:05:40,0.044
05/10/2022,15:05:41,0.046
05/10/2022,15:05:42,0.041
05/10/2022,15:05:43,0.067
05/10/2022,15:05:44,0.056
05/10/2022,15:05:45,0.063
05/10/2022,15:05:46,0.08
05/10/2022,15:05:47,0.061
05/10/2022,15:05:48,0.069
05/10/2022,15:05:49,0.072
05/10/2022,15:05:50,0.068
05/10/2022,15:05:51,0.081
05/10/2022,15:05:52,0.06
05/10/2022,15:05:53,0.067
05/10/2022,15:05:54,0.056
05/10/2022,15:05:55,0.067
05/10/2022,15:05:56,0.047
