TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 1
Start Date:,11/24/2020
Start Time:,12:48:44
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.066
,Minimum:,0.047
,Time of Minimum:,12:48:46
,Date of Minimum:,11/24/2020
,Maximum:,0.111
,Time of Maximum:,12:49:05
,Date of Maximum:,11/24/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,11/24/2020
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
11/24/2020,12:48:45,0.063
11/24/2020,12:48:46,0.047
11/24/2020,12:48:47,0.073
11/24/2020,12:48:48,0.059
11/24/2020,12:48:49,0.057
11/24/2020,12:48:50,0.063
11/24/2020,12:48:51,0.056
11/24/2020,12:48:52,0.07
11/24/2020,12:48:53,0.085
11/24/2020,12:48:54,0.063
11/24/2020,12:48:55,0.07
11/24/2020,12:48:56,0.08
11/24/2020,12:48:57,0.076
11/24/2020,12:48:58,0.08
11/24/2020,12:48:59,0.058
11/24/2020,12:49:00,0.063
11/24/2020,12:49:01,0.067
11/24/2020,12:49:02,0.069
11/24/2020,12:49:03,0.061
11/24/2020,12:49:04,0.092
11/24/2020,12:49:05,0.111
11/24/2020,12:49:06,0.065
11/24/2020,12:49:07,0.087
11/24/2020,12:49:08,0.062
11/24/2020,12:49:09,0.054
11/24/2020,12:49:10,0.064
11/24/2020,12:49:11,0.062
11/24/2020,12:49:12,0.066
11/24/2020,12:49:13,0.05
11/24/2020,12:49:14,0.067
11/24/2020,12:49:15,0.066
11/24/2020,12:49:16,0.063
11/24/2020,12:49:17,0.057
11/24/2020,12:49:18,0.053
11/24/2020,12:49:19,0.054
11/24/2020,12:49:20,0.055
11/24/2020,12:49:21,0.05
11/24/2020,12:49:22,0.057
11/24/2020,12:49:23,0.065
11/24/2020,12:49:24,0.07
11/24/2020,12:49:25,0.06
11/24/2020,12:49:26,0.056
11/24/2020,12:49:27,0.064
11/24/2020,12:49:28,0.064
11/24/2020,12:49:29,0.059
11/24/2020,12:49:30,0.076
11/24/2020,12:49:31,0.058
11/24/2020,12:49:32,0.061
11/24/2020,12:49:33,0.087
11/24/2020,12:49:34,0.069
11/24/2020,12:49:35,0.059
11/24/2020,12:49:36,0.057
11/24/2020,12:49:37,0.058
11/24/2020,12:49:38,0.081
11/24/2020,12:49:39,0.105
11/24/2020,12:49:40,0.057
11/24/2020,12:49:41,0.054
11/24/2020,12:49:42,0.053
11/24/2020,12:49:43,0.085
11/24/2020,12:49:44,0.074

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 2
Start Date:,11/24/2020
Start Time:,01:48:44
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.076
,Minimum:,0.056
,Time of Minimum:,01:49:16
,Date of Minimum:,11/24/2020
,Maximum:,0.15
,Time of Maximum:,01:49:01
,Date of Maximum:,11/24/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,11/24/2020
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
