TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,06/07/2022
Start Time:,11:23:22
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.074
,Minimum:,0.051
,Time of Minimum:,11:24:22
,Date of Minimum:,06/07/2022
,Maximum:,0.124
,Time of Maximum:,11:23:57
,Date of Maximum:,06/07/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/07/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/07/2022,11:23:23,0.098
06/07/2022,11:23:24,0.077
06/07/2022,11:23:25,0.08
06/07/2022,11:23:26,0.074
06/07/2022,11:23:27,0.071
06/07/2022,11:23:28,0.082
06/07/2022,11:23:29,0.062
06/07/2022,11:23:30,0.089
06/07/2022,11:23:31,0.081
06/07/2022,11:23:32,0.098
06/07/2022,11:23:33,0.08
06/07/2022,11:23:34,0.06
06/07/2022,11:23:35,0.06
06/07/2022,11:23:36,0.067
06/07/2022,11:23:37,0.066
06/07/2022,11:23:38,0.067
06/07/2022,11:23:39,0.07
06/07/2022,11:23:40,0.09
06/07/2022,11:23:41,0.069
06/07/2022,11:23:42,0.071
06/07/2022,11:23:43,0.085
06/07/2022,11:23:44,0.068
06/07/2022,11:23:45,0.063
06/07/2022,11:23:46,0.084
06/07/2022,11:23:47,0.064
06/07/2022,11:23:48,0.074
06/07/2022,11:23:49,0.081
06/07/2022,11:23:50,0.072
06/07/2022,11:23:51,0.078
06/07/2022,11:23:52,0.063
06/07/2022,11:23:53,0.059
06/07/2022,11:23:54,0.068
06/07/2022,11:23:55,0.071
06/07/2022,11:23:56,0.079
06/07/2022,11:23:57,0.124
06/07/2022,11:23:58,0.092
06/07/2022,11:23:59,0.094
06/07/2022,11:24:00,0.068
06/07/2022,11:24:01,0.081
06/07/2022,11:24:02,0.106
06/07/2022,11:24:03,0.067
06/07/2022,11:24:04,0.059
06/07/2022,11:24:05,0.067
06/07/2022,11:24:06,0.078
06/07/2022,11:24:07,0.073
06/07/2022,11:24:08,0.072
06/07/2022,11:24:09,0.074
06/07/2022,11:24:10,0.063
06/07/2022,11:24:11,0.068
06/07/2022,11:24:12,0.064
06/07/2022,11:24:13,0.078
06/07/2022,11:24:14,0.059
06/07/2022,11:24:15,0.074
06/07/2022,11:24:16,0.076
06/07/2022,11:24:17,0.067
06/07/2022,11:24:18,0.064
06/07/2022,11:24:19,0.059
06/07/2022,11:24:20,0.067
06/07/2022,11:24:21,0.061
06/07/2022,11:24:22,0.051

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,06/07/2022
Start Time:,12:23:23
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.101
,Minimum:,0.075
,Time of Minimum:,12:24:14
,Date of Minimum:,06/07/2022
,Maximum:,0.142
,Time of Maximum:,12:23:25
,Date of Maximum:,06/07/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/07/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/07/2022,12:23:24,0.093
06/07/2022,12:23:25,0.142
06/07/2022,12:23:26,0.097
06/07/2022,12:23:27,0.104
06/07/2022,12:23:28,0.092
06/07/2022,12:23:29,0.111
06/07/2022,12:23:30,0.107
06/07/2022,12:23:31,0.096
06/07/2022,12:23:32,0.108
06/07/2022,12:23:33,0.105
06/07/2022,12:23:34,0.093
06/07/2022,12:23:35,0.1
06/07/2022,12:23:36,0.099
06/07/2022,12:23:37,0.109
06/07/2022,12:23:38,0.108
06/07/2022,12:23:39,0.096
06/07/2022,12:23:40,0.097
06/07/2022,12:23:41,0.079
06/07/2022,12:23:42,0.091
06/07/2022,12:23:43,0.104
06/07/2022,12:23:44,0.097
06/07/2022,12:23:45,0.106
06/07/2022,12:23:46,0.092
06/07/2022,12:23:47,0.102
06/07/2022,12:23:48,0.104
06/07/2022,12:23:49,0.101
06/07/2022,12:23:50,0.097
06/07/2022,12:23:51,0.109
06/07/2022,12:23:52,0.113
06/07/2022,12:23:53,0.12
06/07/2022,12:23:54,0.101
