TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 1
Start Date:,09/24/2021
Start Time:,12:12:25
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.025
,Minimum:,0.01
,Time of Minimum:,12:12:47
,Date of Minimum:,09/24/2021
,Maximum:,0.04
,Time of Maximum:,12:12:59
,Date of Maximum:,09/24/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/24/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/24/2021,12:12:26,0.038
09/24/2021,12:12:27,0.024
09/24/2021,12:12:28,0.025
09/24/2021,12:12:29,0.029
09/24/2021,12:12:30,0.031
09/24/2021,12:12:31,0.028
09/24/2021,12:12:32,0.027
09/24/2021,12:12:33,0.021
09/24/2021,12:12:34,0.032
09/24/2021,12:12:35,0.023
09/24/2021,12:12:36,0.026
09/24/2021,12:12:37,0.037
09/24/2021,12:12:38,0.03
09/24/2021,12:12:39,0.024
09/24/2021,12:12:40,0.038
09/24/2021,12:12:41,0.023
09/24/2021,12:12:42,0.025
09/24/2021,12:12:43,0.027
09/24/2021,12:12:44,0.017
09/24/2021,12:12:45,0.014
09/24/2021,12:12:46,0.013
09/24/2021,12:12:47,0.01
09/24/2021,12:12:48,0.013
09/24/2021,12:12:49,0.015
09/24/2021,12:12:50,0.03
09/24/2021,12:12:51,0.021
09/24/2021,12:12:52,0.036
09/24/2021,12:12:53,0.025
09/24/2021,12:12:54,0.033
09/24/2021,12:12:55,0.033
09/24/2021,12:12:56,0.03
09/24/2021,12:12:57,0.028
09/24/2021,12:12:58,0.028
09/24/2021,12:12:59,0.04
09/24/2021,12:13:00,0.018
09/24/2021,12:13:01,0.019
09/24/2021,12:13:02,0.022
09/24/2021,12:13:03,0.018
09/24/2021,12:13:04,0.024
09/24/2021,12:13:05,0.016
09/24/2021,12:13:06,0.018
09/24/2021,12:13:07,0.017
09/24/2021,12:13:08,0.032
09/24/2021,12:13:09,0.021
09/24/2021,12:13:10,0.02
09/24/2021,12:13:11,0.029
09/24/2021,12:13:12,0.028
09/24/2021,12:13:13,0.024
09/24/2021,12:13:14,0.024
09/24/2021,12:13:15,0.029
09/24/2021,12:13:16,0.027
09/24/2021,12:13:17,0.027
09/24/2021,12:13:18,0.033
09/24/2021,12:13:19,0.028
09/24/2021,12:13:20,0.021
09/24/2021,12:13:21,0.027
09/24/2021,12:13:22,0.022
09/24/2021,12:13:23,0.025
09/24/2021,12:13:24,0.017
09/24/2021,12:13:25,0.015

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 2
Start Date:,09/24/2021
Start Time:,01:12:26
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.02
,Minimum:,0.012
,Time of Minimum:,01:13:24
,Date of Minimum:,09/24/2021
,Maximum:,0.038
,Time of Maximum:,01:12:32
,Date of Maximum:,09/24/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/24/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/24/2021,13:12:27,0.02
09/24/2021,13:12:28,0.024
09/24/2021,13:12:29,0.028
09/24/2021,13:12:30,0.02
09/24/2021,13:12:31,0.029
09/24/2021,13:12:32,0.038
09/24/2021,13:12:33,0.028
09/24/2021,13:12:34,0.025
09/24/2021,13:12:35,0.014
09/24/2021,13:12:36,0.019
09/24/2021,13:12:37,0.017
09/24/2021,13:12:38,0.013
09/24/2021,13:12:39,0.017
09/24/2021,13:12:40,0.02
09/24/2021,13:12:41,0.029
09/24/2021,13:12:42,0.019
09/24/2021,13:12:43,0.024
09/24/2021,13:12:44,0.019
09/24/2021,13:12:45,0.018
09/24/2021,13:12:46,0.021
09/24/2021,13:12:47,0.019
09/24/2021,13:12:48,0.019
09/24/2021,13:12:49,0.02
09/24/2021,13:12:50,0.017
09/24/2021,13:12:51,0.023
09/24/2021,13:12:52,0.017
