TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,08/17/2021
Start Time:,10:24:27
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.063
,Minimum:,0.03
,Time of Minimum:,10:24:35
,Date of Minimum:,08/17/2021
,Maximum:,0.102
,Time of Maximum:,10:24:50
,Date of Maximum:,08/17/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/17/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/17/2021,10:24:28,0.047
08/17/2021,10:24:29,0.05
08/17/2021,10:24:30,0.054
08/17/2021,10:24:31,0.048
08/17/2021,10:24:32,0.063
08/17/2021,10:24:33,0.059
08/17/2021,10:24:34,0.061
08/17/2021,10:24:35,0.03
08/17/2021,10:24:36,0.065
08/17/2021,10:24:37,0.077
08/17/2021,10:24:38,0.063
08/17/2021,10:24:39,0.071
08/17/2021,10:24:40,0.067
08/17/2021,10:24:41,0.058
08/17/2021,10:24:42,0.083
08/17/2021,10:24:43,0.059
08/17/2021,10:24:44,0.059
08/17/2021,10:24:45,0.042
08/17/2021,10:24:46,0.065
08/17/2021,10:24:47,0.053
08/17/2021,10:24:48,0.05
08/17/2021,10:24:49,0.078
08/17/2021,10:24:50,0.102
08/17/2021,10:24:51,0.076
08/17/2021,10:24:52,0.068
08/17/2021,10:24:53,0.064
08/17/2021,10:24:54,0.063
08/17/2021,10:24:55,0.082
08/17/2021,10:24:56,0.06
08/17/2021,10:24:57,0.064
08/17/2021,10:24:58,0.061
08/17/2021,10:24:59,0.082
08/17/2021,10:25:00,0.057
08/17/2021,10:25:01,0.057
08/17/2021,10:25:02,0.077
08/17/2021,10:25:03,0.073
08/17/2021,10:25:04,0.062
08/17/2021,10:25:05,0.061
08/17/2021,10:25:06,0.065
08/17/2021,10:25:07,0.059
08/17/2021,10:25:08,0.063
08/17/2021,10:25:09,0.068
08/17/2021,10:25:10,0.071
08/17/2021,10:25:11,0.061
08/17/2021,10:25:12,0.055
08/17/2021,10:25:13,0.065
08/17/2021,10:25:14,0.057
08/17/2021,10:25:15,0.064
08/17/2021,10:25:16,0.068
08/17/2021,10:25:17,0.068
08/17/2021,10:25:18,0.065
08/17/2021,10:25:19,0.057
08/17/2021,10:25:20,0.093
08/17/2021,10:25:21,0.058
08/17/2021,10:25:22,0.058
08/17/2021,10:25:23,0.064
08/17/2021,10:25:24,0.041
08/17/2021,10:25:25,0.054
08/17/2021,10:25:26,0.061
08/17/2021,10:25:27,0.053

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,08/17/2021
Start Time:,11:24:28
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.052
,Minimum:,0.033
,Time of Minimum:,11:24:54
,Date of Minimum:,08/17/2021
,Maximum:,0.09
,Time of Maximum:,11:24:36
,Date of Maximum:,08/17/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,08/17/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
08/17/2021,11:24:29,0.066
08/17/2021,11:24:30,0.055
08/17/2021,11:24:31,0.068
08/17/2021,11:24:32,0.065
08/17/2021,11:24:33,0.057
08/17/2021,11:24:34,0.068
08/17/2021,11:24:35,0.047
08/17/2021,11:24:36,0.09
08/17/2021,11:24:37,0.068
08/17/2021,11:24:38,0.05
08/17/2021,11:24:39,0.06
08/17/2021,11:24:40,0.06
08/17/2021,11:24:41,0.047
08/17/2021,11:24:42,0.059
08/17/2021,11:24:43,0.055
08/17/2021,11:24:44,0.046
08/17/2021,11:24:45,0.041
08/17/2021,11:24:46,0.042
08/17/2021,11:24:47,0.049
08/17/2021,11:24:48,0.043
08/17/2021,11:24:49,0.068
08/17/2021,11:24:50,0.043
08/17/2021,11:24:51,0.035
08/17/2021,11:24:52,0.038
08/17/2021,11:24:53,0.062
08/17/2021,11:24:54,0.033
08/17/2021,11:24:55,0.044
08/17/2021,11:24:56,0.059
08/17/2021,11:24:57,0.036
08/17/2021,11:24:58,0.054
08/17/2021,11:24:59,0.04
08/17/2021,11:25:00,0.048
08/17/2021,11:25:01,0.058
08/17/2021,11:25:02,0.045
08/17/2021,11:25:03,0.055
08/17/2021,11:25:04,0.08
08/17/2021,11:25:05,0.058
08/17/2021,11:25:06,0.051
08/17/2021,11:25:07,0.049
