TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,12/01/2020
Start Time:,09:59:21
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.036
,Minimum:,0.017
,Time of Minimum:,09:59:29
,Date of Minimum:,12/01/2020
,Maximum:,0.066
,Time of Maximum:,10:00:21
,Date of Maximum:,12/01/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,12/01/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
12/01/2020,09:59:22,0.039
12/01/2020,09:59:23,0.04
12/01/2020,09:59:24,0.033
12/01/2020,09:59:25,0.036
12/01/2020,09:59:26,0.034
12/01/2020,09:59:27,0.037
12/01/2020,09:59:28,0.03
12/01/2020,09:59:29,0.017
12/01/2020,09:59:30,0.03
12/01/2020,09:59:31,0.029
12/01/2020,09:59:32,0.037
12/01/2020,09:59:33,0.03
12/01/2020,09:59:34,0.026
12/01/2020,09:59:35,0.03
12/01/2020,09:59:36,0.031
12/01/2020,09:59:37,0.031
12/01/2020,09:59:38,0.031
12/01/2020,09:59:39,0.029
12/01/2020,09:59:40,0.034
12/01/2020,09:59:41,0.03
12/01/2020,09:59:42,0.032
12/01/2020,09:59:43,0.046
12/01/2020,09:59:44,0.032
12/01/2020,09:59:45,0.03
12/01/2020,09:59:46,0.029
12/01/2020,09:59:47,0.032
12/01/2020,09:59:48,0.036
12/01/2020,09:59:49,0.031
12/01/2020,09:59:50,0.035
12/01/2020,09:59:51,0.031
12/01/2020,09:59:52,0.048
12/01/2020,09:59:53,0.038
12/01/2020,09:59:54,0.041
12/01/2020,09:59:55,0.039
12/01/2020,09:59:56,0.039
12/01/2020,09:59:57,0.034
12/01/2020,09:59:58,0.038
12/01/2020,09:59:59,0.033
12/01/2020,10:00:00,0.05
12/01/2020,10:00:01,0.03
12/01/2020,10:00:02,0.035
12/01/2020,10:00:03,0.037
12/01/2020,10:00:04,0.031
12/01/2020,10:00:05,0.032
12/01/2020,10:00:06,0.038
12/01/2020,10:00:07,0.037
12/01/2020,10:00:08,0.028
12/01/2020,10:00:09,0.041
12/01/2020,10:00:10,0.045
12/01/2020,10:00:11,0.038
12/01/2020,10:00:12,0.035
12/01/2020,10:00:13,0.044
12/01/2020,10:00:14,0.05
12/01/2020,10:00:15,0.042
12/01/2020,10:00:16,0.043
12/01/2020,10:00:17,0.042
12/01/2020,10:00:18,0.04
12/01/2020,10:00:19,0.049
12/01/2020,10:00:20,0.047
12/01/2020,10:00:21,0.066

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,12/01/2020
Start Time:,10:59:21
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.04
,Minimum:,0.028
,Time of Minimum:,10:59:38
,Date of Minimum:,12/01/2020
,Maximum:,0.053
,Time of Maximum:,10:59:45
,Date of Maximum:,12/01/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,12/01/2020
,Cal name:,Factory

