TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,01/28/2022
Start Time:,11:02:27
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.047
,Minimum:,0
,Time of Minimum:,11:03:02
,Date of Minimum:,01/28/2022
,Maximum:,0.929
,Time of Maximum:,11:03:01
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,11:02:28,0.039
01/28/2022,11:02:29,0.048
01/28/2022,11:02:30,0.034
01/28/2022,11:02:31,0.078
01/28/2022,11:02:32,0.04
01/28/2022,11:02:33,0.028
01/28/2022,11:02:34,0.052
01/28/2022,11:02:35,0.042
01/28/2022,11:02:36,0.043
01/28/2022,11:02:37,0.034
01/28/2022,11:02:38,0.044
01/28/2022,11:02:39,0.059
01/28/2022,11:02:40,0.058
01/28/2022,11:02:41,0.028
01/28/2022,11:02:42,0.03
01/28/2022,11:02:43,0.025
01/28/2022,11:02:44,0.024
01/28/2022,11:02:45,0.02
01/28/2022,11:02:46,0.017
01/28/2022,11:02:47,0.031
01/28/2022,11:02:48,0.042
01/28/2022,11:02:49,0.026
01/28/2022,11:02:50,0.022
01/28/2022,11:02:51,0.013
01/28/2022,11:02:52,0.015
01/28/2022,11:02:53,0.012
01/28/2022,11:02:54,0.017
01/28/2022,11:02:55,0.029
01/28/2022,11:02:56,0
01/28/2022,11:02:57,0
01/28/2022,11:02:58,0.031
01/28/2022,11:02:59,0.034
01/28/2022,11:03:00,0.072
01/28/2022,11:03:01,0.929
01/28/2022,11:03:02,0
01/28/2022,11:03:03,0.022
01/28/2022,11:03:04,0.036
01/28/2022,11:03:05,0.04
01/28/2022,11:03:06,0.024
01/28/2022,11:03:07,0.022
01/28/2022,11:03:08,0.042
01/28/2022,11:03:09,0.033
01/28/2022,11:03:10,0.03
01/28/2022,11:03:11,0.035
01/28/2022,11:03:12,0.026
01/28/2022,11:03:13,0.039
01/28/2022,11:03:14,0.047
01/28/2022,11:03:15,0.031
01/28/2022,11:03:16,0.028
01/28/2022,11:03:17,0.032
01/28/2022,11:03:18,0.028
01/28/2022,11:03:19,0.051
01/28/2022,11:03:20,0.027
01/28/2022,11:03:21,0.039
01/28/2022,11:03:22,0.024
01/28/2022,11:03:23,0.033
01/28/2022,11:03:24,0.027
01/28/2022,11:03:25,0.028
01/28/2022,11:03:26,0.033
01/28/2022,11:03:27,0.022

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,STEL Test 1 A
Start Date:,01/28/2022
Start Time:,11:02:59
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,01:00
Number of points:,1
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.064
,Minimum:,0.064
,Time of Minimum:,11:03:59
,Date of Minimum:,01/28/2022
,Maximum:,0.064
,Time of Maximum:,11:03:59
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,11:03:59,0.064

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,01/28/2022
Start Time:,12:02:27
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.032
,Minimum:,0.013
,Time of Minimum:,12:03:27
,Date of Minimum:,01/28/2022
,Maximum:,0.077
,Time of Maximum:,12:03:10
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,12:02:28,0.024
01/28/2022,12:02:29,0.031
01/28/2022,12:02:30,0.034
01/28/2022,12:02:31,0.045
01/28/2022,12:02:32,0.033
01/28/2022,12:02:33,0.022
01/28/2022,12:02:34,0.035
01/28/2022,12:02:35,0.034
01/28/2022,12:02:36,0.035
01/28/2022,12:02:37,0.028
01/28/2022,12:02:38,0.026
01/28/2022,12:02:39,0.056
01/28/2022,12:02:40,0.034
01/28/2022,12:02:41,0.025
01/28/2022,12:02:42,0.03
01/28/2022,12:02:43,0.015
01/28/2022,12:02:44,0.032
01/28/2022,12:02:45,0.022
01/28/2022,12:02:46,0.031
01/28/2022,12:02:47,0.025
01/28/2022,12:02:48,0.049
01/28/2022,12:02:49,0.04
01/28/2022,12:02:50,0.022
01/28/2022,12:02:51,0.034
01/28/2022,12:02:52,0.037
01/28/2022,12:02:53,0.033
01/28/2022,12:02:54,0.028
01/28/2022,12:02:55,0.034
01/28/2022,12:02:56,0.032
01/28/2022,12:02:57,0.037
01/28/2022,12:02:58,0.019
01/28/2022,12:02:59,0.038
01/28/2022,12:03:00,0.026
01/28/2022,12:03:01,0.024
01/28/2022,12:03:02,0.024
01/28/2022,12:03:03,0.025
01/28/2022,12:03:04,0.02
01/28/2022,12:03:05,0.013
01/28/2022,12:03:06,0.022
01/28/2022,12:03:07,0.04
01/28/2022,12:03:08,0.054
01/28/2022,12:03:09,0.024
01/28/2022,12:03:10,0.077
01/28/2022,12:03:11,0.066
01/28/2022,12:03:12,0.027
01/28/2022,12:03:13,0.033
01/28/2022,12:03:14,0.043
01/28/2022,12:03:15,0.035
01/28/2022,12:03:16,0.046
01/28/2022,12:03:17,0.038
01/28/2022,12:03:18,0.04
01/28/2022,12:03:19,0.03
01/28/2022,12:03:20,0.033
01/28/2022,12:03:21,0.026
01/28/2022,12:03:22,0.03
01/28/2022,12:03:23,0.024
01/28/2022,12:03:24,0.019
01/28/2022,12:03:25,0.025
01/28/2022,12:03:26,0.023
01/28/2022,12:03:27,0.013

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 3
Start Date:,01/28/2022
Start Time:,01:02:27
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.017
,Minimum:,0
,Time of Minimum:,01:02:40
,Date of Minimum:,01/28/2022
,Maximum:,0.078
,Time of Maximum:,01:02:33
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,13:02:28,0.017
01/28/2022,13:02:29,0.019
01/28/2022,13:02:30,0.022
01/28/2022,13:02:31,0.015
01/28/2022,13:02:32,0.007
01/28/2022,13:02:33,0.078
01/28/2022,13:02:34,0.007
01/28/2022,13:02:35,0.011
01/28/2022,13:02:36,0.015
01/28/2022,13:02:37,0.011
