TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,06/28/2022
Start Time:,01:02:53
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.038
,Minimum:,0.027
,Time of Minimum:,01:03:39
,Date of Minimum:,06/28/2022
,Maximum:,0.054
,Time of Maximum:,01:02:55
,Date of Maximum:,06/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/28/2022,13:02:54,0.028
06/28/2022,13:02:55,0.054
06/28/2022,13:02:56,0.039
06/28/2022,13:02:57,0.027
06/28/2022,13:02:58,0.031
06/28/2022,13:02:59,0.03
06/28/2022,13:03:00,0.033
06/28/2022,13:03:01,0.032
06/28/2022,13:03:02,0.032
06/28/2022,13:03:03,0.032
06/28/2022,13:03:04,0.035
06/28/2022,13:03:05,0.03
06/28/2022,13:03:06,0.03
06/28/2022,13:03:07,0.039
06/28/2022,13:03:08,0.028
06/28/2022,13:03:09,0.032
06/28/2022,13:03:10,0.037
06/28/2022,13:03:11,0.041
06/28/2022,13:03:12,0.031
06/28/2022,13:03:13,0.045
06/28/2022,13:03:14,0.04
06/28/2022,13:03:15,0.039
06/28/2022,13:03:16,0.044
06/28/2022,13:03:17,0.041
06/28/2022,13:03:18,0.04
06/28/2022,13:03:19,0.037
06/28/2022,13:03:20,0.047
06/28/2022,13:03:21,0.034
06/28/2022,13:03:22,0.046
06/28/2022,13:03:23,0.043
06/28/2022,13:03:24,0.034
06/28/2022,13:03:25,0.048
06/28/2022,13:03:26,0.045
06/28/2022,13:03:27,0.048
06/28/2022,13:03:28,0.044
06/28/2022,13:03:29,0.04
06/28/2022,13:03:30,0.045
06/28/2022,13:03:31,0.036
06/28/2022,13:03:32,0.038
06/28/2022,13:03:33,0.044
06/28/2022,13:03:34,0.042
06/28/2022,13:03:35,0.034
06/28/2022,13:03:36,0.036
06/28/2022,13:03:37,0.035
06/28/2022,13:03:38,0.034
06/28/2022,13:03:39,0.027
06/28/2022,13:03:40,0.037
06/28/2022,13:03:41,0.041
06/28/2022,13:03:42,0.034
06/28/2022,13:03:43,0.032
06/28/2022,13:03:44,0.031
06/28/2022,13:03:45,0.034
06/28/2022,13:03:46,0.042
06/28/2022,13:03:47,0.035
06/28/2022,13:03:48,0.034
06/28/2022,13:03:49,0.043
06/28/2022,13:03:50,0.032
06/28/2022,13:03:51,0.045
06/28/2022,13:03:52,0.048
06/28/2022,13:03:53,0.052

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,06/28/2022
Start Time:,02:02:53
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.076
,Minimum:,0.055
,Time of Minimum:,02:03:20
,Date of Minimum:,06/28/2022
,Maximum:,0.113
,Time of Maximum:,02:02:55
,Date of Maximum:,06/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/28/2022,14:02:54,0.094
06/28/2022,14:02:55,0.113
06/28/2022,14:02:56,0.093
06/28/2022,14:02:57,0.101
06/28/2022,14:02:58,0.094
06/28/2022,14:02:59,0.079
06/28/2022,14:03:00,0.067
06/28/2022,14:03:01,0.08
06/28/2022,14:03:02,0.082
06/28/2022,14:03:03,0.095
06/28/2022,14:03:04,0.096
06/28/2022,14:03:05,0.09
06/28/2022,14:03:06,0.086
06/28/2022,14:03:07,0.056
