TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,06/29/2021
Start Time:,11:18:58
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.06
,Minimum:,0.039
,Time of Minimum:,11:19:37
,Date of Minimum:,06/29/2021
,Maximum:,0.124
,Time of Maximum:,11:19:42
,Date of Maximum:,06/29/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/29/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/29/2021,11:18:59,0.071
06/29/2021,11:19:00,0.047
06/29/2021,11:19:01,0.051
06/29/2021,11:19:02,0.065
06/29/2021,11:19:03,0.068
06/29/2021,11:19:04,0.062
06/29/2021,11:19:05,0.054
06/29/2021,11:19:06,0.052
06/29/2021,11:19:07,0.064
06/29/2021,11:19:08,0.084
06/29/2021,11:19:09,0.054
06/29/2021,11:19:10,0.049
06/29/2021,11:19:11,0.074
06/29/2021,11:19:12,0.063
06/29/2021,11:19:13,0.041
06/29/2021,11:19:14,0.078
06/29/2021,11:19:15,0.054
06/29/2021,11:19:16,0.051
06/29/2021,11:19:17,0.05
06/29/2021,11:19:18,0.063
06/29/2021,11:19:19,0.05
06/29/2021,11:19:20,0.05
06/29/2021,11:19:21,0.071
06/29/2021,11:19:22,0.048
06/29/2021,11:19:23,0.068
06/29/2021,11:19:24,0.059
06/29/2021,11:19:25,0.057
06/29/2021,11:19:26,0.072
06/29/2021,11:19:27,0.053
06/29/2021,11:19:28,0.058
06/29/2021,11:19:29,0.067
06/29/2021,11:19:30,0.056
06/29/2021,11:19:31,0.06
06/29/2021,11:19:32,0.057
06/29/2021,11:19:33,0.066
06/29/2021,11:19:34,0.049
06/29/2021,11:19:35,0.048
06/29/2021,11:19:36,0.055
06/29/2021,11:19:37,0.039
06/29/2021,11:19:38,0.059
06/29/2021,11:19:39,0.041
06/29/2021,11:19:40,0.053
06/29/2021,11:19:41,0.047
06/29/2021,11:19:42,0.124
06/29/2021,11:19:43,0.044
06/29/2021,11:19:44,0.078
06/29/2021,11:19:45,0.061
06/29/2021,11:19:46,0.057
06/29/2021,11:19:47,0.082
06/29/2021,11:19:48,0.063
06/29/2021,11:19:49,0.061
06/29/2021,11:19:50,0.065
06/29/2021,11:19:51,0.055
06/29/2021,11:19:52,0.062
06/29/2021,11:19:53,0.062
06/29/2021,11:19:54,0.066
06/29/2021,11:19:55,0.059
06/29/2021,11:19:56,0.056
06/29/2021,11:19:57,0.054
06/29/2021,11:19:58,0.053

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,06/29/2021
Start Time:,12:18:59
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.045
,Minimum:,0.033
,Time of Minimum:,12:19:30
,Date of Minimum:,06/29/2021
,Maximum:,0.08
,Time of Maximum:,12:19:57
,Date of Maximum:,06/29/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,06/29/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
06/29/2021,12:19:00,0.038
06/29/2021,12:19:01,0.054
06/29/2021,12:19:02,0.042
06/29/2021,12:19:03,0.046
06/29/2021,12:19:04,0.048
06/29/2021,12:19:05,0.041
06/29/2021,12:19:06,0.055
06/29/2021,12:19:07,0.039
06/29/2021,12:19:08,0.039
06/29/2021,12:19:09,0.04
06/29/2021,12:19:10,0.056
06/29/2021,12:19:11,0.047
06/29/2021,12:19:12,0.06
06/29/2021,12:19:13,0.048
06/29/2021,12:19:14,0.037
