TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 1
Start Date:,11/11/2020
Start Time:,02:04:25
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.024
,Minimum:,0.007
,Time of Minimum:,02:04:38
,Date of Minimum:,11/11/2020
,Maximum:,0.073
,Time of Maximum:,02:05:14
,Date of Maximum:,11/11/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,11/03/2020
,Cal name:,USER1 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
11/11/2020,14:04:26,0.012
11/11/2020,14:04:27,0.022
11/11/2020,14:04:28,0.015
11/11/2020,14:04:29,0.022
11/11/2020,14:04:30,0.019
11/11/2020,14:04:31,0.018
11/11/2020,14:04:32,0.018
11/11/2020,14:04:33,0.026
11/11/2020,14:04:34,0.045
11/11/2020,14:04:35,0.052
11/11/2020,14:04:36,0.034
11/11/2020,14:04:37,0.024
11/11/2020,14:04:38,0.007
11/11/2020,14:04:39,0.01
11/11/2020,14:04:40,0.017
11/11/2020,14:04:41,0.017
11/11/2020,14:04:42,0.015
11/11/2020,14:04:43,0.023
11/11/2020,14:04:44,0.019
11/11/2020,14:04:45,0.024
11/11/2020,14:04:46,0.022
11/11/2020,14:04:47,0.025
11/11/2020,14:04:48,0.026
11/11/2020,14:04:49,0.027
11/11/2020,14:04:50,0.049
11/11/2020,14:04:51,0.036
11/11/2020,14:04:52,0.026
11/11/2020,14:04:53,0.034
11/11/2020,14:04:54,0.025
11/11/2020,14:04:55,0.023
11/11/2020,14:04:56,0.017
11/11/2020,14:04:57,0.018
11/11/2020,14:04:58,0.017
11/11/2020,14:04:59,0.017
11/11/2020,14:05:00,0.012
11/11/2020,14:05:01,0.017
11/11/2020,14:05:02,0.015
11/11/2020,14:05:03,0.014
