TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,03/09/2021
Start Time:,12:42:34
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.03
,Minimum:,0
,Time of Minimum:,12:42:57
,Date of Minimum:,03/09/2021
,Maximum:,0.049
,Time of Maximum:,12:43:07
,Date of Maximum:,03/09/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/09/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/09/2021,12:42:35,0.025
03/09/2021,12:42:36,0.041
03/09/2021,12:42:37,0.023
03/09/2021,12:42:38,0.031
03/09/2021,12:42:39,0.029
03/09/2021,12:42:40,0.028
03/09/2021,12:42:41,0.033
03/09/2021,12:42:42,0.041
03/09/2021,12:42:43,0.032
03/09/2021,12:42:44,0.048
03/09/2021,12:42:45,0.036
03/09/2021,12:42:46,0.039
03/09/2021,12:42:47,0.038
03/09/2021,12:42:48,0.034
03/09/2021,12:42:49,0.03
03/09/2021,12:42:50,0.037
03/09/2021,12:42:51,0.027
03/09/2021,12:42:52,0.033
03/09/2021,12:42:53,0.04
03/09/2021,12:42:54,0.021
03/09/2021,12:42:55,0.016
03/09/2021,12:42:56,0
03/09/2021,12:42:57,0
03/09/2021,12:42:58,0.026
03/09/2021,12:42:59,0.023
03/09/2021,12:43:00,0.026
03/09/2021,12:43:01,0.039
03/09/2021,12:43:02,0.033
03/09/2021,12:43:03,0.036
03/09/2021,12:43:04,0.029
03/09/2021,12:43:05,0.03
03/09/2021,12:43:06,0.035
03/09/2021,12:43:07,0.049
03/09/2021,12:43:08,0.035
03/09/2021,12:43:09,0.028
03/09/2021,12:43:10,0.027
03/09/2021,12:43:11,0.032
03/09/2021,12:43:12,0.036
03/09/2021,12:43:13,0.026
03/09/2021,12:43:14,0.038
03/09/2021,12:43:15,0.028
03/09/2021,12:43:16,0.033
03/09/2021,12:43:17,0.028
03/09/2021,12:43:18,0.032
03/09/2021,12:43:19,0.027
03/09/2021,12:43:20,0.024
03/09/2021,12:43:21,0.031
03/09/2021,12:43:22,0.031
03/09/2021,12:43:23,0.042
03/09/2021,12:43:24,0.021
03/09/2021,12:43:25,0.032
03/09/2021,12:43:26,0.032
03/09/2021,12:43:27,0.02
03/09/2021,12:43:28,0.033
03/09/2021,12:43:29,0.025
03/09/2021,12:43:30,0.031
03/09/2021,12:43:31,0.041
03/09/2021,12:43:32,0.024
03/09/2021,12:43:33,0.027
03/09/2021,12:43:34,0.02

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,03/09/2021
Start Time:,01:42:34
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.046
,Minimum:,0.029
,Time of Minimum:,01:43:19
,Date of Minimum:,03/09/2021
,Maximum:,0.076
,Time of Maximum:,01:42:55
,Date of Maximum:,03/09/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/09/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/09/2021,13:42:35,0.052
03/09/2021,13:42:36,0.05
03/09/2021,13:42:37,0.041
03/09/2021,13:42:38,0.049
03/09/2021,13:42:39,0.051
03/09/2021,13:42:40,0.041
03/09/2021,13:42:41,0.049
03/09/2021,13:42:42,0.043
03/09/2021,13:42:43,0.042
03/09/2021,13:42:44,0.06
03/09/2021,13:42:45,0.04
