TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,02/04/2022
Start Time:,12:42:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.044
,Minimum:,0
,Time of Minimum:,12:43:04
,Date of Minimum:,02/04/2022
,Maximum:,0.113
,Time of Maximum:,12:43:42
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,12:42:55,0.019
02/04/2022,12:42:56,0.007
02/04/2022,12:42:57,0.029
02/04/2022,12:42:58,0.028
02/04/2022,12:42:59,0.027
02/04/2022,12:43:00,0.047
02/04/2022,12:43:01,0.031
02/04/2022,12:43:02,0.059
02/04/2022,12:43:03,0.04
02/04/2022,12:43:04,0
02/04/2022,12:43:05,0.049
02/04/2022,12:43:06,0.023
02/04/2022,12:43:07,0.035
02/04/2022,12:43:08,0.039
02/04/2022,12:43:09,0.04
02/04/2022,12:43:10,0.043
02/04/2022,12:43:11,0.041
02/04/2022,12:43:12,0.041
02/04/2022,12:43:13,0.045
02/04/2022,12:43:14,0.044
02/04/2022,12:43:15,0.045
02/04/2022,12:43:16,0.042
02/04/2022,12:43:17,0.043
02/04/2022,12:43:18,0.043
02/04/2022,12:43:19,0.06
02/04/2022,12:43:20,0.058
02/04/2022,12:43:21,0.046
02/04/2022,12:43:22,0.041
02/04/2022,12:43:23,0.047
02/04/2022,12:43:24,0.051
02/04/2022,12:43:25,0.043
02/04/2022,12:43:26,0.043
02/04/2022,12:43:27,0.037
02/04/2022,12:43:28,0.05
02/04/2022,12:43:29,0.05
02/04/2022,12:43:30,0.049
02/04/2022,12:43:31,0.052
02/04/2022,12:43:32,0.047
02/04/2022,12:43:33,0.06
02/04/2022,12:43:34,0.05
02/04/2022,12:43:35,0.05
02/04/2022,12:43:36,0.039
02/04/2022,12:43:37,0.048
02/04/2022,12:43:38,0.045
02/04/2022,12:43:39,0.044
02/04/2022,12:43:40,0.048
02/04/2022,12:43:41,0.044
02/04/2022,12:43:42,0.113
02/04/2022,12:43:43,0.035
02/04/2022,12:43:44,0.104
02/04/2022,12:43:45,0.047
02/04/2022,12:43:46,0.041
02/04/2022,12:43:47,0.043
02/04/2022,12:43:48,0.036
02/04/2022,12:43:49,0.034
02/04/2022,12:43:50,0.049
02/04/2022,12:43:51,0.043
02/04/2022,12:43:52,0.048
02/04/2022,12:43:53,0.042
02/04/2022,12:43:54,0.023

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,02/04/2022
Start Time:,01:42:55
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.044
,Minimum:,0.027
,Time of Minimum:,01:43:54
,Date of Minimum:,02/04/2022
,Maximum:,0.083
,Time of Maximum:,01:43:14
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,13:42:56,0.03
02/04/2022,13:42:57,0.038
02/04/2022,13:42:58,0.038
02/04/2022,13:42:59,0.04
02/04/2022,13:43:00,0.043
02/04/2022,13:43:01,0.044
02/04/2022,13:43:02,0.041
02/04/2022,13:43:03,0.045
02/04/2022,13:43:04,0.042
02/04/2022,13:43:05,0.047
02/04/2022,13:43:06,0.037
02/04/2022,13:43:07,0.047
02/04/2022,13:43:08,0.045
02/04/2022,13:43:09,0.062
02/04/2022,13:43:10,0.055
02/04/2022,13:43:11,0.065
02/04/2022,13:43:12,0.064
02/04/2022,13:43:13,0.046
02/04/2022,13:43:14,0.083
02/04/2022,13:43:15,0.049
02/04/2022,13:43:16,0.045
02/04/2022,13:43:17,0.04
02/04/2022,13:43:18,0.048
02/04/2022,13:43:19,0.053
02/04/2022,13:43:20,0.066
02/04/2022,13:43:21,0.04
02/04/2022,13:43:22,0.05
02/04/2022,13:43:23,0.051
02/04/2022,13:43:24,0.046
02/04/2022,13:43:25,0.043
02/04/2022,13:43:26,0.035
02/04/2022,13:43:27,0.044
02/04/2022,13:43:28,0.055
02/04/2022,13:43:29,0.057
02/04/2022,13:43:30,0.048
02/04/2022,13:43:31,0.035
02/04/2022,13:43:32,0.047
02/04/2022,13:43:33,0.039
02/04/2022,13:43:34,0.048
02/04/2022,13:43:35,0.038
02/04/2022,13:43:36,0.048
02/04/2022,13:43:37,0.042
02/04/2022,13:43:38,0.033
02/04/2022,13:43:39,0.036
02/04/2022,13:43:40,0.038
02/04/2022,13:43:41,0.041
02/04/2022,13:43:42,0.039
02/04/2022,13:43:43,0.04
02/04/2022,13:43:44,0.041
02/04/2022,13:43:45,0.035
02/04/2022,13:43:46,0.053
02/04/2022,13:43:47,0.031
02/04/2022,13:43:48,0.034
02/04/2022,13:43:49,0.036
02/04/2022,13:43:50,0.03
02/04/2022,13:43:51,0.034
02/04/2022,13:43:52,0.035
02/04/2022,13:43:53,0.027
02/04/2022,13:43:54,0.027
02/04/2022,13:43:55,0.044

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 3
Start Date:,02/04/2022
Start Time:,02:42:55
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.047
,Minimum:,0.029
,Time of Minimum:,02:43:46
,Date of Minimum:,02/04/2022
,Maximum:,0.069
,Time of Maximum:,02:43:13
,Date of Maximum:,02/04/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/04/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/04/2022,14:42:56,0.051
02/04/2022,14:42:57,0.05
02/04/2022,14:42:58,0.06
02/04/2022,14:42:59,0.046
02/04/2022,14:43:00,0.041
02/04/2022,14:43:01,0.044
02/04/2022,14:43:02,0.044
02/04/2022,14:43:03,0.046
02/04/2022,14:43:04,0.048
02/04/2022,14:43:05,0.041
02/04/2022,14:43:06,0.046
02/04/2022,14:43:07,0.042
02/04/2022,14:43:08,0.061
02/04/2022,14:43:09,0.051
02/04/2022,14:43:10,0.047
02/04/2022,14:43:11,0.06
02/04/2022,14:43:12,0.045
02/04/2022,14:43:13,0.069
02/04/2022,14:43:14,0.061
02/04/2022,14:43:15,0.06
02/04/2022,14:43:16,0.057
02/04/2022,14:43:17,0.048
02/04/2022,14:43:18,0.046
02/04/2022,14:43:19,0.062
02/04/2022,14:43:20,0.054
02/04/2022,14:43:21,0.048
02/04/2022,14:43:22,0.046
02/04/2022,14:43:23,0.04
02/04/2022,14:43:24,0.044
02/04/2022,14:43:25,0.042
02/04/2022,14:43:26,0.051
02/04/2022,14:43:27,0.055
02/04/2022,14:43:28,0.044
02/04/2022,14:43:29,0.048
02/04/2022,14:43:30,0.045
02/04/2022,14:43:31,0.047
02/04/2022,14:43:32,0.047
02/04/2022,14:43:33,0.043
02/04/2022,14:43:34,0.048
02/04/2022,14:43:35,0.039
02/04/2022,14:43:36,0.056
02/04/2022,14:43:37,0.035
02/04/2022,14:43:38,0.062
02/04/2022,14:43:39,0.044
02/04/2022,14:43:40,0.039
02/04/2022,14:43:41,0.044
02/04/2022,14:43:42,0.044
02/04/2022,14:43:43,0.03
02/04/2022,14:43:44,0.029
02/04/2022,14:43:45,0.053
02/04/2022,14:43:46,0.029
