TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 1
Start Date:,03/18/2022
Start Time:,11:03:28
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.066
,Minimum:,0.044
,Time of Minimum:,11:03:54
,Date of Minimum:,03/18/2022
,Maximum:,0.213
,Time of Maximum:,11:03:41
,Date of Maximum:,03/18/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/18/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/18/2022,11:03:29,0.074
03/18/2022,11:03:30,0.061
03/18/2022,11:03:31,0.078
03/18/2022,11:03:32,0.063
03/18/2022,11:03:33,0.081
03/18/2022,11:03:34,0.065
03/18/2022,11:03:35,0.069
03/18/2022,11:03:36,0.065
03/18/2022,11:03:37,0.077
03/18/2022,11:03:38,0.051
03/18/2022,11:03:39,0.07
03/18/2022,11:03:40,0.051
03/18/2022,11:03:41,0.213
03/18/2022,11:03:42,0.056
03/18/2022,11:03:43,0.069
03/18/2022,11:03:44,0.065
03/18/2022,11:03:45,0.051
03/18/2022,11:03:46,0.082
03/18/2022,11:03:47,0.053
03/18/2022,11:03:48,0.069
03/18/2022,11:03:49,0.057
03/18/2022,11:03:50,0.059
03/18/2022,11:03:51,0.059
03/18/2022,11:03:52,0.058
03/18/2022,11:03:53,0.076
03/18/2022,11:03:54,0.044
03/18/2022,11:03:55,0.069
03/18/2022,11:03:56,0.08
03/18/2022,11:03:57,0.086
03/18/2022,11:03:58,0.068
03/18/2022,11:03:59,0.063
03/18/2022,11:04:00,0.064
03/18/2022,11:04:01,0.064
03/18/2022,11:04:02,0.057
03/18/2022,11:04:03,0.064
03/18/2022,11:04:04,0.063
03/18/2022,11:04:05,0.057
03/18/2022,11:04:06,0.063
03/18/2022,11:04:07,0.058
03/18/2022,11:04:08,0.055
03/18/2022,11:04:09,0.053
03/18/2022,11:04:10,0.055
03/18/2022,11:04:11,0.051
03/18/2022,11:04:12,0.054
03/18/2022,11:04:13,0.056
03/18/2022,11:04:14,0.053
03/18/2022,11:04:15,0.058
03/18/2022,11:04:16,0.057
03/18/2022,11:04:17,0.101
03/18/2022,11:04:18,0.067
03/18/2022,11:04:19,0.051
03/18/2022,11:04:20,0.054
03/18/2022,11:04:21,0.081
03/18/2022,11:04:22,0.051
03/18/2022,11:04:23,0.088
03/18/2022,11:04:24,0.05
03/18/2022,11:04:25,0.065
03/18/2022,11:04:26,0.065
03/18/2022,11:04:27,0.074
03/18/2022,11:04:28,0.061

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 2
Start Date:,03/18/2022
Start Time:,12:03:29
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.068
,Minimum:,0.042
,Time of Minimum:,12:04:15
,Date of Minimum:,03/18/2022
,Maximum:,0.102
,Time of Maximum:,12:04:12
,Date of Maximum:,03/18/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/18/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
