TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,01/22/2021
Start Time:,11:27:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.102
,Minimum:,0.071
,Time of Minimum:,11:28:37
,Date of Minimum:,01/22/2021
,Maximum:,0.122
,Time of Maximum:,11:28:47
,Date of Maximum:,01/22/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/22/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/22/2021,11:27:55,0.108
01/22/2021,11:27:56,0.095
01/22/2021,11:27:57,0.095
01/22/2021,11:27:58,0.107
01/22/2021,11:27:59,0.098
01/22/2021,11:28:00,0.095
01/22/2021,11:28:01,0.096
01/22/2021,11:28:02,0.109
01/22/2021,11:28:03,0.113
01/22/2021,11:28:04,0.11
01/22/2021,11:28:05,0.097
01/22/2021,11:28:06,0.102
01/22/2021,11:28:07,0.107
01/22/2021,11:28:08,0.104
01/22/2021,11:28:09,0.107
01/22/2021,11:28:10,0.106
01/22/2021,11:28:11,0.095
01/22/2021,11:28:12,0.105
01/22/2021,11:28:13,0.102
01/22/2021,11:28:14,0.088
01/22/2021,11:28:15,0.102
01/22/2021,11:28:16,0.112
01/22/2021,11:28:17,0.098
01/22/2021,11:28:18,0.11
01/22/2021,11:28:19,0.099
01/22/2021,11:28:20,0.107
01/22/2021,11:28:21,0.113
01/22/2021,11:28:22,0.1
01/22/2021,11:28:23,0.102
01/22/2021,11:28:24,0.101
01/22/2021,11:28:25,0.093
01/22/2021,11:28:26,0.098
01/22/2021,11:28:27,0.112
01/22/2021,11:28:28,0.104
01/22/2021,11:28:29,0.12
01/22/2021,11:28:30,0.099
01/22/2021,11:28:31,0.107
01/22/2021,11:28:32,0.074
01/22/2021,11:28:33,0.09
01/22/2021,11:28:34,0.117
01/22/2021,11:28:35,0.102
01/22/2021,11:28:36,0.095
01/22/2021,11:28:37,0.071
01/22/2021,11:28:38,0.089
01/22/2021,11:28:39,0.086
01/22/2021,11:28:40,0.098
01/22/2021,11:28:41,0.094
01/22/2021,11:28:42,0.104
01/22/2021,11:28:43,0.112
01/22/2021,11:28:44,0.096
01/22/2021,11:28:45,0.098
01/22/2021,11:28:46,0.12
01/22/2021,11:28:47,0.122
01/22/2021,11:28:48,0.096
01/22/2021,11:28:49,0.104
01/22/2021,11:28:50,0.097
01/22/2021,11:28:51,0.115
01/22/2021,11:28:52,0.103
01/22/2021,11:28:53,0.093
01/22/2021,11:28:54,0.117

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,01/22/2021
Start Time:,12:27:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.053
,Minimum:,0.041
,Time of Minimum:,12:28:44
,Date of Minimum:,01/22/2021
,Maximum:,0.078
,Time of Maximum:,12:28:51
,Date of Maximum:,01/22/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/22/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/22/2021,12:27:55,0.056
01/22/2021,12:27:56,0.049
01/22/2021,12:27:57,0.053
01/22/2021,12:27:58,0.054
01/22/2021,12:27:59,0.052
01/22/2021,12:28:00,0.055
01/22/2021,12:28:01,0.054
01/22/2021,12:28:02,0.059
01/22/2021,12:28:03,0.052
01/22/2021,12:28:04,0.052
01/22/2021,12:28:05,0.049
01/22/2021,12:28:06,0.066
01/22/2021,12:28:07,0.05
01/22/2021,12:28:08,0.054
01/22/2021,12:28:09,0.056
01/22/2021,12:28:10,0.054
01/22/2021,12:28:11,0.057
01/22/2021,12:28:12,0.05
01/22/2021,12:28:13,0.052
01/22/2021,12:28:14,0.051
01/22/2021,12:28:15,0.053
01/22/2021,12:28:16,0.054
01/22/2021,12:28:17,0.056
01/22/2021,12:28:18,0.064
01/22/2021,12:28:19,0.053
01/22/2021,12:28:20,0.068
01/22/2021,12:28:21,0.057
01/22/2021,12:28:22,0.049
01/22/2021,12:28:23,0.049
01/22/2021,12:28:24,0.049
01/22/2021,12:28:25,0.063
01/22/2021,12:28:26,0.051
01/22/2021,12:28:27,0.059
01/22/2021,12:28:28,0.052
01/22/2021,12:28:29,0.052
01/22/2021,12:28:30,0.049
01/22/2021,12:28:31,0.052
01/22/2021,12:28:32,0.062
01/22/2021,12:28:33,0.044
01/22/2021,12:28:34,0.051
01/22/2021,12:28:35,0.057
01/22/2021,12:28:36,0.057
01/22/2021,12:28:37,0.043
01/22/2021,12:28:38,0.041
01/22/2021,12:28:39,0.044
01/22/2021,12:28:40,0.046
01/22/2021,12:28:41,0.054
01/22/2021,12:28:42,0.048
01/22/2021,12:28:43,0.048
01/22/2021,12:28:44,0.041
01/22/2021,12:28:45,0.044
01/22/2021,12:28:46,0.053
01/22/2021,12:28:47,0.047
01/22/2021,12:28:48,0.05
01/22/2021,12:28:49,0.052
01/22/2021,12:28:50,0.048
01/22/2021,12:28:51,0.078
01/22/2021,12:28:52,0.052
01/22/2021,12:28:53,0.047
01/22/2021,12:28:54,0.051

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 3
Start Date:,01/22/2021
Start Time:,01:27:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.045
,Minimum:,0.036
,Time of Minimum:,01:28:34
,Date of Minimum:,01/22/2021
,Maximum:,0.066
,Time of Maximum:,01:28:18
,Date of Maximum:,01/22/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/22/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/22/2021,13:27:55,0.042
01/22/2021,13:27:56,0.042
01/22/2021,13:27:57,0.043
01/22/2021,13:27:58,0.046
01/22/2021,13:27:59,0.038
01/22/2021,13:28:00,0.044
01/22/2021,13:28:01,0.044
01/22/2021,13:28:02,0.04
01/22/2021,13:28:03,0.04
01/22/2021,13:28:04,0.048
01/22/2021,13:28:05,0.046
01/22/2021,13:28:06,0.049
01/22/2021,13:28:07,0.04
01/22/2021,13:28:08,0.054
01/22/2021,13:28:09,0.036
01/22/2021,13:28:10,0.05
01/22/2021,13:28:11,0.046
01/22/2021,13:28:12,0.054
01/22/2021,13:28:13,0.056
01/22/2021,13:28:14,0.039
01/22/2021,13:28:15,0.052
01/22/2021,13:28:16,0.045
01/22/2021,13:28:17,0.042
01/22/2021,13:28:18,0.066
01/22/2021,13:28:19,0.043
01/22/2021,13:28:20,0.047
01/22/2021,13:28:21,0.043
01/22/2021,13:28:22,0.042
01/22/2021,13:28:23,0.039
01/22/2021,13:28:24,0.047
01/22/2021,13:28:25,0.053
01/22/2021,13:28:26,0.047
01/22/2021,13:28:27,0.038
01/22/2021,13:28:28,0.042
01/22/2021,13:28:29,0.044
01/22/2021,13:28:30,0.036
01/22/2021,13:28:31,0.044
01/22/2021,13:28:32,0.046
01/22/2021,13:28:33,0.037
01/22/2021,13:28:34,0.036
01/22/2021,13:28:35,0.045
01/22/2021,13:28:36,0.039
01/22/2021,13:28:37,0.044
01/22/2021,13:28:38,0.051
01/22/2021,13:28:39,0.046
01/22/2021,13:28:40,0.046
01/22/2021,13:28:41,0.043
01/22/2021,13:28:42,0.04
01/22/2021,13:28:43,0.042
01/22/2021,13:28:44,0.047
01/22/2021,13:28:45,0.05
01/22/2021,13:28:46,0.049
01/22/2021,13:28:47,0.05
01/22/2021,13:28:48,0.045
01/22/2021,13:28:49,0.049
01/22/2021,13:28:50,0.047
01/22/2021,13:28:51,0.047
01/22/2021,13:28:52,0.042
01/22/2021,13:28:53,0.049
01/22/2021,13:28:54,0.053

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 4
Start Date:,01/22/2021
Start Time:,02:27:54
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.067
,Minimum:,0.055
,Time of Minimum:,02:28:51
,Date of Minimum:,01/22/2021
,Maximum:,0.085
,Time of Maximum:,02:28:50
,Date of Maximum:,01/22/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/22/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/22/2021,14:27:55,0.067
01/22/2021,14:27:56,0.057
01/22/2021,14:27:57,0.07
01/22/2021,14:27:58,0.061
01/22/2021,14:27:59,0.069
01/22/2021,14:28:00,0.058
01/22/2021,14:28:01,0.07
01/22/2021,14:28:02,0.064
01/22/2021,14:28:03,0.071
01/22/2021,14:28:04,0.073
01/22/2021,14:28:05,0.074
01/22/2021,14:28:06,0.06
01/22/2021,14:28:07,0.064
01/22/2021,14:28:08,0.071
01/22/2021,14:28:09,0.065
01/22/2021,14:28:10,0.065
01/22/2021,14:28:11,0.076
01/22/2021,14:28:12,0.057
01/22/2021,14:28:13,0.079
01/22/2021,14:28:14,0.067
01/22/2021,14:28:15,0.073
01/22/2021,14:28:16,0.073
01/22/2021,14:28:17,0.066
01/22/2021,14:28:18,0.069
01/22/2021,14:28:19,0.072
01/22/2021,14:28:20,0.075
01/22/2021,14:28:21,0.07
01/22/2021,14:28:22,0.079
01/22/2021,14:28:23,0.069
01/22/2021,14:28:24,0.066
01/22/2021,14:28:25,0.069
01/22/2021,14:28:26,0.057
01/22/2021,14:28:27,0.065
01/22/2021,14:28:28,0.075
01/22/2021,14:28:29,0.06
01/22/2021,14:28:30,0.066
01/22/2021,14:28:31,0.078
01/22/2021,14:28:32,0.063
01/22/2021,14:28:33,0.069
01/22/2021,14:28:34,0.062
01/22/2021,14:28:35,0.068
01/22/2021,14:28:36,0.07
01/22/2021,14:28:37,0.068
01/22/2021,14:28:38,0.074
01/22/2021,14:28:39,0.065
01/22/2021,14:28:40,0.063
01/22/2021,14:28:41,0.06
01/22/2021,14:28:42,0.06
01/22/2021,14:28:43,0.081
01/22/2021,14:28:44,0.064
01/22/2021,14:28:45,0.062
01/22/2021,14:28:46,0.067
01/22/2021,14:28:47,0.059
01/22/2021,14:28:48,0.062
01/22/2021,14:28:49,0.058
01/22/2021,14:28:50,0.085
01/22/2021,14:28:51,0.055
01/22/2021,14:28:52,0.056
