TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,12/23/2021
Start Time:,03:14:48
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.055
,Minimum:,0.016
,Time of Minimum:,03:15:08
,Date of Minimum:,12/23/2021
,Maximum:,0.106
,Time of Maximum:,03:15:47
,Date of Maximum:,12/23/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,12/23/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
12/23/2021,15:14:49,0.064
12/23/2021,15:14:50,0.038
12/23/2021,15:14:51,0.05
12/23/2021,15:14:52,0.054
12/23/2021,15:14:53,0.05
12/23/2021,15:14:54,0.069
12/23/2021,15:14:55,0.05
12/23/2021,15:14:56,0.058
12/23/2021,15:14:57,0.05
12/23/2021,15:14:58,0.041
12/23/2021,15:14:59,0.043
12/23/2021,15:15:00,0.037
12/23/2021,15:15:01,0.041
12/23/2021,15:15:02,0.045
12/23/2021,15:15:03,0.042
12/23/2021,15:15:04,0.064
12/23/2021,15:15:05,0.051
12/23/2021,15:15:06,0.05
12/23/2021,15:15:07,0.043
12/23/2021,15:15:08,0.016
12/23/2021,15:15:09,0.052
12/23/2021,15:15:10,0.06
12/23/2021,15:15:11,0.053
12/23/2021,15:15:12,0.055
12/23/2021,15:15:13,0.057
12/23/2021,15:15:14,0.044
12/23/2021,15:15:15,0.073
12/23/2021,15:15:16,0.053
12/23/2021,15:15:17,0.058
12/23/2021,15:15:18,0.048
12/23/2021,15:15:19,0.047
12/23/2021,15:15:20,0.032
12/23/2021,15:15:21,0.053
12/23/2021,15:15:22,0.072
12/23/2021,15:15:23,0.059
12/23/2021,15:15:24,0.05
12/23/2021,15:15:25,0.045
12/23/2021,15:15:26,0.05
12/23/2021,15:15:27,0.069
12/23/2021,15:15:28,0.066
12/23/2021,15:15:29,0.049
12/23/2021,15:15:30,0.045
12/23/2021,15:15:31,0.063
12/23/2021,15:15:32,0.053
12/23/2021,15:15:33,0.065
12/23/2021,15:15:34,0.062
12/23/2021,15:15:35,0.056
12/23/2021,15:15:36,0.058
12/23/2021,15:15:37,0.051
12/23/2021,15:15:38,0.061
12/23/2021,15:15:39,0.079
12/23/2021,15:15:40,0.066
12/23/2021,15:15:41,0.054
12/23/2021,15:15:42,0.057
12/23/2021,15:15:43,0.067
12/23/2021,15:15:44,0.064
12/23/2021,15:15:45,0.064
