TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,09/18/2020
Start Time:,05:49:12
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.013
,Minimum:,0.004
,Time of Minimum:,05:49:30
,Date of Minimum:,09/18/2020
,Maximum:,0.034
,Time of Maximum:,05:49:46
,Date of Maximum:,09/18/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/18/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/18/2020,05:49:13,0.023
09/18/2020,05:49:14,0.017
09/18/2020,05:49:15,0.011
09/18/2020,05:49:16,0.009
09/18/2020,05:49:17,0.01
09/18/2020,05:49:18,0.015
09/18/2020,05:49:19,0.012
09/18/2020,05:49:20,0.025
09/18/2020,05:49:21,0.012
09/18/2020,05:49:22,0.01
09/18/2020,05:49:23,0.014
09/18/2020,05:49:24,0.013
09/18/2020,05:49:25,0.009
09/18/2020,05:49:26,0.009
09/18/2020,05:49:27,0.007
09/18/2020,05:49:28,0.018
09/18/2020,05:49:29,0.017
09/18/2020,05:49:30,0.004
09/18/2020,05:49:31,0.018
09/18/2020,05:49:32,0.013
09/18/2020,05:49:33,0.008
09/18/2020,05:49:34,0.011
09/18/2020,05:49:35,0.01
09/18/2020,05:49:36,0.008
09/18/2020,05:49:37,0.009
09/18/2020,05:49:38,0.014
09/18/2020,05:49:39,0.013
09/18/2020,05:49:40,0.007
09/18/2020,05:49:41,0.01
09/18/2020,05:49:42,0.011
09/18/2020,05:49:43,0.008
09/18/2020,05:49:44,0.01
09/18/2020,05:49:45,0.01
09/18/2020,05:49:46,0.034
09/18/2020,05:49:47,0.013
09/18/2020,05:49:48,0.022
09/18/2020,05:49:49,0.008
09/18/2020,05:49:50,0.007
09/18/2020,05:49:51,0.013
09/18/2020,05:49:52,0.012
09/18/2020,05:49:53,0.01
09/18/2020,05:49:54,0.01
09/18/2020,05:49:55,0.011
09/18/2020,05:49:56,0.012
09/18/2020,05:49:57,0.015
09/18/2020,05:49:58,0.015
09/18/2020,05:49:59,0.018
09/18/2020,05:50:00,0.01
09/18/2020,05:50:01,0.017
09/18/2020,05:50:02,0.009
09/18/2020,05:50:03,0.016
09/18/2020,05:50:04,0.008
09/18/2020,05:50:05,0.009
09/18/2020,05:50:06,0.008
09/18/2020,05:50:07,0.011
09/18/2020,05:50:08,0.015
09/18/2020,05:50:09,0.019
09/18/2020,05:50:10,0.012
09/18/2020,05:50:11,0.012
09/18/2020,05:50:12,0.014

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,09/18/2020
Start Time:,06:49:12
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.006
,Minimum:,0
,Time of Minimum:,06:50:12
,Date of Minimum:,09/18/2020
,Maximum:,0.021
,Time of Maximum:,06:49:22
,Date of Maximum:,09/18/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/18/2020
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/18/2020,06:49:13,0.001
09/18/2020,06:49:14,0.001
09/18/2020,06:49:15,0.002
09/18/2020,06:49:16,0.005
09/18/2020,06:49:17,0.016
09/18/2020,06:49:18,0.011
09/18/2020,06:49:19,0.008
09/18/2020,06:49:20,0.008
09/18/2020,06:49:21,0.007
09/18/2020,06:49:22,0.021
09/18/2020,06:49:23,0.011
09/18/2020,06:49:24,0.01
09/18/2020,06:49:25,0.008
09/18/2020,06:49:26,0.015
09/18/2020,06:49:27,0.009
09/18/2020,06:49:28,0.008
09/18/2020,06:49:29,0.011
09/18/2020,06:49:30,0.007
09/18/2020,06:49:31,0.004
09/18/2020,06:49:32,0.013
09/18/2020,06:49:33,0.009
09/18/2020,06:49:34,0.001
09/18/2020,06:49:35,0
09/18/2020,06:49:36,0
09/18/2020,06:49:37,0.01
09/18/2020,06:49:38,0.009
09/18/2020,06:49:39,0
09/18/2020,06:49:40,0.002
09/18/2020,06:49:41,0
09/18/2020,06:49:42,0.002
09/18/2020,06:49:43,0
09/18/2020,06:49:44,0.006
09/18/2020,06:49:45,0.006
09/18/2020,06:49:46,0.003
09/18/2020,06:49:47,0.003
09/18/2020,06:49:48,0.003
09/18/2020,06:49:49,0.008
09/18/2020,06:49:50,0.008
09/18/2020,06:49:51,0.006
09/18/2020,06:49:52,0.012
09/18/2020,06:49:53,0.009
09/18/2020,06:49:54,0.008
09/18/2020,06:49:55,0.01
09/18/2020,06:49:56,0.01
09/18/2020,06:49:57,0.01
09/18/2020,06:49:58,0.013
09/18/2020,06:49:59,0.01
09/18/2020,06:50:00,0.009
09/18/2020,06:50:01,0.007
09/18/2020,06:50:02,0.008
09/18/2020,06:50:03,0.006
09/18/2020,06:50:04,0.005
09/18/2020,06:50:05,0.003
09/18/2020,06:50:06,0.003
09/18/2020,06:50:07,0.003
09/18/2020,06:50:08,0.001
09/18/2020,06:50:09,0.003
09/18/2020,06:50:10,0
09/18/2020,06:50:11,0
09/18/2020,06:50:12,0

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 3
Start Date:,09/18/2020
Start Time:,07:49:12
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

