TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 1
Start Date:,04/26/2022
Start Time:,12:49:23
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.068
,Minimum:,0.043
,Time of Minimum:,12:49:32
,Date of Minimum:,04/26/2022
,Maximum:,0.123
,Time of Maximum:,12:49:25
,Date of Maximum:,04/26/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/26/2022
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/26/2022,12:49:24,0.067
04/26/2022,12:49:25,0.123
04/26/2022,12:49:26,0.066
04/26/2022,12:49:27,0.068
04/26/2022,12:49:28,0.057
04/26/2022,12:49:29,0.047
04/26/2022,12:49:30,0.056
04/26/2022,12:49:31,0.056
04/26/2022,12:49:32,0.043
04/26/2022,12:49:33,0.05
04/26/2022,12:49:34,0.054
04/26/2022,12:49:35,0.069
04/26/2022,12:49:36,0.065
04/26/2022,12:49:37,0.072
04/26/2022,12:49:38,0.069
04/26/2022,12:49:39,0.063
04/26/2022,12:49:40,0.074
04/26/2022,12:49:41,0.064
04/26/2022,12:49:42,0.062
04/26/2022,12:49:43,0.071
04/26/2022,12:49:44,0.064
04/26/2022,12:49:45,0.063
04/26/2022,12:49:46,0.063
04/26/2022,12:49:47,0.069
04/26/2022,12:49:48,0.069
04/26/2022,12:49:49,0.066
04/26/2022,12:49:50,0.061
04/26/2022,12:49:51,0.064
04/26/2022,12:49:52,0.068
04/26/2022,12:49:53,0.074
04/26/2022,12:49:54,0.066
04/26/2022,12:49:55,0.066
04/26/2022,12:49:56,0.063
04/26/2022,12:49:57,0.068
04/26/2022,12:49:58,0.069
04/26/2022,12:49:59,0.057
04/26/2022,12:50:00,0.057
04/26/2022,12:50:01,0.06
04/26/2022,12:50:02,0.058
04/26/2022,12:50:03,0.07
04/26/2022,12:50:04,0.072
04/26/2022,12:50:05,0.063
04/26/2022,12:50:06,0.064
04/26/2022,12:50:07,0.062
04/26/2022,12:50:08,0.066
04/26/2022,12:50:09,0.068
04/26/2022,12:50:10,0.07
04/26/2022,12:50:11,0.069
04/26/2022,12:50:12,0.079
04/26/2022,12:50:13,0.075
04/26/2022,12:50:14,0.074
04/26/2022,12:50:15,0.076
04/26/2022,12:50:16,0.079
04/26/2022,12:50:17,0.075
04/26/2022,12:50:18,0.084
04/26/2022,12:50:19,0.081
04/26/2022,12:50:20,0.086
04/26/2022,12:50:21,0.087
04/26/2022,12:50:22,0.079
04/26/2022,12:50:23,0.073

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 2
Start Date:,04/26/2022
Start Time:,01:49:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.079
,Minimum:,0.059
,Time of Minimum:,01:50:17
,Date of Minimum:,04/26/2022
,Maximum:,0.136
,Time of Maximum:,01:49:29
,Date of Maximum:,04/26/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,04/26/2022
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
04/26/2022,13:49:25,0.086
04/26/2022,13:49:26,0.095
04/26/2022,13:49:27,0.078
04/26/2022,13:49:28,0.09
04/26/2022,13:49:29,0.136
04/26/2022,13:49:30,0.076
04/26/2022,13:49:31,0.076
04/26/2022,13:49:32,0.076
04/26/2022,13:49:33,0.073
04/26/2022,13:49:34,0.071
04/26/2022,13:49:35,0.075
04/26/2022,13:49:36,0.08
04/26/2022,13:49:37,0.065
04/26/2022,13:49:38,0.077
04/26/2022,13:49:39,0.078
04/26/2022,13:49:40,0.075
04/26/2022,13:49:41,0.077
04/26/2022,13:49:42,0.087
04/26/2022,13:49:43,0.092
04/26/2022,13:49:44,0.1
04/26/2022,13:49:45,0.093
04/26/2022,13:49:46,0.089
04/26/2022,13:49:47,0.091
04/26/2022,13:49:48,0.108
04/26/2022,13:49:49,0.108
04/26/2022,13:49:50,0.096
04/26/2022,13:49:51,0.095
04/26/2022,13:49:52,0.092
04/26/2022,13:49:53,0.085
04/26/2022,13:49:54,0.101
04/26/2022,13:49:55,0.084
04/26/2022,13:49:56,0.082
04/26/2022,13:49:57,0.077
04/26/2022,13:49:58,0.082
04/26/2022,13:49:59,0.062
04/26/2022,13:50:00,0.079
04/26/2022,13:50:01,0.082
04/26/2022,13:50:02,0.071
04/26/2022,13:50:03,0.079
04/26/2022,13:50:04,0.067
04/26/2022,13:50:05,0.069
04/26/2022,13:50:06,0.073
04/26/2022,13:50:07,0.072
04/26/2022,13:50:08,0.07
04/26/2022,13:50:09,0.083
04/26/2022,13:50:10,0.075
04/26/2022,13:50:11,0.08
04/26/2022,13:50:12,0.064
04/26/2022,13:50:13,0.066
04/26/2022,13:50:14,0.069
04/26/2022,13:50:15,0.063
04/26/2022,13:50:16,0.07
04/26/2022,13:50:17,0.059
04/26/2022,13:50:18,0.065
04/26/2022,13:50:19,0.066
04/26/2022,13:50:20,0.077
04/26/2022,13:50:21,0.062
04/26/2022,13:50:22,0.066
04/26/2022,13:50:23,0.067
04/26/2022,13:50:24,0.067

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 3
Start Date:,04/26/2022
Start Time:,02:49:24
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.071
,Minimum:,0.058
,Time of Minimum:,02:50:06
,Date of Minimum:,04/26/2022
,Maximum:,0.1
,Time of Maximum:,02:49:34
