TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 1
Start Date:,09/28/2021
Start Time:,12:45:06
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.177
,Minimum:,0.134
,Time of Minimum:,12:45:07
,Date of Minimum:,09/28/2021
,Maximum:,0.254
,Time of Maximum:,12:46:05
,Date of Maximum:,09/28/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/28/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/28/2021,12:45:07,0.134
09/28/2021,12:45:08,0.138
09/28/2021,12:45:09,0.186
09/28/2021,12:45:10,0.164
09/28/2021,12:45:11,0.154
09/28/2021,12:45:12,0.175
09/28/2021,12:45:13,0.162
09/28/2021,12:45:14,0.136
09/28/2021,12:45:15,0.156
09/28/2021,12:45:16,0.15
09/28/2021,12:45:17,0.154
09/28/2021,12:45:18,0.169
09/28/2021,12:45:19,0.178
09/28/2021,12:45:20,0.21
09/28/2021,12:45:21,0.164
09/28/2021,12:45:22,0.183
09/28/2021,12:45:23,0.202
09/28/2021,12:45:24,0.171
09/28/2021,12:45:25,0.171
09/28/2021,12:45:26,0.171
09/28/2021,12:45:27,0.198
09/28/2021,12:45:28,0.202
09/28/2021,12:45:29,0.172
09/28/2021,12:45:30,0.158
09/28/2021,12:45:31,0.182
09/28/2021,12:45:32,0.16
09/28/2021,12:45:33,0.176
09/28/2021,12:45:34,0.163
09/28/2021,12:45:35,0.165
09/28/2021,12:45:36,0.161
09/28/2021,12:45:37,0.181
09/28/2021,12:45:38,0.168
09/28/2021,12:45:39,0.161
09/28/2021,12:45:40,0.161
09/28/2021,12:45:41,0.186
09/28/2021,12:45:42,0.18
09/28/2021,12:45:43,0.179
09/28/2021,12:45:44,0.161
09/28/2021,12:45:45,0.178
09/28/2021,12:45:46,0.166
09/28/2021,12:45:47,0.148
09/28/2021,12:45:48,0.168
09/28/2021,12:45:49,0.188
09/28/2021,12:45:50,0.145
09/28/2021,12:45:51,0.148
09/28/2021,12:45:52,0.154
09/28/2021,12:45:53,0.17
09/28/2021,12:45:54,0.149
09/28/2021,12:45:55,0.194
09/28/2021,12:45:56,0.182
09/28/2021,12:45:57,0.205
09/28/2021,12:45:58,0.206
09/28/2021,12:45:59,0.218
09/28/2021,12:46:00,0.222
09/28/2021,12:46:01,0.195
09/28/2021,12:46:02,0.186
09/28/2021,12:46:03,0.23
09/28/2021,12:46:04,0.229
09/28/2021,12:46:05,0.254
09/28/2021,12:46:06,0.234

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 2
Start Date:,09/28/2021
Start Time:,01:45:07
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.175
,Minimum:,0.144
,Time of Minimum:,01:45:59
,Date of Minimum:,09/28/2021
,Maximum:,0.221
,Time of Maximum:,01:45:43
,Date of Maximum:,09/28/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/28/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/28/2021,13:45:08,0.175
09/28/2021,13:45:09,0.167
09/28/2021,13:45:10,0.175
09/28/2021,13:45:11,0.166
09/28/2021,13:45:12,0.17
09/28/2021,13:45:13,0.177
09/28/2021,13:45:14,0.192
09/28/2021,13:45:15,0.173
09/28/2021,13:45:16,0.165
09/28/2021,13:45:17,0.184
09/28/2021,13:45:18,0.177
09/28/2021,13:45:19,0.182
09/28/2021,13:45:20,0.176
09/28/2021,13:45:21,0.178
09/28/2021,13:45:22,0.173
09/28/2021,13:45:23,0.156
09/28/2021,13:45:24,0.179
09/28/2021,13:45:25,0.162
09/28/2021,13:45:26,0.174
09/28/2021,13:45:27,0.168
09/28/2021,13:45:28,0.156
09/28/2021,13:45:29,0.148
09/28/2021,13:45:30,0.162
09/28/2021,13:45:31,0.178
09/28/2021,13:45:32,0.177
09/28/2021,13:45:33,0.159
09/28/2021,13:45:34,0.167
09/28/2021,13:45:35,0.178
09/28/2021,13:45:36,0.158
09/28/2021,13:45:37,0.18
09/28/2021,13:45:38,0.165
09/28/2021,13:45:39,0.169
09/28/2021,13:45:40,0.169
09/28/2021,13:45:41,0.166
09/28/2021,13:45:42,0.176
09/28/2021,13:45:43,0.221
09/28/2021,13:45:44,0.177
09/28/2021,13:45:45,0.164
09/28/2021,13:45:46,0.198
09/28/2021,13:45:47,0.175
09/28/2021,13:45:48,0.183
09/28/2021,13:45:49,0.188
09/28/2021,13:45:50,0.186
09/28/2021,13:45:51,0.181
09/28/2021,13:45:52,0.162
09/28/2021,13:45:53,0.189
09/28/2021,13:45:54,0.183
09/28/2021,13:45:55,0.183
09/28/2021,13:45:56,0.162
09/28/2021,13:45:57,0.181
09/28/2021,13:45:58,0.179
09/28/2021,13:45:59,0.144
09/28/2021,13:46:00,0.179
09/28/2021,13:46:01,0.176
09/28/2021,13:46:02,0.194
09/28/2021,13:46:03,0.172
09/28/2021,13:46:04,0.179
09/28/2021,13:46:05,0.187
09/28/2021,13:46:06,0.177
09/28/2021,13:46:07,0.197

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 3
Start Date:,09/28/2021
Start Time:,02:45:07
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.159
,Minimum:,0.139
,Time of Minimum:,02:45:40
,Date of Minimum:,09/28/2021
,Maximum:,0.202
,Time of Maximum:,02:46:05
,Date of Maximum:,09/28/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/28/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/28/2021,14:45:08,0.159
09/28/2021,14:45:09,0.163
09/28/2021,14:45:10,0.162
09/28/2021,14:45:11,0.179
09/28/2021,14:45:12,0.149
09/28/2021,14:45:13,0.17
09/28/2021,14:45:14,0.166
09/28/2021,14:45:15,0.156
09/28/2021,14:45:16,0.164
09/28/2021,14:45:17,0.165
09/28/2021,14:45:18,0.151
09/28/2021,14:45:19,0.153
09/28/2021,14:45:20,0.164
09/28/2021,14:45:21,0.151
09/28/2021,14:45:22,0.171
09/28/2021,14:45:23,0.147
09/28/2021,14:45:24,0.153
09/28/2021,14:45:25,0.142
09/28/2021,14:45:26,0.178
09/28/2021,14:45:27,0.157
09/28/2021,14:45:28,0.14
09/28/2021,14:45:29,0.158
09/28/2021,14:45:30,0.168
09/28/2021,14:45:31,0.15
09/28/2021,14:45:32,0.161
09/28/2021,14:45:33,0.182
09/28/2021,14:45:34,0.152
09/28/2021,14:45:35,0.15
09/28/2021,14:45:36,0.147
09/28/2021,14:45:37,0.141
09/28/2021,14:45:38,0.163
09/28/2021,14:45:39,0.159
09/28/2021,14:45:40,0.139
09/28/2021,14:45:41,0.165
09/28/2021,14:45:42,0.154
09/28/2021,14:45:43,0.164
09/28/2021,14:45:44,0.172
09/28/2021,14:45:45,0.154
09/28/2021,14:45:46,0.158
09/28/2021,14:45:47,0.145
09/28/2021,14:45:48,0.15
09/28/2021,14:45:49,0.199
09/28/2021,14:45:50,0.148
09/28/2021,14:45:51,0.159
09/28/2021,14:45:52,0.15
09/28/2021,14:45:53,0.155
09/28/2021,14:45:54,0.14
09/28/2021,14:45:55,0.168
09/28/2021,14:45:56,0.177
09/28/2021,14:45:57,0.162
09/28/2021,14:45:58,0.141
09/28/2021,14:45:59,0.144
09/28/2021,14:46:00,0.147
09/28/2021,14:46:01,0.157
09/28/2021,14:46:02,0.157
09/28/2021,14:46:03,0.176
09/28/2021,14:46:04,0.178
09/28/2021,14:46:05,0.202
09/28/2021,14:46:06,0.157
09/28/2021,14:46:07,0.164

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 4
Start Date:,09/28/2021
Start Time:,03:45:07
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.174
,Minimum:,0.143
,Time of Minimum:,03:45:20
,Date of Minimum:,09/28/2021
,Maximum:,0.243
,Time of Maximum:,03:45:15
,Date of Maximum:,09/28/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/28/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/28/2021,15:45:08,0.169
09/28/2021,15:45:09,0.16
09/28/2021,15:45:10,0.172
09/28/2021,15:45:11,0.199
09/28/2021,15:45:12,0.185
09/28/2021,15:45:13,0.154
09/28/2021,15:45:14,0.163
09/28/2021,15:45:15,0.243
09/28/2021,15:45:16,0.167
09/28/2021,15:45:17,0.15
09/28/2021,15:45:18,0.177
09/28/2021,15:45:19,0.148
09/28/2021,15:45:20,0.143
09/28/2021,15:45:21,0.204
09/28/2021,15:45:22,0.209
09/28/2021,15:45:23,0.157
09/28/2021,15:45:24,0.168
09/28/2021,15:45:25,0.161
09/28/2021,15:45:26,0.184
09/28/2021,15:45:27,0.157
09/28/2021,15:45:28,0.17
09/28/2021,15:45:29,0.164
09/28/2021,15:45:30,0.146
09/28/2021,15:45:31,0.156
09/28/2021,15:45:32,0.159
09/28/2021,15:45:33,0.153
09/28/2021,15:45:34,0.164
09/28/2021,15:45:35,0.148
09/28/2021,15:45:36,0.157
09/28/2021,15:45:37,0.154
09/28/2021,15:45:38,0.146
09/28/2021,15:45:39,0.182
09/28/2021,15:45:40,0.154
09/28/2021,15:45:41,0.17
09/28/2021,15:45:42,0.18
09/28/2021,15:45:43,0.187
09/28/2021,15:45:44,0.175
09/28/2021,15:45:45,0.192
09/28/2021,15:45:46,0.167
09/28/2021,15:45:47,0.199
09/28/2021,15:45:48,0.175
09/28/2021,15:45:49,0.172
09/28/2021,15:45:50,0.175
09/28/2021,15:45:51,0.166
09/28/2021,15:45:52,0.176
09/28/2021,15:45:53,0.183
09/28/2021,15:45:54,0.18
09/28/2021,15:45:55,0.189
09/28/2021,15:45:56,0.2
09/28/2021,15:45:57,0.175
09/28/2021,15:45:58,0.162
09/28/2021,15:45:59,0.182
09/28/2021,15:46:00,0.184
09/28/2021,15:46:01,0.195
09/28/2021,15:46:02,0.179
09/28/2021,15:46:03,0.186
09/28/2021,15:46:04,0.199
09/28/2021,15:46:05,0.176
09/28/2021,15:46:06,0.174
09/28/2021,15:46:07,0.193

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 5
Start Date:,09/28/2021
Start Time:,04:45:07
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.107
,Minimum:,0.083
,Time of Minimum:,04:46:05
,Date of Minimum:,09/28/2021
,Maximum:,0.141
,Time of Maximum:,04:45:55
,Date of Maximum:,09/28/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/28/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/28/2021,16:45:08,0.12
09/28/2021,16:45:09,0.11
09/28/2021,16:45:10,0.131
09/28/2021,16:45:11,0.122
09/28/2021,16:45:12,0.11
09/28/2021,16:45:13,0.101
09/28/2021,16:45:14,0.097
09/28/2021,16:45:15,0.107
09/28/2021,16:45:16,0.112
09/28/2021,16:45:17,0.105
09/28/2021,16:45:18,0.094
09/28/2021,16:45:19,0.11
09/28/2021,16:45:20,0.09
09/28/2021,16:45:21,0.117
09/28/2021,16:45:22,0.105
09/28/2021,16:45:23,0.111
09/28/2021,16:45:24,0.094
09/28/2021,16:45:25,0.1
09/28/2021,16:45:26,0.111
09/28/2021,16:45:27,0.108
09/28/2021,16:45:28,0.101
09/28/2021,16:45:29,0.104
09/28/2021,16:45:30,0.113
09/28/2021,16:45:31,0.1
09/28/2021,16:45:32,0.105
09/28/2021,16:45:33,0.095
09/28/2021,16:45:34,0.109
09/28/2021,16:45:35,0.12
09/28/2021,16:45:36,0.11
09/28/2021,16:45:37,0.098
09/28/2021,16:45:38,0.111
09/28/2021,16:45:39,0.104
09/28/2021,16:45:40,0.108
09/28/2021,16:45:41,0.099
09/28/2021,16:45:42,0.103
09/28/2021,16:45:43,0.106
09/28/2021,16:45:44,0.105
09/28/2021,16:45:45,0.114
09/28/2021,16:45:46,0.102
09/28/2021,16:45:47,0.117
09/28/2021,16:45:48,0.108
09/28/2021,16:45:49,0.098
