TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 1
Start Date:,05/06/2022
Start Time:,11:50:29
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.03
,Minimum:,0.016
,Time of Minimum:,11:50:34
,Date of Minimum:,05/06/2022
,Maximum:,0.054
,Time of Maximum:,11:51:00
,Date of Maximum:,05/06/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/03/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/06/2022,11:50:30,0.025
05/06/2022,11:50:31,0.028
05/06/2022,11:50:32,0.022
05/06/2022,11:50:33,0.032
05/06/2022,11:50:34,0.016
05/06/2022,11:50:35,0.017
05/06/2022,11:50:36,0.026
05/06/2022,11:50:37,0.021
05/06/2022,11:50:38,0.022
05/06/2022,11:50:39,0.018
05/06/2022,11:50:40,0.023
05/06/2022,11:50:41,0.028
05/06/2022,11:50:42,0.025
05/06/2022,11:50:43,0.036
05/06/2022,11:50:44,0.018
05/06/2022,11:50:45,0.017
05/06/2022,11:50:46,0.022
05/06/2022,11:50:47,0.024
05/06/2022,11:50:48,0.022
05/06/2022,11:50:49,0.022
05/06/2022,11:50:50,0.025
05/06/2022,11:50:51,0.029
05/06/2022,11:50:52,0.023
05/06/2022,11:50:53,0.043
05/06/2022,11:50:54,0.024
05/06/2022,11:50:55,0.024
05/06/2022,11:50:56,0.026
05/06/2022,11:50:57,0.028
05/06/2022,11:50:58,0.025
05/06/2022,11:50:59,0.026
05/06/2022,11:51:00,0.054
05/06/2022,11:51:01,0.031
05/06/2022,11:51:02,0.034
05/06/2022,11:51:03,0.05
05/06/2022,11:51:04,0.03
05/06/2022,11:51:05,0.028
05/06/2022,11:51:06,0.035
05/06/2022,11:51:07,0.05
05/06/2022,11:51:08,0.028
05/06/2022,11:51:09,0.038
05/06/2022,11:51:10,0.043
05/06/2022,11:51:11,0.035
05/06/2022,11:51:12,0.025
05/06/2022,11:51:13,0.031
05/06/2022,11:51:14,0.04
05/06/2022,11:51:15,0.041
05/06/2022,11:51:16,0.035
05/06/2022,11:51:17,0.028
05/06/2022,11:51:18,0.039
05/06/2022,11:51:19,0.031
05/06/2022,11:51:20,0.027
05/06/2022,11:51:21,0.03
05/06/2022,11:51:22,0.033
05/06/2022,11:51:23,0.032
05/06/2022,11:51:24,0.032
05/06/2022,11:51:25,0.038
05/06/2022,11:51:26,0.039
05/06/2022,11:51:27,0.029
05/06/2022,11:51:28,0.03
05/06/2022,11:51:29,0.034

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 2
Start Date:,05/06/2022
Start Time:,12:50:30
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.031
,Minimum:,0.018
,Time of Minimum:,12:50:47
,Date of Minimum:,05/06/2022
,Maximum:,0.059
,Time of Maximum:,12:51:17
,Date of Maximum:,05/06/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,05/03/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
05/06/2022,12:50:31,0.037
05/06/2022,12:50:32,0.032
05/06/2022,12:50:33,0.034
05/06/2022,12:50:34,0.032
05/06/2022,12:50:35,0.038
05/06/2022,12:50:36,0.035
05/06/2022,12:50:37,0.031
05/06/2022,12:50:38,0.029
05/06/2022,12:50:39,0.04
05/06/2022,12:50:40,0.025
05/06/2022,12:50:41,0.023
