TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 1
Start Date:,01/26/2021
Start Time:,02:18:48
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.079
,Minimum:,0.052
,Time of Minimum:,02:18:49
,Date of Minimum:,01/26/2021
,Maximum:,0.152
,Time of Maximum:,02:19:48
,Date of Maximum:,01/26/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/26/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/26/2021,14:18:49,0.052
01/26/2021,14:18:50,0.064
01/26/2021,14:18:51,0.067
01/26/2021,14:18:52,0.069
01/26/2021,14:18:53,0.069
01/26/2021,14:18:54,0.073
01/26/2021,14:18:55,0.062
01/26/2021,14:18:56,0.054
01/26/2021,14:18:57,0.067
01/26/2021,14:18:58,0.066
01/26/2021,14:18:59,0.065
01/26/2021,14:19:00,0.091
01/26/2021,14:19:01,0.068
01/26/2021,14:19:02,0.098
01/26/2021,14:19:03,0.072
01/26/2021,14:19:04,0.079
01/26/2021,14:19:05,0.069
01/26/2021,14:19:06,0.084
01/26/2021,14:19:07,0.079
01/26/2021,14:19:08,0.064
01/26/2021,14:19:09,0.064
01/26/2021,14:19:10,0.095
01/26/2021,14:19:11,0.071
01/26/2021,14:19:12,0.06
01/26/2021,14:19:13,0.08
01/26/2021,14:19:14,0.071
01/26/2021,14:19:15,0.068
01/26/2021,14:19:16,0.075
01/26/2021,14:19:17,0.077
01/26/2021,14:19:18,0.075
01/26/2021,14:19:19,0.073
01/26/2021,14:19:20,0.082
01/26/2021,14:19:21,0.072
01/26/2021,14:19:22,0.074
01/26/2021,14:19:23,0.075
01/26/2021,14:19:24,0.071
01/26/2021,14:19:25,0.112
01/26/2021,14:19:26,0.066
01/26/2021,14:19:27,0.066
01/26/2021,14:19:28,0.082
01/26/2021,14:19:29,0.084
01/26/2021,14:19:30,0.077
01/26/2021,14:19:31,0.081
01/26/2021,14:19:32,0.074
01/26/2021,14:19:33,0.082
01/26/2021,14:19:34,0.071
01/26/2021,14:19:35,0.08
01/26/2021,14:19:36,0.076
01/26/2021,14:19:37,0.083
01/26/2021,14:19:38,0.074
01/26/2021,14:19:39,0.071
01/26/2021,14:19:40,0.067
01/26/2021,14:19:41,0.102
01/26/2021,14:19:42,0.071
01/26/2021,14:19:43,0.109
01/26/2021,14:19:44,0.11
01/26/2021,14:19:45,0.115
01/26/2021,14:19:46,0.121
01/26/2021,14:19:47,0.108
01/26/2021,14:19:48,0.152

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705006
Test Name:,Test 2
Start Date:,01/26/2021
Start Time:,03:18:49
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.088
,Minimum:,0.063
,Time of Minimum:,03:19:26
,Date of Minimum:,01/26/2021
,Maximum:,0.245
,Time of Maximum:,03:19:10
,Date of Maximum:,01/26/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/26/2021
,Cal name:,USER5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/26/2021,15:18:50,0.083
01/26/2021,15:18:51,0.075
