TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,01/28/2022
Start Time:,12:03:01
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.173
,Minimum:,0.124
,Time of Minimum:,12:03:09
,Date of Minimum:,01/28/2022
,Maximum:,0.24
,Time of Maximum:,12:03:24
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,12:03:02,0.141
01/28/2022,12:03:03,0.153
01/28/2022,12:03:04,0.182
01/28/2022,12:03:05,0.16
01/28/2022,12:03:06,0.156
01/28/2022,12:03:07,0.152
01/28/2022,12:03:08,0.16
01/28/2022,12:03:09,0.124
01/28/2022,12:03:10,0.183
01/28/2022,12:03:11,0.17
01/28/2022,12:03:12,0.164
01/28/2022,12:03:13,0.17
01/28/2022,12:03:14,0.163
01/28/2022,12:03:15,0.186
01/28/2022,12:03:16,0.163
01/28/2022,12:03:17,0.133
01/28/2022,12:03:18,0.164
01/28/2022,12:03:19,0.159
01/28/2022,12:03:20,0.162
01/28/2022,12:03:21,0.158
01/28/2022,12:03:22,0.175
01/28/2022,12:03:23,0.167
01/28/2022,12:03:24,0.24
01/28/2022,12:03:25,0.166
01/28/2022,12:03:26,0.193
01/28/2022,12:03:27,0.172
01/28/2022,12:03:28,0.156
01/28/2022,12:03:29,0.155
01/28/2022,12:03:30,0.184
01/28/2022,12:03:31,0.156
01/28/2022,12:03:32,0.186
01/28/2022,12:03:33,0.164
01/28/2022,12:03:34,0.185
01/28/2022,12:03:35,0.179
01/28/2022,12:03:36,0.18
01/28/2022,12:03:37,0.167
01/28/2022,12:03:38,0.201
01/28/2022,12:03:39,0.17
01/28/2022,12:03:40,0.18
01/28/2022,12:03:41,0.191
01/28/2022,12:03:42,0.196
01/28/2022,12:03:43,0.21
01/28/2022,12:03:44,0.197
01/28/2022,12:03:45,0.196
01/28/2022,12:03:46,0.155
01/28/2022,12:03:47,0.201
01/28/2022,12:03:48,0.219
01/28/2022,12:03:49,0.163
01/28/2022,12:03:50,0.159
01/28/2022,12:03:51,0.17
01/28/2022,12:03:52,0.151
01/28/2022,12:03:53,0.177
01/28/2022,12:03:54,0.164
01/28/2022,12:03:55,0.164
01/28/2022,12:03:56,0.214
01/28/2022,12:03:57,0.176
01/28/2022,12:03:58,0.167
01/28/2022,12:03:59,0.197
01/28/2022,12:04:00,0.163
01/28/2022,12:04:01,0.176

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,01/28/2022
Start Time:,01:03:02
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.09
,Minimum:,0.066
,Time of Minimum:,01:03:29
,Date of Minimum:,01/28/2022
,Maximum:,0.124
,Time of Maximum:,01:03:51
,Date of Maximum:,01/28/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/28/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/28/2022,13:03:03,0.098
01/28/2022,13:03:04,0.075
