TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 1
Start Date:,02/16/2021
Start Time:,12:31:27
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.041
,Minimum:,0
,Time of Minimum:,12:31:32
,Date of Minimum:,02/16/2021
,Maximum:,0.125
,Time of Maximum:,12:31:31
,Date of Maximum:,02/16/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/16/2021
,Cal name:,USER1 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/16/2021,12:31:28,0.058
02/16/2021,12:31:29,0.046
02/16/2021,12:31:30,0.057
02/16/2021,12:31:31,0.125
02/16/2021,12:31:32,0
02/16/2021,12:31:33,0.026
02/16/2021,12:31:34,0.031
02/16/2021,12:31:35,0.018
02/16/2021,12:31:36,0.034
02/16/2021,12:31:37,0.021
02/16/2021,12:31:38,0.025
02/16/2021,12:31:39,0.008
02/16/2021,12:31:40,0.042
02/16/2021,12:31:41,0.041
02/16/2021,12:31:42,0.03
02/16/2021,12:31:43,0.038
02/16/2021,12:31:44,0.041
02/16/2021,12:31:45,0.049
02/16/2021,12:31:46,0.038
02/16/2021,12:31:47,0.056
02/16/2021,12:31:48,0.069
02/16/2021,12:31:49,0.046
02/16/2021,12:31:50,0.055
02/16/2021,12:31:51,0.056
02/16/2021,12:31:52,0.044
02/16/2021,12:31:53,0.038
02/16/2021,12:31:54,0.04
02/16/2021,12:31:55,0.04
02/16/2021,12:31:56,0.041
02/16/2021,12:31:57,0.045
02/16/2021,12:31:58,0.036
02/16/2021,12:31:59,0.058
02/16/2021,12:32:00,0.029
02/16/2021,12:32:01,0.037
02/16/2021,12:32:02,0.037
02/16/2021,12:32:03,0.053
02/16/2021,12:32:04,0.034
02/16/2021,12:32:05,0.042
02/16/2021,12:32:06,0.035
02/16/2021,12:32:07,0.05
02/16/2021,12:32:08,0.034
02/16/2021,12:32:09,0.036
02/16/2021,12:32:10,0.032
02/16/2021,12:32:11,0.04
02/16/2021,12:32:12,0.031
02/16/2021,12:32:13,0.049
02/16/2021,12:32:14,0.046
02/16/2021,12:32:15,0.048
02/16/2021,12:32:16,0.046
02/16/2021,12:32:17,0.048
02/16/2021,12:32:18,0.047
02/16/2021,12:32:19,0.037
02/16/2021,12:32:20,0.049
02/16/2021,12:32:21,0.049
02/16/2021,12:32:22,0.038
02/16/2021,12:32:23,0.033
02/16/2021,12:32:24,0.031
02/16/2021,12:32:25,0.031
02/16/2021,12:32:26,0.02
02/16/2021,12:32:27,0.04

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 2
Start Date:,02/16/2021
Start Time:,01:31:28
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.039
,Minimum:,0.023
,Time of Minimum:,01:32:28
,Date of Minimum:,02/16/2021
,Maximum:,0.085
,Time of Maximum:,01:32:10
,Date of Maximum:,02/16/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/16/2021
,Cal name:,USER1 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/16/2021,13:31:29,0.038
02/16/2021,13:31:30,0.024
02/16/2021,13:31:31,0.05
02/16/2021,13:31:32,0.027
02/16/2021,13:31:33,0.038
02/16/2021,13:31:34,0.035
02/16/2021,13:31:35,0.035
02/16/2021,13:31:36,0.031
02/16/2021,13:31:37,0.031
02/16/2021,13:31:38,0.03
02/16/2021,13:31:39,0.049
02/16/2021,13:31:40,0.034
02/16/2021,13:31:41,0.031
02/16/2021,13:31:42,0.042
02/16/2021,13:31:43,0.045
02/16/2021,13:31:44,0.037
02/16/2021,13:31:45,0.039
02/16/2021,13:31:46,0.034
02/16/2021,13:31:47,0.043
02/16/2021,13:31:48,0.039
02/16/2021,13:31:49,0.046
02/16/2021,13:31:50,0.056
02/16/2021,13:31:51,0.03
02/16/2021,13:31:52,0.04
02/16/2021,13:31:53,0.048
02/16/2021,13:31:54,0.046
02/16/2021,13:31:55,0.049
02/16/2021,13:31:56,0.039
02/16/2021,13:31:57,0.042
02/16/2021,13:31:58,0.038
02/16/2021,13:31:59,0.035
02/16/2021,13:32:00,0.049
02/16/2021,13:32:01,0.033
02/16/2021,13:32:02,0.026
02/16/2021,13:32:03,0.029
02/16/2021,13:32:04,0.031
02/16/2021,13:32:05,0.031
02/16/2021,13:32:06,0.028
02/16/2021,13:32:07,0.025
02/16/2021,13:32:08,0.044
02/16/2021,13:32:09,0.029
02/16/2021,13:32:10,0.085
02/16/2021,13:32:11,0.029
02/16/2021,13:32:12,0.049
02/16/2021,13:32:13,0.034
02/16/2021,13:32:14,0.055
02/16/2021,13:32:15,0.028
02/16/2021,13:32:16,0.032
02/16/2021,13:32:17,0.038
02/16/2021,13:32:18,0.038
02/16/2021,13:32:19,0.033
02/16/2021,13:32:20,0.032
02/16/2021,13:32:21,0.061
02/16/2021,13:32:22,0.052
02/16/2021,13:32:23,0.07
02/16/2021,13:32:24,0.058
02/16/2021,13:32:25,0.027
02/16/2021,13:32:26,0.034
02/16/2021,13:32:27,0.027
02/16/2021,13:32:28,0.023

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 3
Start Date:,02/16/2021
Start Time:,02:31:28
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.027
,Minimum:,0.012
,Time of Minimum:,02:32:06
,Date of Minimum:,02/16/2021
,Maximum:,0.051
,Time of Maximum:,02:31:31
,Date of Maximum:,02/16/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/16/2021
,Cal name:,USER1 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/16/2021,14:31:29,0.036
02/16/2021,14:31:30,0.03
02/16/2021,14:31:31,0.051
02/16/2021,14:31:32,0.031
02/16/2021,14:31:33,0.034
02/16/2021,14:31:34,0.05
02/16/2021,14:31:35,0.028
02/16/2021,14:31:36,0.023
02/16/2021,14:31:37,0.027
02/16/2021,14:31:38,0.019
02/16/2021,14:31:39,0.019
02/16/2021,14:31:40,0.028
02/16/2021,14:31:41,0.02
02/16/2021,14:31:42,0.02
02/16/2021,14:31:43,0.017
02/16/2021,14:31:44,0.018
02/16/2021,14:31:45,0.02
02/16/2021,14:31:46,0.02
02/16/2021,14:31:47,0.033
02/16/2021,14:31:48,0.028
02/16/2021,14:31:49,0.024
02/16/2021,14:31:50,0.029
02/16/2021,14:31:51,0.036
02/16/2021,14:31:52,0.034
02/16/2021,14:31:53,0.025
02/16/2021,14:31:54,0.039
02/16/2021,14:31:55,0.026
02/16/2021,14:31:56,0.035
02/16/2021,14:31:57,0.031
02/16/2021,14:31:58,0.037
02/16/2021,14:31:59,0.029
02/16/2021,14:32:00,0.024
02/16/2021,14:32:01,0.026
02/16/2021,14:32:02,0.024
02/16/2021,14:32:03,0.023
02/16/2021,14:32:04,0.018
02/16/2021,14:32:05,0.025
02/16/2021,14:32:06,0.012
02/16/2021,14:32:07,0.018
02/16/2021,14:32:08,0.018
02/16/2021,14:32:09,0.015
02/16/2021,14:32:10,0.017
02/16/2021,14:32:11,0.015
02/16/2021,14:32:12,0.018
02/16/2021,14:32:13,0.021
02/16/2021,14:32:14,0.038
02/16/2021,14:32:15,0.02
02/16/2021,14:32:16,0.028
02/16/2021,14:32:17,0.033
02/16/2021,14:32:18,0.033
02/16/2021,14:32:19,0.028
02/16/2021,14:32:20,0.025
02/16/2021,14:32:21,0.027
02/16/2021,14:32:22,0.03
02/16/2021,14:32:23,0.027
02/16/2021,14:32:24,0.03
02/16/2021,14:32:25,0.032
02/16/2021,14:32:26,0.029
02/16/2021,14:32:27,0.027
02/16/2021,14:32:28,0.033

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704010
Test Name:,Test 4
Start Date:,02/16/2021
Start Time:,03:31:28
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.019
,Minimum:,0.01
,Time of Minimum:,03:31:31
,Date of Minimum:,02/16/2021
,Maximum:,0.04
,Time of Maximum:,03:31:29
,Date of Maximum:,02/16/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/16/2021
,Cal name:,USER1 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/16/2021,15:31:29,0.04
02/16/2021,15:31:30,0.012
02/16/2021,15:31:31,0.01
02/16/2021,15:31:32,0.038
02/16/2021,15:31:33,0.017
02/16/2021,15:31:34,0.027
02/16/2021,15:31:35,0.019
02/16/2021,15:31:36,0.022
02/16/2021,15:31:37,0.02
02/16/2021,15:31:38,0.011
02/16/2021,15:31:39,0.015
02/16/2021,15:31:40,0.011
02/16/2021,15:31:41,0.015
02/16/2021,15:31:42,0.017
02/16/2021,15:31:43,0.018
02/16/2021,15:31:44,0.011
02/16/2021,15:31:45,0.011
02/16/2021,15:31:46,0.015
02/16/2021,15:31:47,0.012
02/16/2021,15:31:48,0.019
02/16/2021,15:31:49,0.013
02/16/2021,15:31:50,0.012
02/16/2021,15:31:51,0.013
02/16/2021,15:31:52,0.015
02/16/2021,15:31:53,0.014
02/16/2021,15:31:54,0.016
02/16/2021,15:31:55,0.012
02/16/2021,15:31:56,0.013
02/16/2021,15:31:57,0.018
02/16/2021,15:31:58,0.017
02/16/2021,15:31:59,0.021
02/16/2021,15:32:00,0.018
02/16/2021,15:32:01,0.014
02/16/2021,15:32:02,0.018
02/16/2021,15:32:03,0.014
02/16/2021,15:32:04,0.015
02/16/2021,15:32:05,0.014
02/16/2021,15:32:06,0.018
02/16/2021,15:32:07,0.015
02/16/2021,15:32:08,0.032
02/16/2021,15:32:09,0.023
02/16/2021,15:32:10,0.018
02/16/2021,15:32:11,0.02
02/16/2021,15:32:12,0.025
02/16/2021,15:32:13,0.038
02/16/2021,15:32:14,0.013
02/16/2021,15:32:15,0.023
02/16/2021,15:32:16,0.019
02/16/2021,15:32:17,0.022
