TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 1
Start Date:,10/26/2021
Start Time:,03:10:26
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.014
,Minimum:,0
,Time of Minimum:,03:10:37
,Date of Minimum:,10/26/2021
,Maximum:,0.034
,Time of Maximum:,03:10:59
,Date of Maximum:,10/26/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/26/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/26/2021,15:10:27,0.001
10/26/2021,15:10:28,0
10/26/2021,15:10:29,0
10/26/2021,15:10:30,0
10/26/2021,15:10:31,0
10/26/2021,15:10:32,0
10/26/2021,15:10:33,0
10/26/2021,15:10:34,0
10/26/2021,15:10:35,0
10/26/2021,15:10:36,0
10/26/2021,15:10:37,0
10/26/2021,15:10:38,0.001
10/26/2021,15:10:39,0.003
10/26/2021,15:10:40,0.006
10/26/2021,15:10:41,0.007
10/26/2021,15:10:42,0.009
10/26/2021,15:10:43,0.005
10/26/2021,15:10:44,0.017
10/26/2021,15:10:45,0.027
10/26/2021,15:10:46,0.016
10/26/2021,15:10:47,0.02
10/26/2021,15:10:48,0.029
10/26/2021,15:10:49,0.033
10/26/2021,15:10:50,0.026
10/26/2021,15:10:51,0.033
10/26/2021,15:10:52,0.03
10/26/2021,15:10:53,0.027
10/26/2021,15:10:54,0.026
10/26/2021,15:10:55,0.026
10/26/2021,15:10:56,0.024
10/26/2021,15:10:57,0.026
10/26/2021,15:10:58,0.023
10/26/2021,15:10:59,0.034
10/26/2021,15:11:00,0.028
10/26/2021,15:11:01,0.029
10/26/2021,15:11:02,0.017
10/26/2021,15:11:03,0.017
10/26/2021,15:11:04,0.021
10/26/2021,15:11:05,0.017
10/26/2021,15:11:06,0.018
10/26/2021,15:11:07,0.022
10/26/2021,15:11:08,0.02
10/26/2021,15:11:09,0.02
10/26/2021,15:11:10,0.018
10/26/2021,15:11:11,0.017
10/26/2021,15:11:12,0.014
10/26/2021,15:11:13,0.014
10/26/2021,15:11:14,0.015
10/26/2021,15:11:15,0.025
10/26/2021,15:11:16,0.01
10/26/2021,15:11:17,0.009
10/26/2021,15:11:18,0.011
10/26/2021,15:11:19,0.012
10/26/2021,15:11:20,0.012
10/26/2021,15:11:21,0.009
10/26/2021,15:11:22,0.01
10/26/2021,15:11:23,0.009
10/26/2021,15:11:24,0.009
10/26/2021,15:11:25,0.011
10/26/2021,15:11:26,0.008

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201701009
Test Name:,Test 2
Start Date:,10/26/2021
Start Time:,04:10:27
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.013
,Minimum:,0
,Time of Minimum:,04:11:19
,Date of Minimum:,10/26/2021
,Maximum:,0.035
,Time of Maximum:,04:11:24
,Date of Maximum:,10/26/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/26/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
