TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,02/02/2021
Start Time:,12:06:48
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.013
,Minimum:,0
,Time of Minimum:,12:07:37
,Date of Minimum:,02/02/2021
,Maximum:,0.053
,Time of Maximum:,12:07:47
,Date of Maximum:,02/02/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/02/2021
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/02/2021,12:06:49,0.012
02/02/2021,12:06:50,0.029
02/02/2021,12:06:51,0.008
02/02/2021,12:06:52,0.008
02/02/2021,12:06:53,0.007
02/02/2021,12:06:54,0.009
02/02/2021,12:06:55,0.01
02/02/2021,12:06:56,0.016
02/02/2021,12:06:57,0.01
02/02/2021,12:06:58,0.007
02/02/2021,12:06:59,0.009
02/02/2021,12:07:00,0.009
02/02/2021,12:07:01,0.007
02/02/2021,12:07:02,0.008
02/02/2021,12:07:03,0.01
02/02/2021,12:07:04,0.007
02/02/2021,12:07:05,0.008
02/02/2021,12:07:06,0.003
02/02/2021,12:07:07,0.007
02/02/2021,12:07:08,0.01
02/02/2021,12:07:09,0.005
02/02/2021,12:07:10,0.018
02/02/2021,12:07:11,0.013
02/02/2021,12:07:12,0.012
02/02/2021,12:07:13,0.015
02/02/2021,12:07:14,0.013
02/02/2021,12:07:15,0.011
02/02/2021,12:07:16,0.012
02/02/2021,12:07:17,0.011
02/02/2021,12:07:18,0.013
02/02/2021,12:07:19,0.008
02/02/2021,12:07:20,0.032
02/02/2021,12:07:21,0.035
02/02/2021,12:07:22,0.007
02/02/2021,12:07:23,0.004
02/02/2021,12:07:24,0
02/02/2021,12:07:25,0.006
02/02/2021,12:07:26,0.006
02/02/2021,12:07:27,0.001
02/02/2021,12:07:28,0.008
02/02/2021,12:07:29,0.019
02/02/2021,12:07:30,0.048
02/02/2021,12:07:31,0.029
02/02/2021,12:07:32,0.014
02/02/2021,12:07:33,0.003
02/02/2021,12:07:34,0.023
02/02/2021,12:07:35,0.021
02/02/2021,12:07:36,0.022
02/02/2021,12:07:37,0
02/02/2021,12:07:38,0.015
02/02/2021,12:07:39,0.021
02/02/2021,12:07:40,0.01
02/02/2021,12:07:41,0.009
02/02/2021,12:07:42,0.004
02/02/2021,12:07:43,0.001
02/02/2021,12:07:44,0.018
02/02/2021,12:07:45,0.003
02/02/2021,12:07:46,0.004
02/02/2021,12:07:47,0.053
02/02/2021,12:07:48,0.016

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 2
Start Date:,02/02/2021
Start Time:,01:06:49
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.011
,Minimum:,0.003
,Time of Minimum:,01:07:47
,Date of Minimum:,02/02/2021
,Maximum:,0.025
,Time of Maximum:,01:07:11
,Date of Maximum:,02/02/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,02/02/2021
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
02/02/2021,13:06:50,0.017
02/02/2021,13:06:51,0.019
02/02/2021,13:06:52,0.01
02/02/2021,13:06:53,0.005
02/02/2021,13:06:54,0.003
02/02/2021,13:06:55,0.012
02/02/2021,13:06:56,0.006
02/02/2021,13:06:57,0.006
02/02/2021,13:06:58,0.011
02/02/2021,13:06:59,0.012
02/02/2021,13:07:00,0.015
02/02/2021,13:07:01,0.013
02/02/2021,13:07:02,0.018
02/02/2021,13:07:03,0.016
02/02/2021,13:07:04,0.022
02/02/2021,13:07:05,0.015
02/02/2021,13:07:06,0.017
02/02/2021,13:07:07,0.017
02/02/2021,13:07:08,0.013
02/02/2021,13:07:09,0.021
02/02/2021,13:07:10,0.015
02/02/2021,13:07:11,0.025
02/02/2021,13:07:12,0.009
02/02/2021,13:07:13,0.013
02/02/2021,13:07:14,0.01
02/02/2021,13:07:15,0.005
02/02/2021,13:07:16,0.007
02/02/2021,13:07:17,0.008
02/02/2021,13:07:18,0.004
02/02/2021,13:07:19,0.003
02/02/2021,13:07:20,0.01
02/02/2021,13:07:21,0.008
02/02/2021,13:07:22,0.003
02/02/2021,13:07:23,0.003
02/02/2021,13:07:24,0.006
02/02/2021,13:07:25,0.01
02/02/2021,13:07:26,0.007
02/02/2021,13:07:27,0.007
02/02/2021,13:07:28,0.009
02/02/2021,13:07:29,0.005
02/02/2021,13:07:30,0.011
02/02/2021,13:07:31,0.013
02/02/2021,13:07:32,0.011
02/02/2021,13:07:33,0.012
02/02/2021,13:07:34,0.013
02/02/2021,13:07:35,0.02
02/02/2021,13:07:36,0.012
02/02/2021,13:07:37,0.008
02/02/2021,13:07:38,0.011
02/02/2021,13:07:39,0.009
02/02/2021,13:07:40,0.009
02/02/2021,13:07:41,0.007
02/02/2021,13:07:42,0.013
02/02/2021,13:07:43,0.009
02/02/2021,13:07:44,0.01
02/02/2021,13:07:45,0.012
02/02/2021,13:07:46,0.004
02/02/2021,13:07:47,0.003
02/02/2021,13:07:48,0.007
02/02/2021,13:07:49,0.006

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 3
Start Date:,02/02/2021
Start Time:,02:06:49
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
