TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,03/08/2022
Start Time:,12:05:57
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.096
,Minimum:,0.073
,Time of Minimum:,12:06:26
,Date of Minimum:,03/08/2022
,Maximum:,0.146
,Time of Maximum:,12:06:32
,Date of Maximum:,03/08/2022

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,03/08/2022
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
03/08/2022,12:05:58,0.077
03/08/2022,12:05:59,0.099
03/08/2022,12:06:00,0.106
03/08/2022,12:06:01,0.098
03/08/2022,12:06:02,0.097
03/08/2022,12:06:03,0.08
03/08/2022,12:06:04,0.086
03/08/2022,12:06:05,0.096
03/08/2022,12:06:06,0.096
03/08/2022,12:06:07,0.088
03/08/2022,12:06:08,0.095
03/08/2022,12:06:09,0.096
03/08/2022,12:06:10,0.096
03/08/2022,12:06:11,0.106
03/08/2022,12:06:12,0.101
03/08/2022,12:06:13,0.086
03/08/2022,12:06:14,0.115
03/08/2022,12:06:15,0.11
03/08/2022,12:06:16,0.091
03/08/2022,12:06:17,0.08
03/08/2022,12:06:18,0.111
03/08/2022,12:06:19,0.088
03/08/2022,12:06:20,0.083
03/08/2022,12:06:21,0.097
03/08/2022,12:06:22,0.103
03/08/2022,12:06:23,0.087
03/08/2022,12:06:24,0.079
03/08/2022,12:06:25,0.081
03/08/2022,12:06:26,0.073
03/08/2022,12:06:27,0.095
03/08/2022,12:06:28,0.123
03/08/2022,12:06:29,0.107
03/08/2022,12:06:30,0.109
03/08/2022,12:06:31,0.102
03/08/2022,12:06:32,0.146
03/08/2022,12:06:33,0.1
03/08/2022,12:06:34,0.102
03/08/2022,12:06:35,0.089
03/08/2022,12:06:36,0.099
03/08/2022,12:06:37,0.085
03/08/2022,12:06:38,0.089
03/08/2022,12:06:39,0.089
03/08/2022,12:06:40,0.103
03/08/2022,12:06:41,0.097
03/08/2022,12:06:42,0.084
03/08/2022,12:06:43,0.096
03/08/2022,12:06:44,0.1
03/08/2022,12:06:45,0.095
03/08/2022,12:06:46,0.094
03/08/2022,12:06:47,0.094
03/08/2022,12:06:48,0.124
03/08/2022,12:06:49,0.088
03/08/2022,12:06:50,0.101
03/08/2022,12:06:51,0.09
03/08/2022,12:06:52,0.102
03/08/2022,12:06:53,0.081
03/08/2022,12:06:54,0.096
03/08/2022,12:06:55,0.085
03/08/2022,12:06:56,0.092
03/08/2022,12:06:57,0.088

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
