TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,12/10/2021
Start Time:,11:46:48
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.055
,Minimum:,0.036
,Time of Minimum:,11:47:17
,Date of Minimum:,12/10/2021
,Maximum:,0.092
,Time of Maximum:,11:47:02
,Date of Maximum:,12/10/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,12/10/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
12/10/2021,11:46:49,0.072
12/10/2021,11:46:50,0.059
12/10/2021,11:46:51,0.064
12/10/2021,11:46:52,0.042
12/10/2021,11:46:53,0.051
12/10/2021,11:46:54,0.047
12/10/2021,11:46:55,0.061
12/10/2021,11:46:56,0.056
12/10/2021,11:46:57,0.041
12/10/2021,11:46:58,0.054
12/10/2021,11:46:59,0.058
12/10/2021,11:47:00,0.047
12/10/2021,11:47:01,0.046
12/10/2021,11:47:02,0.092
12/10/2021,11:47:03,0.04
12/10/2021,11:47:04,0.039
12/10/2021,11:47:05,0.04
12/10/2021,11:47:06,0.043
12/10/2021,11:47:07,0.049
12/10/2021,11:47:08,0.063
12/10/2021,11:47:09,0.051
12/10/2021,11:47:10,0.068
12/10/2021,11:47:11,0.07
12/10/2021,11:47:12,0.057
12/10/2021,11:47:13,0.039
12/10/2021,11:47:14,0.072
12/10/2021,11:47:15,0.058
12/10/2021,11:47:16,0.07
12/10/2021,11:47:17,0.036
12/10/2021,11:47:18,0.04
12/10/2021,11:47:19,0.041
12/10/2021,11:47:20,0.038
12/10/2021,11:47:21,0.045
12/10/2021,11:47:22,0.044
12/10/2021,11:47:23,0.038
12/10/2021,11:47:24,0.04
12/10/2021,11:47:25,0.06
12/10/2021,11:47:26,0.059
12/10/2021,11:47:27,0.044
12/10/2021,11:47:28,0.051
12/10/2021,11:47:29,0.058
12/10/2021,11:47:30,0.055
12/10/2021,11:47:31,0.038
12/10/2021,11:47:32,0.044
12/10/2021,11:47:33,0.06
12/10/2021,11:47:34,0.051
12/10/2021,11:47:35,0.05
12/10/2021,11:47:36,0.079
12/10/2021,11:47:37,0.082
12/10/2021,11:47:38,0.086
12/10/2021,11:47:39,0.072
12/10/2021,11:47:40,0.064
12/10/2021,11:47:41,0.063
12/10/2021,11:47:42,0.069
12/10/2021,11:47:43,0.055
12/10/2021,11:47:44,0.051
12/10/2021,11:47:45,0.052
