TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 1
Start Date:,01/15/2021
Start Time:,11:34:23
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.051
,Minimum:,0.025
,Time of Minimum:,11:34:56
,Date of Minimum:,01/15/2021
,Maximum:,0.086
,Time of Maximum:,11:34:30
,Date of Maximum:,01/15/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/15/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/15/2021,11:34:24,0.041
01/15/2021,11:34:25,0.048
01/15/2021,11:34:26,0.058
01/15/2021,11:34:27,0.044
01/15/2021,11:34:28,0.062
01/15/2021,11:34:29,0.057
01/15/2021,11:34:30,0.086
01/15/2021,11:34:31,0.059
01/15/2021,11:34:32,0.05
01/15/2021,11:34:33,0.047
01/15/2021,11:34:34,0.049
01/15/2021,11:34:35,0.079
01/15/2021,11:34:36,0.047
01/15/2021,11:34:37,0.051
01/15/2021,11:34:38,0.05
01/15/2021,11:34:39,0.06
01/15/2021,11:34:40,0.049
01/15/2021,11:34:41,0.048
01/15/2021,11:34:42,0.039
01/15/2021,11:34:43,0.05
01/15/2021,11:34:44,0.04
01/15/2021,11:34:45,0.056
01/15/2021,11:34:46,0.043
01/15/2021,11:34:47,0.056
01/15/2021,11:34:48,0.053
01/15/2021,11:34:49,0.047
01/15/2021,11:34:50,0.055
01/15/2021,11:34:51,0.054
01/15/2021,11:34:52,0.044
01/15/2021,11:34:53,0.072
01/15/2021,11:34:54,0.072
01/15/2021,11:34:55,0.06
01/15/2021,11:34:56,0.025
01/15/2021,11:34:57,0.055
01/15/2021,11:34:58,0.039
01/15/2021,11:34:59,0.055
01/15/2021,11:35:00,0.045
01/15/2021,11:35:01,0.041
01/15/2021,11:35:02,0.038
01/15/2021,11:35:03,0.045
01/15/2021,11:35:04,0.055
01/15/2021,11:35:05,0.062
01/15/2021,11:35:06,0.037
01/15/2021,11:35:07,0.048
01/15/2021,11:35:08,0.052
01/15/2021,11:35:09,0.05
01/15/2021,11:35:10,0.047
01/15/2021,11:35:11,0.054
01/15/2021,11:35:12,0.06
01/15/2021,11:35:13,0.068
01/15/2021,11:35:14,0.056
01/15/2021,11:35:15,0.048
01/15/2021,11:35:16,0.047
01/15/2021,11:35:17,0.041
01/15/2021,11:35:18,0.04
01/15/2021,11:35:19,0.044
01/15/2021,11:35:20,0.067
01/15/2021,11:35:21,0.035
01/15/2021,11:35:22,0.031
01/15/2021,11:35:23,0.033

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705001
Test Name:,Test 2
Start Date:,01/15/2021
Start Time:,12:34:23
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.04
,Minimum:,0.022
,Time of Minimum:,12:34:34
,Date of Minimum:,01/15/2021
,Maximum:,0.067
,Time of Maximum:,12:34:52
,Date of Maximum:,01/15/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,01/15/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
01/15/2021,12:34:24,0.033
01/15/2021,12:34:25,0.029
01/15/2021,12:34:26,0.022
01/15/2021,12:34:27,0.04
01/15/2021,12:34:28,0.029
01/15/2021,12:34:29,0.027
01/15/2021,12:34:30,0.034
01/15/2021,12:34:31,0.037
01/15/2021,12:34:32,0.028
01/15/2021,12:34:33,0.026
01/15/2021,12:34:34,0.022
01/15/2021,12:34:35,0.032
01/15/2021,12:34:36,0.035
01/15/2021,12:34:37,0.048
01/15/2021,12:34:38,0.03
01/15/2021,12:34:39,0.036
01/15/2021,12:34:40,0.034
01/15/2021,12:34:41,0.038
01/15/2021,12:34:42,0.049
01/15/2021,12:34:43,0.051
