TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 1
Start Date:,10/26/2021
Start Time:,01:02:41
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.129
,Minimum:,0.099
,Time of Minimum:,01:03:05
,Date of Minimum:,10/26/2021
,Maximum:,0.169
,Time of Maximum:,01:03:34
,Date of Maximum:,10/26/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/26/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/26/2021,13:02:42,0.117
10/26/2021,13:02:43,0.123
10/26/2021,13:02:44,0.103
10/26/2021,13:02:45,0.109
10/26/2021,13:02:46,0.13
10/26/2021,13:02:47,0.108
10/26/2021,13:02:48,0.134
10/26/2021,13:02:49,0.125
10/26/2021,13:02:50,0.115
10/26/2021,13:02:51,0.141
10/26/2021,13:02:52,0.147
10/26/2021,13:02:53,0.126
10/26/2021,13:02:54,0.139
10/26/2021,13:02:55,0.12
10/26/2021,13:02:56,0.141
10/26/2021,13:02:57,0.151
10/26/2021,13:02:58,0.142
10/26/2021,13:02:59,0.148
10/26/2021,13:03:00,0.136
10/26/2021,13:03:01,0.132
10/26/2021,13:03:02,0.102
10/26/2021,13:03:03,0.1
10/26/2021,13:03:04,0.116
10/26/2021,13:03:05,0.099
10/26/2021,13:03:06,0.111
10/26/2021,13:03:07,0.116
10/26/2021,13:03:08,0.11
10/26/2021,13:03:09,0.114
10/26/2021,13:03:10,0.115
10/26/2021,13:03:11,0.106
10/26/2021,13:03:12,0.132
10/26/2021,13:03:13,0.143
10/26/2021,13:03:14,0.132
10/26/2021,13:03:15,0.118
10/26/2021,13:03:16,0.116
10/26/2021,13:03:17,0.125
10/26/2021,13:03:18,0.126
10/26/2021,13:03:19,0.166
10/26/2021,13:03:20,0.134
10/26/2021,13:03:21,0.121
10/26/2021,13:03:22,0.136
10/26/2021,13:03:23,0.145
10/26/2021,13:03:24,0.148
10/26/2021,13:03:25,0.142
10/26/2021,13:03:26,0.13
10/26/2021,13:03:27,0.149
10/26/2021,13:03:28,0.122
10/26/2021,13:03:29,0.109
10/26/2021,13:03:30,0.123
10/26/2021,13:03:31,0.126
10/26/2021,13:03:32,0.143
10/26/2021,13:03:33,0.137
10/26/2021,13:03:34,0.169
10/26/2021,13:03:35,0.156
10/26/2021,13:03:36,0.144
10/26/2021,13:03:37,0.151
10/26/2021,13:03:38,0.12
10/26/2021,13:03:39,0.133
10/26/2021,13:03:40,0.151
10/26/2021,13:03:41,0.131

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704008
Test Name:,Test 2
Start Date:,10/26/2021
Start Time:,01:04:37
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.128
,Minimum:,0.096
,Time of Minimum:,01:04:39
,Date of Minimum:,10/26/2021
,Maximum:,0.181
,Time of Maximum:,01:05:23
,Date of Maximum:,10/26/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
